=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 552 canonicals"
Entities:
E1. courtgova.site
E2. courtbox.online
E3. melitaeas.online [aka melitaes.online]
E4. districoperav.icu
E5. coagula.online
E6. barbatus.online
E7. uatax-compens.xyz
E8. scorpiones.online
E9. xbeta.online
E10. courtgova.online
E11. 1833.site
E12. nais-gov.com
E13. eumr.site
E14. 8003659902.site
E15. nais-gov.org
E16. mail-box.site
E17. korrespondentnet.webflow.io
E18. s8.h.mchost.ru
E19. thestoreroomnsw.com.au
E20. telecomds.online
E21. acteran.ru
E22. a0695487.xsph.ru
E23. ukrainecenter.yolasite.com
E24. myelectrive.com
E25. apoxipodes.ru
E26. a0698649.xsph.ru
E27. ceronamtinclube.icu
E28. chubanomania.icu
E29. reteredelete.top
E30. uatax-compenses.xyz
E31. nitikora.ru
E32. cooperi.ru
E33. fikasterwer.top
E34. bilitora.ru
E35. pro-gos.top
E36. chis-gos.top
E37. peer-gos.top
E38. ais-gos.top
E39. tense-gos.top
E40. for-gos.top
E41. alf-gos.top
E42. cerv-gos.top
E43. jar-gos.top
E44. ev-gos.top
E45. center-gos.top [aka central-gos.top]
E46. wers-gos.top
E47. jevejosader.top
E48. an-gos.top
E49. tax-compensation.xyz
E50. ua-taxes-compens.xyz
E51. tax-compenses.xyz
E52. lnk.ukr-compens.xyz
E53. off.ukr-compens.xyz
E54. pay.ukr-compens.xyz
E55. ua-compensations.xyz
E56. uam-compensation.xyz
E57. mail.nais-gov.org
E58. delta.mil.gov.ua.delta-storages.com
E59. ansaigon.com
E60. cisa.gov
E61. gov.ua
E62. ua-compens.top
E63. ua-compenses.top
E64. uacompensation.xyz
E65. compensation-ukr.com
E66. myua-compensations.xyz
E67. ec-compensation.xyz
E68. ua-compensation.top
E69. compensations-ukrain.bar
E70. 1000020.xyz
E71. gov-ua.info
E72. bank.gov.ua
E73. me.gov.ua
E74. cert.gov.ua
E75. dis.gov.ua
E76. gov.mil.ua.aspx.io
E77. mail.gov.ua
E78. dsszzi.gov.ua
E79. www.msp.gov.ua [aka msp.gov.ua]
E80. ukr.net
E81. domthr.xyz
E82. pay.uacompensation.xyz
E83. ye-gos.top
E84. tas-gos.top
E85. badge-gos.top
E86. ew-gos.top
E87. ws-gos.top
E88. tzi.info-cip.org
E89. 8003659902.space
E90. phymateus.online
E91. accept-pay.top
E92. admru.top
E93. co-opros.top
E94. admukr.top
E95. co-uah.top
E96. admus.top
E97. pre-opros.top
E98. survefuz.com
E99. apps-opros.top
E100. rea-gos.top
E101. ao-opros.top
E102. arelyevennot.top
E103. successilin.top
E104. cels-opros.top
E105. ritionalvalueon.top
E106. bow-gos.top
E107. tio-gos.top
E108. ludepa.ec
E109. viewdns.info
E110. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E111. military-ukraine.site
E112. winuvinnosluk.club
E113. oceriesfornot.top
E114. varanasiclick.ru
E115. chinagrill.co
E116. alfa-gos.top
E117. wm-gos.top
E118. helpzzfound.site
E119. serveftp.com
E120. 3utilities.com
E121. serveirc.com
E122. great-surveys.top
E123. 4qzm.com
E124. servemp3.com
E125. coinerpay.top
E126. mono.gg-pay.me
E127. next24.gg-pay.me
E128. wasabiwallet.online
E129. hmgo.pw
E130. ao3.hmgo.pw
E131. mulleti.ru
E132. foundpomoshi.com
E133. ukrahelpforall.ucraft.site
E134. agreminj.com
E135. ui-opros.top
E136. big-uah.top
E137. an-ukr.top
E138. project2.top
E139. top-opros.top
E140. edopomogaonline.yolasite.com
E141. oon24opros.yolasite.com
E142. oon24oprosy.yolasite.com
E143. compensationukr.com
E144. product2020.mrbasic.com
E145. aid.edopomoga.gov.ua
E146. expeditionabroad.com
E147. cuts-international.org
E148. surname192.temp.swtest.ru
E149. co87972.tmweb.ru
E150. sinergil.com
E151. cs1.wpc-v0cdn.org
E152. forkscenter.fr
E153. advanced-ip-scanner.site
E154. jorgava.com
E155. gopoppers.com
E156. gobits3.com
E157. kopratiso.ru
E158. jo-opros.top
E159. amo-opros.top
E160. project3.top
E161. ndlestomak.top
E162. jel-gos.top
E163. meteolink.host
E164. redirectme.net
