=== REQUEST (gemini gemini-3.7-flash) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 158 canonicals"
Entities:
E1. hmgo.pw
E2. gordon6.hopto.org
E3. mail.nais-gov.org
E4. antination.kherson.ua
E5. proxylogon.com
E6. s8.h.mchost.ru
E7. portal.nazk.gov.ua
E8. bank.gov.ua
E9. iol.pt
E10. ao3.hmgo.pw
E11. me.gov.ua
E12. emterox.ru
E13. frge.io
E14. gov.ua
E15. cert.gov.ua
E16. acteran.ru
E17. apoxipodes.ru
E18. candidar.ru
E19. circulas.ru
E20. enterwords.ru
E21. erwini.ru
E22. mulleti.ru
E23. omyce.ru
E24. nx0.ru
E25. ukr.net
E26. smm2021.net
E27. winscp.net
E28. alt-2cdn.net
E29. edisk.ukr.net
E30. ftp.thefoodplace.net
E31. ipv6-wpnc.net
E32. sm.ukrtel.net
E33. www.dstruct.net
E34. panelunregistertle-348.frge.io
E35. forkscenter.fr
E36. raidforums.com
E37. gov-ua.info
E38. site-1.work
E39. ereservices.com
E40. rmssrv2.ru
E41. rmssrv4.ru
E42. i.ua
E43. nirsoft.me
E44. aviatorssm.bit
E45. fex.net
E46. meteolink.host
E47. 1833.site
E48. 8003659902.site
E49. graphiuma.online
E50. product-reviews.website
E51. coagula.online
E52. cuckoo.cert.ee
E53. cs1.wpc-v0cdn.org
E54. cve.mitre.org
E55. nais-gov.org
E56. portal.nazk.org.ua
E57. airmauritiusticket.com
E58. ansaigon.com
E59. badpdf.com
E60. biengrandir37.com
E61. dishsouq.com
E62. dyndns.com
E63. expeditionabroad.com
E64. ghaniyu.com
E65. docs.microsoft.com
E66. answers.microsoft.com
E67. social.technet.microsoft.com
E68. www.msftncsi.com
E69. zp.ukrtel.net
E70. www.virustotal.com [aka virustotal.com]
E71. ns2-dns.com
E72. ns.ns3-dns.com
E73. ns.ns2-dns.com
E74. nais-gov.com
E75. pastebin.com
E76. parodadoca.ru
E77. districoperav.icu
E78. gmail.com
E79. arcor.de
E80. eumr.site
E81. ticket.cyberpolice.gov.ua
E82. fernandoherrera.me
E83. photobucket.com
E84. www.michiganmastereltiempo.com
E85. www.symantec.com
E86. vuonorganic.com
E87. barbatus.online
E88. melitaeas.online
E89. melitaes.online
E90. dipteran.online
E91. sardanal.online
E92. scorpiones.online
E93. xbeta.online
E94. getmod.host
E95. wpc-v0cdn.org
E96. giraffe-tour.ru
E97. netbin.host
E98. microsoft.com
E99. phymateus.online
E100. cryptsen7fo43rr6.onion
E101. cryptsen7fo43rr6.onion.cab
E102. cryptsen7fo43rr6.onion.to
E103. chernilis.win
E104. lthhc-zm.com
E105. motocheck.in
E106. dsszzi.gov.ua
E107. pbank.co.ua
E108. ua30.gov.ua
E109. tortunas.ru
E110. rmssrv3.ru
E111. tinyurl.com
E112. ceronamtinclube.icu
E113. chubanomania.icu
E114. gobits3.com
E115. email.cz
E116. tridiuma.ru
E117. syncapp.host
E118. nowpropitup.com
E119. portal.msrc.microsoft.com
E120. ns3-dns.com
E121. stormpredictor.host
E122. gangbang6.monster
E123. app.any.run
E124. cautionphenomenon.co.kr
E125. toknowall.com
Mentions:
M1. "ao3.hmgo.pw" (Domain) — options: E1, E2, E3, E4
M2. "hmgo.pw" (Domain) — options: E10, E11, E12, E13
M3. "nx0.ru" (Domain) — options: E16, E17, E18, E19
M4. "tridiuma.ru" (Domain) — options: E16, E17, E18, E19
M5. "ryomy.ru" (Domain) — options: E16, E17, E18, E19
M6. "apoxipodes.ru" (Domain) — options: E16, E18, E19, E12
M7. "omyce.ru" (Domain) — options: E16, E17, E18, E19
M8. "erwini.ru" (Domain) — options: E16, E17, E18, E19
M9. "fex.net" (Domain) — options: E25, E26, E27, E28
M10. "frge.io" (Domain) — options: E34, E35, E1, E5
M11. "rmssrv3.ru" (Domain) — options: E40, E41, E16, E17
M12. "iol.pt" (Domain) — options: E14, E42, E43, E27
M13. "eumr.site" (Domain) — options: E47, E48, E25, E38
M14. "emterox.ru" (Domain) — options: E20, E16, E17, E18
M15. "wpc-v0cdn.org" (Domain) — options: E53, E28, E54, E2
M16. "pastebin.com" (Domain) — options: E57, E58, E59, E60
M17. "s8.h.mchost.ru" (Domain) — options: E65, E66, E67, E16
M18. "www.dstruct.net" (Domain) — options: E27, E68, E29, E45
M19. "ns3-dns.com" (Domain) — options: E71, E72, E73, E62
M20. "proxylogon.com" (Domain) — options: E57, E58, E59, E60
M21. "arcor.de" (Domain) — options: E43, E52, E28, E20
M22. "enterwords.ru" (Domain) — options: E12, E16, E17, E18
M23. "acteran.ru" (Domain) — options: E12, E17, E18, E19
M24. "mulleti.ru" (Domain) — options: E16, E17, E18, E19
M25. "ghaniyu.com" (Domain) — options: E78, E57, E58, E59
M26. "gobits3.com" (Domain) — options: E78, E57, E58, E59
M27. "cuckoo.cert.ee" (Domain) — options: E79, E25, E15, E80
M28. "www.hybrid-analysis.com" (Domain) — options: E84, E68, E85, E70
M29. "ipv6-wpnc.net" (Domain) — options: E45, E26, E25, E27
M30. "phymateus.online" (Domain) — options: E87, E88, E89, E51
M31. "gordon6.hopto.org" (Domain) — options: E94, E54, E55, E95
M32. "photobucket.com" (Domain) — options: E57, E58, E59, E60
M33. "nirsoft.me" (Domain) — options: E98, E82, E79, E11
M34. "graphiuma.online" (Domain) — options: E51, E87, E90, E88
M35. "varanasiclick.ru" (Domain) — options: E16, E17, E18, E19
M36. "zuh3vcyskd4gipkm.onion" (Domain) — options: E100, E101, E102, E103
M37. "i.ua" (Domain) — options: E14, E4, E8, E15
M38. "circulas.ru" (Domain) — options: E109, E16, E17, E18
M39. "rmssrv4.ru" (Domain) — options: E40, E110, E16, E17
M40. "lthhc-zm.com" (Domain) — options: E61, E64, E111, E57
M41. "expeditionabroad.com" (Domain) — options: E57, E58, E59, E60
M42. "chernilis.win" (Domain) — options: E19, E21, E92, E39
M43. "nowpropitup.com" (Domain) — options: E57, E58, E59, E60
M44. "posish.club" (Domain) — options: E114, E65, E115, E21
M45. "sm.ukrtel.net" (Domain) — options: E69, E25, E29, E26
M46. "winscp.net" (Domain) — options: E45, E26, E25, E33
M47. "webknives.com" (Domain) — options: E39, E57, E58, E59
M48. "xbeta.online" (Domain) — options: E87, E90, E89, E51
M49. "antination.kherson.ua" (Domain) — options: E14, E42, E16, E58
M50. "districoperav.icu" (Domain) — options: E112, E113, E16, E19
M51. "stormpredictor.host" (Domain) — options: E94, E46, E97, E117
M52. "tortunas.ru" (Domain) — options: E19, E16, E17, E18
M53. "dyndns.com" (Domain) — options: E71, E120, E73, E72
M54. "smm2021.net" (Domain) — options: E45, E25, E27, E32
