=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1264 canonicals"
Entities:
E1. ukrainebayra.com
E2. i.ua
E3. mill.co.ua
E4. autodoka.com.ua
E5. pbank.co.ua
E6. military-ukraine.site
E7. the-new-age.co.ua
E8. biches-yeah.co.ua
E9. jevejosader.top [aka an-ukr.top]
E10. www.adelaida.ua
E11. ukrainianworldcongress.info
E12. e-wwg.com
E13. i-like-hokku.co.ua
E14. dis.gov.ua
E15. gov.ua
E16. aten.ua
E17. mail.aet.in.ua
E18. nv.ua
E19. yeah-biches.kyiv.ua
E20. bank.gov.ua
E21. netbin.host
E22. files-ukr.net
E23. aleimportadora.net
E24. fex.net
E25. aneria.net
E26. file.io
E27. sytes.net
E28. pastebin.com
E29. armpress.net
E30. mail.gov.ua
E31. humanitarydp.ug
E32. atl.ua
E33. 3utilities.com
E34. uabayrakua.com
E35. 4qzm.com
E36. ukrainecenter.yolasite.com
E37. military-ukraine.online
E38. agreminj.com
E39. dsns.com.ua
E40. marmaris.com.ua
E41. toloka.to
E42. ua-calendar.firstcloudit.com
E43. outlook.com
E44. t-online.de
E45. gondurasonline.ug
E46. cert.gov.ua
E47. share.ukr.net.ssl3.online
E48. supermarioprohozhdenie.ru
E49. acteran.ru
E50. listen.servemp3.com
E51. metanat.ru
E52. mega.nz
E53. metallergroup.ru
E54. ncscc.gov.ua
E55. ukrainianworldcongress.org
E56. ceriossl.info
E57. viewdns.info
E58. telegrad.info
E59. teleqram.info
E60. gov-ua.info
E61. www.msp.gov.ua [aka msp.gov.ua]
E62. www.authssl.in
E63. dwservice.net [aka www.dwservice.net]
E64. www.authssl.online
E65. www.authcheck.in
E66. melitaeas.online
E67. melitaes.online
E68. davincigroup.online [aka groupdavinci.online]
E69. post.mil.gov.ua
E70. dipteran.online
E71. authssl.online
E72. edisk.ukr.net
E73. dsszzi.gov.ua
E74. ns.ns2-dns.com
E75. meta.ua
E76. atlantar.ru
E77. telegram.uk.net
E78. naffalno.site
E79. arminext.com
E80. blopik.com
E81. barnsertr.com
E82. ukr.net.ssl1.site
E83. 0-ukr.net
E84. ukr.net.ssl2.in
E85. ukr.net.ssl4.site
E86. 1-ukr.net
E87. ukr.net.ssl2.site
E88. ukr.net.ssl1.online
E89. 2fa-ukr.net
E90. arentuk.com
E91. vdsina.ru
E92. droopily.eu
E93. outlook.exmo.day
E94. ardeas.ru
E95. hillespostelnm.eu
E96. zalamafiapopcultur.eu
E97. kopratiso.ru
E98. kissmafiabeforyoudied.eu
E99. edopomogaonline.yolasite.com
E100. oon24opros.yolasite.com
E101. euro24dopomoga0.yolasite.com
E102. oon24oprosy.yolasite.com
E103. me.gov.ua
E104. bdf.gov.ua
E105. jokoloret.ru
E106. serveblog.net
E107. ukr.net
E108. erwini.ru
E109. abracodabugalimpopo.ru
E110. superdadymster.ru
E111. fishitor.ru
E112. maxteroper.ru
E113. againandagaingmorder.ru
E114. mail-gov-ua.frge.io
E115. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E116. sec-t.info
E117. akaluij.com
E118. ua.aspx.io
E119. golgba.com
E120. potrakit.ru
E121. baidencult.com
E122. apitelegram.org
E123. hopto.org [aka zapto.org]
E124. authssl.org
E125. world-opros.top
E126. bitbucket.org
E127. blinkij.com
E128. apokil.com
E129. an-gos.top
E130. chis-gos.top
E131. ye-gos.top
E132. alf-gos.top [aka alfa-gos.top]
E133. pro-gos.top
E134. ais-gos.top
E135. ws-gos.top
E136. center-gos.top [aka central-gos.top]
E137. cerv-gos.top
E138. zaikaopentra.com.ru
E139. zaikaopentra-com-ug.online
E140. zaikaopentra-com-ug.su
E141. zaikadoctor.ru
E142. ganara.ru
E143. kilitro.ru
E144. tortunas.ru
E145. milotrad.ru
E146. nitikora.ru
E147. nxkad.ru
E148. jokotras.ru
E149. ndlestomak.top
E150. fikasterwer.top
E151. bt.toloka.to
E152. bt.toloka.tv
E153. cryptsen7fo43rr6.onion.to
E154. agrikoz.com
E155. anidoz.com
E156. www.facebook.com
E157. shikjil.com
E158. ryomy.ru
E159. prefer.jokotras.ru
E160. tiloraso.ru
E161. compensationukr.com
E162. ec-compensation.xyz
E163. pay.ukr-compens.xyz
E164. compensations-ukrain.bar
E165. ua-compensation.top
E166. tax-compensation.xyz
E167. lnk.ukr-compens.xyz
E168. uacompensation.xyz
E169. uam-compensation.xyz
E170. cooperi.ru
E171. civh.ru
E172. wicksl.ru
E173. mafirti.ru
E174. hilr.ru
E175. axikok.com
E176. aluaadin.com
E177. benokij.com
E178. apeduze.com
E179. private-ukr.net
E180. africathrillthes.pw
E181. ticket.cyberpolice.gov.ua
E182. wasabiwallet.online
E183. bloockflad.pw
E184. next24.gg-pay.me
E185. toknowall.com
E186. drimzis.com
E187. chinagrill.co
E188. azimurs.com
E189. lover.printing82.detroito.ru
E190. motoristo.ru
E191. yi-gos.top
E192. tense-gos.top
E193. jel-gos.top
E194. badge-gos.top
E195. gmail.com
E196. sinergil.com
E197. ftp.ssttekstil.com [aka ssttekstil.com]
E198. hotmail.com
E199. clipperso.ru
E200. milotraf.ru
E201. lopasts.ru
E202. iforma.es
E203. kesp.cl
E204. microjob.mn
E205. cve.mitre.org
E206. miecznet.com.pl
E207. mitlubald.ru
E208. monitor.personlog.in
E209. gondurasonline.ru
E210. coagula.online
E211. online.ua
E212. cityofuganda.ug
E213. dogiraftig.com
E214. aspe.ro
E215. tg-me.pro
E216. mulleti.ru
E217. superboler.com
E218. gofile.io
E219. tvoyaradostetoya.ru
E220. propertyiran.ir
E221. hamnavard.sharif.ir
E222. claud.in
E223. olei.ro
E224. sindoproperty.org
E225. propertyminsk.by
E226. eurotelle.com
E227. vljsport.eu.com
E228. filterfullproperty.ru
E229. xsph.ru
E230. circulas.ru
E231. cisa.gov
E232. billiopa.com
E233. delta-storages.com
E234. shopersport.ru
E235. dnspod.com
E236. passport2.zip
E237. evil.server.com
E238. paparat.ru
E239. unayt.ru
E240. noip.com
E241. lesrochersblancs.com
E242. news-ukr.net
E243. criticalosl.tech
E244. onthewifi.com
E245. beroozresaan.com
E246. t-me.io
E247. erinekenney.com
E248. baidenfree.com
E249. sansaispa.com
E250. combinedresidency.org
E251. raidforums.com
E252. zalamafiapopcultur.ru
E253. ohsxy.com
E254. borizhog.com
E255. fan-guy.com
E256. telegram-wed.id
E257. telegra.ph
E258. telegraom.me
E259. tg.cyou
E260. compensation-ukr.com
E261. funedunet.com
E262. dezword.com
E263. analyze.intezer.com
E264. vuxuancuong.com
E265. domtern.com
E266. stormpredictor.host
E267. domthr.xyz
E268. teiergam.com
E269. ginaengg.com
E270. rresteraftin.com
E271. dodortar.ru
E272. giraffe-tour.ru
E273. rivierafamily.com
E274. email.cz
E275. fast-mail.site
E276. mail.certifiedauth.in
E277. mail-box.site
E278. mail.numina.md
E279. mail-ukr.net
E280. emterox.ru
E281. myua-compensations.xyz
E282. ua-compensations.xyz
E283. off.ukr-compens.xyz
E284. kew.1qw.us
E285. kew.8df.us
E286. diplombar.by
E287. restmantra.by
E288. zasadacafe.by
E289. omyce.ru
E290. app.any.run
E291. t.co
E292. tgeo.link
E293. gir.network
E294. tbwelo.ru
E295. hmgo.pw
E296. ruvds.com
E297. kurapat.ru
E298. flayga.ru
E299. tarlit.ru
E300. tas-gos.top
E301. tio-gos.top
E302. bilitora.ru
E303. detroito.ru
E304. uatax-compens.xyz
E305. ua-taxes-compens.xyz
E306. tax-compenses.xyz
E307. ua-compens.top
E308. hawksi.ru
E309. nafillimonilini.net
E310. callsol.ru
E311. iqhost.ru
E312. big-uah.top
E313. co-opros.top
E314. peer-gos.top
E315. uo-ukr.net
E316. bow-gos.top
E317. topadm.top
E318. leonardis.ru
E319. kivanclardokum.com.tr
E320. blog.gocon.in
E321. fluoxi.com
E322. teierqam.org
E323. servegame.com
E324. teiegram1.me
E325. tronogram.com
E326. tvpharm.ru
E327. seznam.cz
E328. star-cz.ddns.net
E329. remala.id
E330. lamazone.site
E331. m-vz.webhop.me
E332. kompartpomiar.pl
E333. ifastnet.com
E334. microsoft.com
E335. moskeet.com
E336. golosdruga.ru
E337. jorgava.com
E338. gobits3.com
E339. golos2023q.ru
E340. filebin.net
E341. meteolink.host
E342. getmod.host
E343. syncapp.host
E344. dcshost.net
E345. mx-out-14.default-host.net
E346. ddns.net
E347. plexbd.net
E348. grafix.ne.jp
E349. yandex.ru
E350. aspx.io
E351. serveftp.com
E352. frge.io
E353. store3.gofile.io
E354. censys.io
E355. drive.google.com
E356. store1.gofile.io
E357. store8.gofile.io
E358. site-ukr.net
E359. bounceme.net
E360. tools.nexcess.net
E361. viewdns.net
E362. mocky.io
E363. moolin.ru
E364. wpc-v0cdn.org
E365. igshop.net
E366. windacarmelita.pw
E367. nabufixservice.name
E368. ser-ukr.net
E369. finformservice.com
E370. datagroup.ddns.net
E371. ereservices.com
E372. plengreg.fun
E373. pge-ukr.net
E374. myftp.org
E375. array.myftp.biz
E376. optica-rd.myftp.biz
E377. up-lnk.myftp.org
E378. up-dot.myftp.org
E379. myddns.me
E380. podologaneri.it
E381. verify-ukr.net
E382. servehttp.com
E383. serveirc.com
E384. servemp3.com
E385. survefuz.com
E386. myftp.biz
E387. ua-cip.org
E388. d-upl.ddns.net
E389. ln-upl.ddns.net
E390. single-office.ddns.net
E391. ddnsking.com
E392. freedynamicdns.net
E393. nirsoft.me
E394. prot-ukr.net
E395. webhop.me
E396. brunoboys.net
E397. redirectme.net
E398. www.pierreagencement.fr
E399. bourns.space
E400. e-nas.firstcloudit.com
E401. answers.microsoft.com
E402. mivocloud.com
E403. pas-ukr.net
E404. zambeziz.com
E405. ukr-net-downloadfile.su
E406. dod-upload.dodortar.ru
E407. servepics.com
E408. airmauritiusticket.com
E409. i1t.me
E410. photobucket.com
E411. mockbin.org
E412. it-develop.me
E413. t.me
E414. 7tt.me
E415. fernandoherrera.me
E416. 0-t.me
E417. freedynamicdns.org
E418. dynamic.exmo.day
E419. ns.ns3-dns.com
E420. whoer.net
E421. britxec.com
E422. serv1-ukr.net
E423. servebeer.com
E424. servequake.com
E425. ms-webdav-miniredir.com
E426. nas-files.firstcloudit.com
E427. jimloamfilling.online
E428. redport80.ru
E429. korrespondentnet.webflow.io [aka uadop.webflow.io]
E430. numsecukr.net
E431. cdn.exmo.day
E432. cdn.certifiedauth.in
E433. cdn.live.com.getssl.click
E434. cdn.discordapp.com
E435. gotdns.ch
E436. ipv6-wpnc.net
E437. ertimadifa.com
E438. cloue.link [aka me-cloud.link]
E439. authssl.link
E440. ssl2.link
E441. telegram.org.t.me-cloud.link
E442. goaccount.link
E443. telegram-click.ru
E444. net.ssl2.link
E445. cloudlnk.org
E446. graphiuma.online
E447. successilin.top
E448. c.certifiedauth.in
E449. www.dstruct.net
E450. drive.google.com.getssl.click
E451. www.michiganmastereltiempo.com
