=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Онлайн-шахрайство з використанням тематики "грошової компенсації" (CERT-UA#4964)" — evidence: S1. "а комп'ютерні надзвичайні події України CERT-UA у соціальній мережі Facebook виявлено низку шахрайських сторінок, що містять посилання на так званий "Єдиний Компенсаційний Центр Повернення Невиплачених Грошових Коштів". На згаданому ресурсі пропонується надати персональну інформацію та здійснити додатковий платіж, в результаті чого дані платіжної картки буде скомпр" S2. "ку, гарячої лінії банку (телефон зазначено на звороті картки) або через Інтернет-банкінг.</p><p>3. Скористайтеся основними порадами платіжної безпеки Національного банку України <a href="https://bank.gov.ua/promo/stopfraud/" rel="noopener noreferrer" target="_blank">https://bank.gov.ua/promo/stopfraud/</a> та правилами кіберг"
Entities:
E1. Тренінговий кіберцентр
E2. Естонський центр Східного партнерства (ECEAP)
E3. Глобальна комісія зі стабільності кіберпростору (GCSC)
E4. ГО «Міжнародний університет цифрової безпеки»
E5. Центр соціальних та маркетингових досліджень (SOCIS)
E6. Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»
E7. Кіберцентр UA30
E8. Міжнародною фундацією виборчих систем (IFES)
E9. Група урядових експертів (GGE)
E10. НАК «Нафтогаз України»
E11. Національний банк України [aka Національний банк України (НБУ)]
E12. МОН України [aka МОН]
E13. Національний банк України (CSIRT-NBU)
E14. Національна поліція України
E15. Рада національної безпеки та оборони України
E16. Національна служба здоров’я України
E17. Збройні Сили України
E18. Міністерство енергетики України
E19. Міністерство оборони України
E20. СБУ [aka Служба безпеки України, Служба безпеки України (СБУ)]
E21. co-uah.top
E22. noip.com
E23. dezword.com
E24. 3utilities.com
E25. arentuk.com
E26. ohsxy.com
E27. rivertimad.com
E28. agreminj.com
E29. axikok.com
E30. expeditionabroad.com
E31. lesrochersblancs.com
E32. dogiraftig.com
E33. rresteraftin.com
E34. milotraf.ru
E35. airmauritiusticket.com
E36. admukr.club
E37. an-ukr.top
E38. ukr.net
E39. cert.gov.ua
E40. ansaigon.com
E41. gov-ua.info
E42. antination.kherson.ua
E43. military-ukraine.site
E44. pbank.co.ua
E45. military-ukraine.online
E46. winchconstruction.com
E47. bank.gov.ua
E48. ceronamtinclube.icu
E49. edisk.ukr.net
E50. economiquity.org
E51. nais-gov.org
E52. zapto.org
E53. freedynamicdns.org
E54. topadm.top
E55. karunadana.org
E56. hopto.org
E57. mail.nais-gov.org
E58. eu-opros.top
E59. moskeet.com
E60. naffalno.site
E61. shikjil.com
E62. fluoxi.com
E63. euro24dopomoga0.yolasite.com
E64. akaluij.com
E65. wers-gos.top
E66. center-gos.top
E67. ais-gos.top
E68. tas-gos.top
E69. cerv-gos.top
E70. for-gos.top
E71. alf-gos.top
E72. yi-gos.top
E73. ev-gos.top
E74. jar-gos.top
E75. 1833.site
E76. eumr.site
E77. viewdns.net
E78. 8003659902.site
E79. apeduze.com
E80. m-vz.webhop.me
E81. skreatortemp.site
E82. redirectme.net
E83. domthr.xyz
E84. 1000020.xyz
E85. ns.ns3-dns.com [aka ns3-dns.com]
E86. cuts-international.org
E87. cautionphenomenon.co.kr
E88. coinerpay.top
E89. api.dev-com.sc
E90. accept-pay.top
E91. sytes.net
E92. awa-opros.top
E93. rivierafamily.com
E94. compensationukr.com
E95. compensations-ukrain.bar
E96. compensation-ukr.com
E97. europadonnaireland.org
E98. foundpomoshi.com
E99. peer-gos.top
E100. helpzzfound.site
E101. uacompensation.xyz
E102. pay.uacompensation.xyz
E103. kohhd.com
Mentions:
M1. "Єдиний Компенсаційний Центр Повернення Невиплачених Грошових Коштів" (Organization) — options: E1, E2, E3, E4 — ctx: S1
M2. "Національного банку України" (Government Body) — options: E11, E12, E13, E14 — ctx: S2
M3. "kohhd.com" (Domain) — options: E21, E22, E23, E24
M4. "rivierafamily.com" (Domain) — options: E27, E24, E31, E32
M5. "compensationukr.com" (Domain) — options: E25, E24, E36, E37
M6. "compensations-ukrain.bar" (Domain) — options: E39, E42, E43, E44
M7. "compensation-ukr.com" (Domain) — options: E25, E40, E37, E38
M8. "europadonnaireland.org" (Domain) — options: E25, E50, E51, E52
M9. "foundpomoshi.com" (Domain) — options: E59, E24, E60, E28
M10. "peer-gos.top" (Domain) — options: E65, E66, E67, E68
M11. "helpzzfound.site" (Domain) — options: E60, E75, E76, E77
M12. "uacompensation.xyz" (Domain) — options: E83, E84, E24, E85
M13. "pay.uacompensation.xyz" (Domain) — options: E88, E84, E83, E42

=== RESPONSE (2.6s, in 2629 / out 207 tok, STOP) ===
{"m":"M1","id":"NEW","g":"fraudulent scheme referenced in Facebook phishing pages"}
{"m":"M2","id":"E11","g":null}
{"m":"M3","id":"NEW","g":null}
{"m":"M4","id":"NEW","g":null}
{"m":"M5","id":"NEW","g":null}
{"m":"M6","id":"NEW","g":null}
{"m":"M7","id":"NEW","g":null}
{"m":"M8","id":"NEW","g":null}
{"m":"M9","id":"NEW","g":null}
{"m":"M10","id":"NEW","g":null}
{"m":"M11","id":"NEW","g":null}
{"m":"M12","id":"NEW","g":null}
{"m":"M13","id":"NEW","g":null}
