=== REQUEST (gemini gemini-3.7-flash) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 100 canonicals"
Entities:
E1. melitaes.online
E2. barbatus.online
E3. dipteran.online
E4. sardanal.online
E5. scorpiones.online
E6. graphiuma.online
E7. motocheck.in
E8. mx-out-14.default-host.net
E9. product-reviews.website
E10. melitaeas.online
E11. ftp.thefoodplace.net
E12. chernilis.win
E13. cve.mitre.org
E14. acteran.ru
E15. apoxipodes.ru
E16. candidar.ru
E17. circulas.ru
E18. emterox.ru
E19. enterwords.ru
E20. erwini.ru
E21. mulleti.ru
E22. nx0.ru
E23. ansaigon.com
E24. arcor.de
E25. aviatorssm.bit
E26. omyce.ru
E27. portal.nazk.org.ua
E28. varanasiclick.ru
E29. portal.nazk.gov.ua
E30. single-office.ddns.net
E31. tridiuma.ru
E32. app.any.run
E33. microsoft.com
E34. portal.msrc.microsoft.com
E35. social.technet.microsoft.com
E36. badpdf.com
E37. cert.gov.ua
E38. cryptsen7fo43rr6.onion.to
E39. cryptsen7fo43rr6.onion
E40. ukr.net
E41. winscp.net
E42. edisk.ukr.net
E43. sm.ukrtel.net
E44. www.dstruct.net
E45. zp.ukrtel.net
E46. iol.pt
E47. biengrandir37.com
E48. dishsouq.com
E49. dyndns.com
E50. ereservices.com
E51. expeditionabroad.com
E52. ghaniyu.com
E53. gmail.com
E54. me.gov.ua
E55. antination.kherson.ua
E56. cuckoo.cert.ee
E57. evil.server.com
E58. parodadoca.ru
E59. gov.ua
E60. i.ua
E61. fex.net
E62. virustotal.com
E63. dsszzi.gov.ua
E64. pbank.co.ua
E65. ceronamtinclube.icu
E66. chubanomania.icu
E67. cautionphenomenon.co.kr
E68. toknowall.com
E69. thaibbqculver.com
E70. answers.microsoft.com
E71. docs.microsoft.com
E72. myelectrive.com
E73. analyze.intezer.com
E74. gordon6.hopto.org
E75. webknives.com
E76. www.msftncsi.com
E77. www.virustotal.com
E78. www.symantec.com
E79. districoperav.icu
E80. fernandoherrera.me
E81. photobucket.com
E82. pastebin.com
E83. s8.h.mchost.ru
E84. www.michiganmastereltiempo.com
E85. vuonorganic.com
E86. chinagrill.co
E87. cryptsen7fo43rr6.onion.cab
E88. www.hybrid-analysis.com
E89. optica-rd.myftp.biz
E90. ryomy.ru
E91. thestoreroomnsw.com.au
E92. zuh3vcyskd4gipkm.onion
Mentions:
M1. "melitaeas.online" (Domain) — options: E1, E2, E3, E4
M2. "melitaes.online" (Domain) — options: E10, E5, E2, E3
M3. "tridiuma.ru" (Domain) — options: E14, E15, E16, E17
M4. "barbatus.online" (Domain) — options: E4, E10, E1, E5
M5. "emterox.ru" (Domain) — options: E19, E14, E15, E16
M6. "acteran.ru" (Domain) — options: E18, E15, E16, E17
M7. "omyce.ru" (Domain) — options: E14, E15, E16, E17
M8. "circulas.ru" (Domain) — options: E14, E15, E16, E18
M9. "ryomy.ru" (Domain) — options: E14, E15, E16, E17
M10. "erwini.ru" (Domain) — options: E14, E15, E16, E17
M11. "candidar.ru" (Domain) — options: E14, E15, E17, E18
M12. "mulleti.ru" (Domain) — options: E14, E15, E16, E17
M13. "sardanal.online" (Domain) — options: E2, E5, E10, E3
M14. "scorpiones.online" (Domain) — options: E1, E4, E2, E10
M15. "graphiuma.online" (Domain) — options: E2, E3, E10, E1
M16. "optica-rd.myftp.biz" (Domain) — options: E25, E33, E34, E35
M17. "apoxipodes.ru" (Domain) — options: E14, E16, E17, E18
M18. "dipteran.online" (Domain) — options: E10, E4, E2, E6
M19. "fex.net" (Domain) — options: E40, E41, E42, E11
M20. "pastebin.com" (Domain) — options: E23, E36, E47, E48
M21. "photobucket.com" (Domain) — options: E23, E36, E47, E48
M22. "nx0.ru" (Domain) — options: E14, E15, E16, E17
M23. "webknives.com" (Domain) — options: E50, E23, E36, E47
M24. "fernandoherrera.me" (Domain) — options: E54, E55, E24, E16
M25. "iol.pt" (Domain) — options: E59, E60, E41, E25
M26. "dyndns.com" (Domain) — options: E23, E36, E47, E48
M27. "ghaniyu.com" (Domain) — options: E53, E23, E36, E47
M28. "i.ua" (Domain) — options: E59, E55, E37, E63
M29. "sm.ukrtel.net" (Domain) — options: E45, E40, E42, E61
