=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1758 canonicals"
Entities:
E1. edisk.ukr.net
E2. dis.gov.ua
E3. ndibk.gov.ua
E4. edisk.ukr.net.ssl2.in
E5. hudojnik-ua.eu
E6. mail.aet.in.ua
E7. edisk.ukrnet.01mirror.com.ua
E8. edisk-ukr.net
E9. tvorchist-ua.eu
E10. ukrnet.01mirror.com.ua
E11. 01mirror.com.ua
E12. autodoka.com.ua
E13. edisk.in.ua
E14. dsns.com.ua
E15. winupmirror.support
E16. military-ukraine.online
E17. geroiukr.com.ua
E18. i1t.me
E19. static-ukr.net
E20. tg.cyou
E21. tacticalv.com
E22. static.certifiedauth.in
E23. sytes.net
E24. ns1.authssl.online
E25. static.personlog.in
E26. nx0.ru
E27. vibiru-hudojnika.eu
E28. support-ukr.net
E29. vinergil.com
E30. bounceme.net
E31. wi-opros.top
E32. upportteam.lingrevelat.com
E33. infomailforyoumak.ru
E34. ukraine-barvy.info
E35. nv.ua
E36. gov.ua
E37. i-like-hokku.co.ua
E38. barvy-ukraines.info
E39. aten.ua
E40. ukraine-malvy.info
E41. me.gov.ua
E42. nbu.gov.ua
E43. ncscc.gov.ua
E44. i.ua
E45. atl.ua
E46. humanitarydp.ug
E47. malvy-ukraine.info
E48. mail.gov.ua
E49. malvy-ukriane.info
E50. metanat.ru
E51. mega.nz
E52. metallergroup.ru
E53. mail.certifiedauth.in
E54. mail.google2.certifiedauth.in
E55. post.mil.gov.ua
E56. acteran.ru
E57. hostpro.ua
E58. t-online.de
E59. gondurasonline.ug
E60. melitaeas.online [aka melitaes.online]
E61. aws-online.cloud
E62. authssl.online
E63. biches-yeah.co.ua
E64. yeah-biches.kyiv.ua
E65. griselda.co.ua
E66. griselda-edu.com.ua
E67. myftp.biz
E68. marmaris.com.ua
E69. geroiua.com.ua
E70. griselda.biz.ua
E71. mill.co.ua
E72. pbank.co.ua
E73. geroi.kyiv.ua
E74. petition-president.kyiv.ua
E75. lotus-kiev.eu [aka lotuskiev.eu]
E76. us-west-1.aws-ukraine.cloud
E77. aws-join.cloud
E78. aws-data.cloud
E79. aws-meetings.cloud
E80. aws-il.cloud
E81. sowakiev.eu
E82. hudojnik.eu [aka hudojniku.eu]
E83. jasminkiev.eu
E84. baletki.eu
E85. baletme.eu
E86. bank.gov.ua
E87. the-new-age.co.ua
E88. milekiev.eu
E89. ukraine-charu.life
E90. chares-ukraine.life
E91. ukraine-charyy.life
E92. balerina.info
E93. ceriossl.info
E94. ukraine-barvy.life
E95. malvy-ukraine.life
E96. malvy-ukriane.life
E97. malvy-ukr.life
E98. meta.ua
E99. atlantar.ru
E100. military-ukraine.site
E101. aws-ukraine.cloud
E102. barvy-ukraines.life
E103. cert.gov.ua
E104. bdf.gov.ua
E105. dsszzi.gov.ua
E106. gov-ua.cloud
E107. govps.cloud
E108. mivocloud.com
E109. gov-au.cloud
E110. s3-ua.cloud
E111. govtr.cloud
E112. ukrtelecom.cloud
E113. cloudlnk.org
E114. us-west-1.ukrtelecom.cloud
E115. eu-central-1.ukrtelecom.cloud
E116. ua-energy.cloud
E117. telecomds.online
E118. hilr.ru
E119. xsph.ru
E120. abracodabugalimpopo.ru
E121. vdsina.ru
E122. circulas.ru
E123. humanitarydp.ru
E124. cisa.gov
E125. againandagaingmorder.ru
E126. farbi-uah.pics
E127. ditinstvo-ua.pics
E128. awards-ua.pics
E129. farbi-golos-ua.eu
E130. ukraina-diti-ua.pics
E131. baletki-ua.pics
E132. farbi-golos-uah.eu
E133. konkur-farbi-ua.eu
E134. ua-ditinstvo.pics
E135. hudojniku-school-ua.eu
E136. www.adelaida.ua
E137. petition-ukraina.com.ua
E138. nxkad.ru
E139. unayt.ru
E140. redport80.ru
E141. civh.ru
E142. reg.ru
E143. ardeas.ru
E144. hawksi.ru
E145. mafirti.ru
E146. enterwords.ru
E147. chinagrill.co
E148. tortunas.ru
E149. jokotras.ru
E150. kopratiso.ru
E151. yandex.ru
E152. kurapat.ru
E153. flayga.ru
E154. unetset.com
E155. tvorchist-sadochka.eu
E156. baletkiev.pics
E157. kilitro.ru
E158. hillespostelnm.eu
E159. dodortar.ru
