=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 841 canonicals"
Entities:
E1. akaluij.com
E2. moskeet.com
E3. 3utilities.com
E4. sismasterhome.ru
E5. fan-guy.com
E6. 4qzm.com
E7. fikasterwer.top
E8. domtern.com
E9. agreminj.com
E10. azimurs.com
E11. arentuk.com
E12. borizhog.com
E13. ohsxy.com
E14. apeduze.com
E15. ceriossl.info
E16. center-gos.top [aka central-gos.top]
E17. social.technet.microsoft.com
E18. telesecurity.org
E19. chis-gos.top
E20. airmauritiusticket.com
E21. tsecurity.sbs
E22. circulas.ru
E23. barbacoalosmartinez.com
E24. kopratiso.ru
E25. blopik.com
E26. hillespostelnm.eu
E27. rivierafamily.com
E28. kissmafiabeforyoudied.eu
E29. napropertyhub.eu
E30. webhop.me
E31. zapto.org
E32. fishitor.ru
E33. acteran.ru
E34. sindoproperty.org
E35. xsph.ru
E36. apoxipodes.ru
E37. hilr.ru
E38. ardeas.ru
E39. freedynamicdns.net
E40. freeusadatingxxx.online
E41. freedynamicdns.org
E42. fluoxi.com
E43. baidenfree.com
E44. golgba.com
E45. humanitarydp.ug
E46. coagula.online
E47. online.ua
E48. cityofuganda.ug
E49. dogiraftig.com
E50. t-online.de
E51. military-ukraine.online
E52. zaikaopentra.com.ug
E53. noip.com
E54. courtgova.site
E55. tools.nexcess.net
E56. 1833.site
E57. onyangdol.site
E58. eumr.site
E59. 8003659902.site
E60. mail-box.site
E61. civh.ru
E62. military-ukraine.site
E63. gondurasonline.ug
E64. mayak.dp.ua
E65. tg.cyou
E66. erwini.ru
E67. ganara.ru
E68. info-cip.org
E69. bilitora.ru
E70. golos2023q.ru
E71. nxkad.ru
E72. jokoloret.ru
E73. tme-id.ru
E74. milotrad.ru
E75. ddnsking.com
E76. rmssrv4.ru
E77. s8.h.mchost.ru
E78. kjhgdj99fuller.ru
E79. jslopasitmon.com
E80. jorgava.com
E81. uabayrakua.com
E82. kilomunara.com
E83. vljsport.eu.com
E84. pomoshnikrbx.site
E85. kismamabeforyougo.com
E86. droopily.eu
E87. zalamafiapopcultur.eu
E88. zuh3vcyskd4gipkm.onion
E89. mafirti.ru
E90. farafauler.ru
E91. mulleti.ru
E92. dodortar.ru
E93. filterfullproperty.ru
E94. naffalno.site
E95. fast-mail.site
E96. aneria.net
E97. gofile.io
E98. bounceme.net
E99. armpress.net
E100. store1.gofile.io
E101. plexbd.net
E102. as49447.net
E103. store3.gofile.io
E104. brunoboys.net
E105. net-certificate.services
E106. dwservice.net [aka www.dwservice.net]
E107. finformservice.com
E108. ns.ns3-dns.com
E109. inter-webservices.com
E110. ereservices.com
E111. serveirc.com
E112. ns.ns2-dns.com
E113. pro-gos.top
E114. prot-ukr.net
E115. www.virustotal.com [aka virustotal.com]
E116. tg-me.pro
E117. dcshost.net
E118. amo-opros.top
E119. shopersport.ru
E120. verofes.com
E121. servehttp.com
E122. 3dstore.pro
E123. gopoppers.com
E124. vertusupportjk.org
E125. everything-everywhere.at.ply.gg
E126. chimeramarketplace.online
E127. lesrochersblancs.com
E128. zaikaopentra-com-ug.online
E129. autodoka.com.ua
E130. zaikadoctor.ru
E131. melitaes.online
E132. sardanal.online
E133. barbatus.online
E134. dipteran.online
E135. wasabiwallet.online
E136. elyslink.online
E137. chimeramarket24.online
E138. xbeta.online
E139. baidencult.com
E140. zarabovannyok.eu
E141. onthewifi.com
E142. anidoz.com
E143. lonejade.com
E144. axikok.com
E145. zallesman.ru
E146. onedrive.live.com
E147. app.any.run
E148. telegram-click.ru
E149. ryomy.ru
E150. pasamart.ru
E151. emterox.ru
E152. tortunas.ru
E153. mitlubald.ru
E154. meta.ua
E155. lamazone.site
E156. mitraseo.hol.es
E157. apitelegram.org
E158. apokil.com
E159. internet.bs
E160. int-ukr.net
E161. swinj.online
E162. graphiuma.online
E163. phymateus.online
E164. lopasts.ru
E165. pastebin.com
E166. kilitro.ru
E167. serveblog.net
E168. shikjil.com
E169. cooperi.ru
E170. jimloamfilling.online
E171. europadonnaireland.org
E172. maxteroper.ru
E173. ip-api.com
E174. evil.server.com
E175. d-upl.ddns.net
E176. moolin.ru
E177. ddns.net
