=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 543 canonicals"
Entities:
E1. arentuk.com
E2. ipapi.co
E3. antination.kherson.ua
E4. ghaniyu.com
E5. ua-compensation.top
E6. griselda.co.ua
E7. webknives.com
E8. atomydoc.kg
E9. ansaigon.com
E10. expeditionabroad.com
E11. uasetukr.com
E12. adobeprotectcheck.com
E13. telegram.uk.net
E14. agreminj.com
E15. empoweringparents.shop
E16. baidencult.com
E17. blopik.com
E18. akaluij.com
E19. anidoz.com
E20. ginaengg.com
E21. ohsxy.com
E22. vljsport.eu.com
E23. ukainua.com
E24. verofes.com
E25. webk-telegram.sbs
E26. webk-telegram.icu
E27. xeontime.com
E28. iplogger.com
E29. ereservices.com
E30. duhodown.fun
E31. unetset.com
E32. mouseoiet.fun
E33. apeduze.com
E34. ukrstnet.com
E35. boddyshow.fun
E36. uaccsnet.com
E37. apokil.com
E38. dezword.com
E39. funedunet.com
E40. eurotelle.com
E41. airmauritiusticket.com
E42. unayt.ru
E43. abracodabugalimpopo.ru
E44. tvoyaradostetoya.ru
E45. jokoloret.ru
E46. againandagaingmorder.ru
E47. prot-ukr.net
E48. golosdruga.ru
E49. cafeteriumups.ru
E50. sakentoshi.ru
E51. sansaispa.com
E52. protectraid.com
E53. azimurs.com
E54. raidforums.com
E55. barnsertr.com
E56. anotepad.com
E57. compensationukr.com
E58. linedrv.com
E59. pomoshnikrbx.site
E60. teiergam.com
E61. 1833.site
E62. eumr.site
E63. steycools.pw
E64. 8003659902.site
E65. grabify.link
E66. courtgova.site
E67. surname192.temp.swtest.ru
E68. blinkij.com
E69. www.msftncsi.com
E70. shikjil.com
E71. axikok.com
E72. protonmail.com
E73. ssttekstil.com
E74. cs1.wpc-v0cdn.org
E75. cdnauthsoft.com
E76. mockbin.org
E77. apitelegram.org
E78. ipv6-wpnc.net
E79. afi-ukraine.org
E80. telsec.org
E81. cloudlnk.org
E82. ukrainebayra.com
E83. killredls.pw
E84. webhook.site
E85. telegram-click.ru
E86. pastebin.com
E87. widget.forum-pokemon.com
E88. protectconnections.com
E89. hillespostelnm.eu
E90. napropertyhub.eu
E91. zaikadoctor.ru
E92. bluepablo.fun
E93. comperssw.fun
E94. kowersize.fun
E95. plengreg.fun
E96. howlcars.fun
E97. zamesblack.fun
E98. tg-me.pro
E99. tgeo.link
E100. ukenlog.com
E101. t-me.io
E102. tronogram.com
E103. cloue.link
E104. shormanz.com
E105. file.io
E106. tg.cyou
E107. mocky.io
E108. i1t.me
E109. propertyiran.ir
E110. korrespondentnet.webflow.io
E111. uknetlogin.com
E112. borizhog.com
E113. t--t.me
E114. 0-t.me
E115. 7tt.me
E116. vote-me.top
E117. 4-t.me
E118. me-cloud.link
E119. uasystnet.com
E120. documents-reader.com
E121. uasettings.com
E122. academiadutygroup.com.br
E123. superops.com
E124. kismamabeforyougo.su
E125. kissmafiabeforyoudied.ru
E126. infomailforyoumak.ru
E127. sismasterhome.ru
E128. britxec.com
E129. filebin.net
E130. telegraom.me
E131. africathrillthes.pw
E132. moskhoods.pw
E133. revivalsecularas.pw
E134. bloockflad.pw
E135. dayzilons.pw
E136. bookgames.pw
E137. carpetmarker.pw
E138. telesecurity.org
E139. aleimportadora.net
E140. crash.syncthing.net
E141. as49447.net
E142. syncthing.net
E143. documentreader.net
E144. olminx.com
E145. shorturl.at
E146. drimzis.com
E147. shodan.io
E148. vuonorganic.com
E149. erinekenney.com
E150. yotsubasociety.website
E151. goodlenuxilam.site
E152. site-1.work
E153. ukrsets.com
E154. lingrevelat.com
E155. drv2ms.com
E156. verify-ukr.net
E157. ns.ns3-dns.com [aka ns3-dns.com]
E158. uasystdoc.com
E159. ns.ns2-dns.com [aka ns2-dns.com]
E160. pas-ukr.net
E161. keewoolas.pw
E162. hopentools.ru
E163. devtools.bond
E164. myelectrive.com
E165. tax-gov-ua.com
E166. teierqam.org
E167. teiegram1.me
E168. teleqram.info
E169. seznam.cz
E170. jokotras.ru
E171. coudzoom.ru
E172. milotrad.ru
E173. fluoxi.com
E174. cautionphenomenon.co.kr
E175. mail.lechateaudelatour.fr
E176. ukrainecenter.yolasite.com
E177. www.pierreagencement.fr
Mentions:
M1. "cautionphenomenon.co.kr" (Domain) — options: E1, E2, E3, E4
M2. "arentuk.com" (Domain) — options: E10, E11, E12, E13
M3. "ghaniyu.com" (Domain) — options: E18, E19, E12, E20
M4. "webknives.com" (Domain) — options: E1, E24, E25, E12
M5. "funedunet.com" (Domain) — options: E30, E31, E12, E32
M6. "apeduze.com" (Domain) — options: E37, E19, E12, E38
M7. "prostosmeritesya.ru" (Domain) — options: E42, E43, E44, E45
M8. "baidencult.com" (Domain) — options: E51, E1, E52, E12
M9. "expeditionabroad.com" (Domain) — options: E1, E12, E56, E16
M10. "skreatortemp.site" (Domain) — options: E59, E60, E61, E62
M11. "fluoxi.com" (Domain) — options: E17, E2, E12, E18
M12. "apokil.com" (Domain) — options: E70, E12, E33, E71
M13. "wpc-v0cdn.org" (Domain) — options: E74, E75, E76, E77
M14. "kilomunara.com" (Domain) — options: E1, E12, E82, E18
M15. "akaluij.com" (Domain) — options: E71, E14, E68, E12
M16. "pomoshnikrbx.site" (Domain) — options: E62, E61, E1, E64
M17. "jslopasitmon.com" (Domain) — options: E17, E12, E86, E59
M18. "protectraid.com" (Domain) — options: E88, E72, E12, E1
M19. "zarabovannyok.eu" (Domain) — options: E1, E89, E90, E59
M20. "anotepad.com" (Domain) — options: E1, E7, E52, E12
M21. "duhodown.fun" (Domain) — options: E35, E92, E93, E94
M22. "tg.cyou" (Domain) — options: E98, E99, E60, E42
M23. "shodan.io" (Domain) — options: E101, E104, E105, E106
M24. "ukenlog.com" (Domain) — options: E1, E28, E111, E112
M25. "t-me.io" (Domain) — options: E113, E105, E108, E98
M26. "uasystdoc.com" (Domain) — options: E16, E1, E119, E12
M27. "nowpropitup.com" (Domain) — options: E33, E12, E17, E1
M28. "kismamabeforyougo.ru" (Domain) — options: E85, E124, E48, E125
M29. "blinkij.com" (Domain) — options: E17, E18, E12, E14
M30. "tronogram.com" (Domain) — options: E130, E60, E12, E72
M31. "keewoolas.pw" (Domain) — options: E63, E131, E132, E133
M32. "protectconnections.com" (Domain) — options: E52, E12, E14, E138
M33. "krasavchikoleg.net" (Domain) — options: E45, E139, E140, E59
M34. "shormanz.com" (Domain) — options: E53, E144, E145, E12
M35. "ginaengg.com" (Domain) — options: E4, E58, E100, E12
M36. "product-reviews.website" (Domain) — options: E7, E150, E59, E66
M37. "webhook.site" (Domain) — options: E59, E7, E61, E62
M38. "unetset.com" (Domain) — options: E39, E7, E12, E1
M39. "verofes.com" (Domain) — options: E39, E123, E12, E154
M40. "uasystnet.com" (Domain) — options: E1, E157, E36, E158
M41. "pastebin.com" (Domain) — options: E129, E14, E12, E68
M42. "steycools.pw" (Domain) — options: E161, E83, E131, E135
M43. "drv2ms.com" (Domain) — options: E146, E12, E159, E153
M44. "uabayrakua.com" (Domain) — options: E18, E23, E82, E12
M45. "teiergam.com" (Domain) — options: E166, E12, E167, E102
M46. "africathrillthes.pw" (Domain) — options: E63, E134, E83, E135
M47. "goodlenuxilam.site" (Domain) — options: E59, E61, E62, E4
M48. "potrakit.ru" (Domain) — options: E42, E45, E43, E170
M49. "ipapi.co" (Domain) — options: E17, E37, E173, E174
M50. "forkscenter.fr" (Domain) — options: E173, E175, E176, E106
M51. "uasetukr.com" (Domain) — options: E1, E13, E121, E12

=== RESPONSE (71.7s, in 5110 / out 9339 tok, stop) ===
{"v":[{"m":"cautionphenomenon.co.kr","id":"NEW","g":null,"p":null,"r":null},{"m":"arentuk.com","id":"NEW","g":null,"p":null,"r":null},{"m":"ghaniyu.com","id":"NEW","g":null,"p":null,"r":null},{"m":"webknives.com","id":"NEW","g":null,"p":null,"r":null},{"m":"funedunet.com","id":"NEW","g":null,"p":null,"r":null},{"m":"apeduze.com","id":"NEW","g":null,"p":null,"r":null},{"m":"prostosmeritesya.ru","id":"NEW","g":null,"p":null,"r":null},{"m":"baidencult.com","id":"NEW","g":null,"p":null,"r":null},{"m":"expeditionabroad.com","id":"NEW","g":null,"p":null,"r":null},{"m":"skreatortemp.site","id":"NEW","g":null,"p":null,"r":null},{"m":"fluoxi.com","id":"NEW","g":null,"p":null,"r":null},{"m":"apokil.com","id":"NEW","g":null,"p":null,"r":null},{"m":"wpc-v0cdn.org","id":"E74","g":null,"p":null,"r":null},{"m":"kilomunara.com","id":"NEW","g":null,"p":null,"r":null},{"m":"akaluij.com","id":"NEW","g":null,"p":null,"r":null},{"m":"pomoshnikrbx.site","id":"NEW","g":null,"p":null,"r":null},{"m":"jslopasitmon.com","id":"NEW","g":null,"p":null,"r":null},{"m":"protectraid.com","id":"NEW","g":null,"p":null,"r":null},{"m":"zarabovannyok.eu","id":"NEW","g":null,"p":null,"r":null},{"m":"anotepad.com","id":"NEW","g":null,"p":null,"r":null},{"m":"duhodown.fun","id":"NEW","g":null,"p":null,"r":null},{"m":"tg.cyou","id":"NEW","g":null,"p":null,"r":null},{"m":"shodan.io","id":"NEW","g":null,"p":null,"r":null},{"m":"ukenlog.com","id":"NEW","g":null,"p":null,"r":null},{"m":"t-me.io","id":"NEW","g":null,"p":null,"r":null},{"m":"uasystdoc.com","id":"NEW","g":null,"p":null,"r":null},{"m":"nowpropitup.com","id":"NEW","g":null,"p":null,"r":null},{"m":"kismamabeforyougo.ru","id":"NEW","g":null,"p":null,"r":null},{"m":"blinkij.com","id":"NEW","g":null,"p":null,"r":null},{"m":"tronogram.com","id":"NEW","g":null,"p":null,"r":null},{"m":"keewoolas.pw","id":"NEW","g":null,"p":null,"r":null},{"m":"protectconnections.com","id":"NEW","g":null,"p":null,"r":null},{"m":"krasavchikoleg.net","id":"NEW","g":null,"p":null,"r":null},{"m":"shormanz.com","id":"NEW","g":null,"p":null,"r":null},{"m":"ginaengg.com","id":"NEW","g":null,"p":null,"r":null},{"m":"product-reviews.website","id":"NEW","g":null,"p":null,"r":null},{"m":"webhook.site","id":"NEW","g":null,"p":null,"r":null},{"m":"unetset.com","id":"NEW","g":null,"p":null,"r":null},{"m":"verofes.com","id":"NEW","g":null,"p":null,"r":null},{"m":"uasystnet.com","id":"NEW","g":null,"p":null,"r":null},{"m":"pastebin.com","id":"NEW","g":null,"p":null,"r":null},{"m":"steycools.pw","id":"NEW","g":null,"p":null,"r":null},{"m":"drv2ms.com","id":"NEW","g":null,"p":null,"r":null},{"m":"uabayrakua.com","id":"NEW","g":null,"p":null,"r":null},{"m":"teiergam.com","id":"NEW","g":null,"p":null,"r":null},{"m":"africathrillthes.pw","id":"NEW","g":null,"p":null,"r":null},{"m":"goodlenuxilam.site","id":"NEW","g":null,"p":null,"r":null},{"m":"potrakit.ru","id":"NEW","g":null,"p":null,"r":null},{"m":"ipapi.co","id":"NEW","g":null,"p":null,"r":null},{"m":"forkscenter.fr","id":"NEW","g":null,"p":null,"r":null},{"m":"uasetukr.com","id":"NEW","g":null,"p":null,"r":null}]}
