=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1246 canonicals"
Entities:
E1. dis.gov.ua
E2. cert.gov.ua
E3. remala.id
E4. nbu.gov.ua
E5. bdf.gov.ua
E6. telegram-wed.id
E7. nv.ua
E8. tme-id.com
E9. post.mil.gov.ua
E10. ceriossl.info
E11. balet-me.info
E12. golos-ukr.info
E13. ua-sec.cloud
E14. trust-certificate.net
E15. balet-ua.info
E16. t--t.me
E17. telesecurity.org
E18. emtserviceca.info
E19. telegram.org-a0dm91dk31i.cloue.link
E20. tgeo.link
E21. grabify.link
E22. zarabovannyok.eu
E23. telegram.org.t.me-cloud.link
E24. telegram.check-active.site
E25. apitelegram.org
E26. authssl.link
E27. abracodabugalimpopo.ru
E28. telegram.org-a0dk3dm91iu.tgeo.link
E29. cloue.link
E30. krasavchikoleg.net
E31. telegram.token-defender.cloud [aka token-defender.cloud]
E32. me-cloud.link
E33. t.me
E34. cloudlnk.org
E35. mivocloud.com
E36. account.associates
E37. accounts---ukr.net
E38. telegramm-account.site
E39. telegram-account.host [aka web.telegram-account.host]
E40. accounts--ukr.net
E41. web.web.telegram-account.host
E42. www.telegramm-account.site
E43. 212nj0b42w.web.telegram-account.host
E44. accounts-ukr.net
E45. gir.network
E46. ssl2.link
E47. unayt.ru
E48. net.ssl2.link
E49. it-develop.me
E50. goaccount.link
E51. githubusercontent.com
E52. telegram.account.associates
E53. account-guard.site
E54. account-ukr.net
E55. accounts-s-ukr.net
E56. account.certifiedauth.in
E57. claud.in
E58. bloockflad.pw
E59. 4e-ukr.net
E60. 0-t.me
E61. meta.ua
E62. mxukr.net
E63. 7tt.me
E64. t-me.io
E65. 4-t.me
E66. mouseoiet.fun
E67. tt-ukr.net
E68. i1t.me
E69. 0-ukr.net
E70. aneria.net
E71. ipapi.co
E72. teiegram1.me
E73. detipoertry.com
E74. passport2.zip
E75. hudojnik.eu [aka hudojniku.eu]
E76. eurotelle.com
E77. dnspod.com
E78. passport-ukr-net.site
E79. baletki.eu
E80. napropertyhub.eu
E81. authssl.site
E82. qweasdzx.site
E83. qsrgh.site [aka www.qsrgh.site]
E84. confirmphone.site
E85. net.ssl2.site [aka ssl2.site]
E86. ssl4.site [aka www.ssl4.site]
E87. teleqram.info
E88. balerina.info
E89. telegra.ph
E90. td-ukr.net
E91. telegram.uk.net
E92. chimeramarketplace24.online
E93. hsts.online [aka www.hsts.online]
E94. chimeramarketplace.online
E95. authssl.online
E96. chimera-shop24.online
E97. awsplatform.online
E98. jimloamfilling.online
E99. com.ssl4.online [aka ssl4.online]
E100. prozorro.online
E101. chimeramarket24.online
E102. charistmatwio.shop
E103. ssl2.online
E104. com.authssl.online
E105. swinj.online
E106. com.ssl3.online [aka ssl3.online]
E107. s3-stig.cloud
E108. tg-me.pro
E109. govtr.cloud
E110. vdsina.ru
E111. mpsv-gov.cloud [aka mv-gov.cloud, msmt-gov.cloud, mzv-gov.cloud]
E112. ukenlog.com
E113. telegram-wap.me
E114. telegrad.info
E115. rmssrv.ru
E116. 00-l.ru
E117. simplecloud.ru
E118. deti.eu
E119. baletme.eu
E120. tme-id.ru
E121. yemmyusa.com
E122. anotepad.com
E123. protectraid.com
E124. iplogger.com
E125. beget.com
E126. id.court.gov.ua
E127. teierqam.org
E128. authssl.org
E129. web-telegram.host
E130. bitbucket.org
E131. plengreg.fun
E132. grafix.ne.jp
E133. teiergam.com
E134. derzhposluhy.com [aka uspp.derzhposluhy.com]
E135. oncetrips.com
E136. protonmail.com
E137. mirotrent.com [aka plntr.mirotrent.com]
E138. coudzoom.ru
E139. iqhost.ru
E140. againandagaingmorder.ru
E141. agentsuperpupervinil.ru
E142. rafraystore.ru
E143. vote-chary-telegram.info
E144. kilomunara.com
E145. vertusupportjk.org
E146. filebin.net
E147. ns1.authssl.org
E148. duhodown.fun
E149. hopentools.ru
E150. vivianstyler.ru
E151. cafeteriumups.ru
E152. l-ukr.net
E153. reg.ru
E154. comperssw.fun
E155. elyslink.online
E156. cloud.god-le.net
E157. authcheck.in [aka www.authcheck.in]
E158. authssl.in
E159. webk-telegram.sbs
E160. webz-telegram.sbs
E161. internet.bs
E162. vsekonkursy.pics
E163. aws-secure.cloud
E164. sb-ukr.net
E165. yotsubasociety.website
E166. secure.certifiedauth.in
E167. topibuzz.space
E168. vote-telegram.eu
E169. konkurs-events.top
E170. malvy-vote.life [aka vote-malvy.life]
E171. konkurs-vesna.info
E172. konkursi-ua.eu [aka konkursy-uah.eu]
E173. vote-me.top
E174. konkurs-vesna24.ru
E175. konkurs-deti-ua.eu
E176. events.data.certifiedauth.in
E177. groupdavinci.online
E178. boddyshow.fun
E179. web-ukr.net
E180. k-ukr.net
E181. avoufshire.icu
E182. webk-telegram.icu
E183. tsecurity.sbs
E184. web.teiegram.host
E185. chary-telegram.eu
E186. gondurasonline.ru
E187. golosdruga.ru
E188. kismamabeforyougo.ru
E189. golos-ua.life [aka golos-ukr.life]
E190. kissmafiabeforyoudied.ru
E191. telegram-mobile.ru
E192. telegram-confirm.site
E193. telegram-chary.blog
E194. getssl.click
E195. confirm-ukr.net
E196. signal-confirm.site [aka www.confirm-signal.site, www.signal-confirm.site]
E197. ca-central-1.awsplatform.online
E198. us-east-console.awsplatform.online
E199. com.ssl2.online
E200. m.personlog.in
E201. dynamic.exmo.day
E202. 01mirror.com.ua
E203. s3-acronis.cloud
E204. nafillimonilini.net
E205. mlcrosoft.rf.gd
E206. minef.eu
E207. teiegram.host [aka www.teiegram.host]
E208. keewoolas.pw
E209. telegram-click.ru
E210. telegram-auth.website [aka www.telegram-auth.website]
E211. telegram.qweasdzx.site
E212. balet-me.pro
E213. balet-ua.pro
E214. tg.cyou
E215. baletua.pro
E216. telegraom.me
E217. protectconnections.com
E218. file.io
E219. frge.io
E220. golos2023q.ru
E221. zallesman.ru
E222. deti-malunki-uah.eu [aka malunki-ditini-uah.eu, golos-ditin-ua.eu, malunki-ditin-ua.eu, malunki-ditini-ua.eu, malunki-ditin-uah.eu, golos-ditin-uah.eu]
E223. v-ukr.net
E224. 8161.uk
E225. settingsukr.net
