=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1634 canonicals"
Entities:
E1. acc-ukr.net
E2. d-upl.ddns.net
E3. uasystnet.com
E4. ualogaccs.com
E5. 3utilities.com
E6. ddns.net
E7. ukrstnet.com
E8. 4qzm.com
E9. cca-ukr.net
E10. akaluij.com
E11. uabayrakua.com
E12. aluaadin.com
E13. uaccsnet.com
E14. axikok.com
E15. iplogger.com
E16. gdocs.com.personlog.in
E17. settingsukr.net
E18. settings-ukr.net
E19. uasetukr.com
E20. ruvds.com
E21. oncetrips.com
E22. bh-ukr.net
E23. arentuk.com
E24. uasettings.com
E25. k-ukr.net
E26. out-ukr.net
E27. uasystdoc.com
E28. zaikadoctor.ru
E29. baidencult.com
E30. sytes.net
E31. ukrainebayra.com
E32. geroiukrainu.com
E33. personlog.in
E34. uknetlogin.com
E35. com.personlog.in
E36. e-wwg.com
E37. login-ukr.net
E38. password-ukr.net
E39. ukenlog.com
E40. login.certifiedauth.in
E41. signup-ukr.net
E42. proxylogon.com
E43. login.exmo.day
E44. site-ukr.net
E45. ukrsett.com
E46. crmeds.com
E47. ukrsets.com
E48. v-ukr.net
E49. unetset.com
E50. ifastnet.com
E51. funedunet.com
E52. noip.com
E53. moskeet.com
E54. a3-ukr.net
E55. lc-ukr.net
E56. ukr.net
E57. ck-ukr.net
E58. tc-ukr.net
E59. 0-ukr.net
E60. in-ukr.net
E61. cck-ukr.net
E62. datagroup.ddns.net
E63. myddns.me
E64. ln-upl.ddns.net
E65. star-cz.ddns.net
E66. single-office.ddns.net
E67. ddnsking.com
E68. dyndns.com
E69. viewdns.net
E70. 2fa-ukr.net
E71. mta-ukr.net
E72. 1-ukr.net
E73. fast-mail.site
E74. naffalno.site
E75. nafillimonilini.net
E76. agreminj.com
E77. hj-ukr.net
E78. vh-ukr.net
E79. bld-ukr.net
E80. pgh-ukr.net
E81. bnt-ukr.net
E82. ns2-dns.com
E83. ns.ns2-dns.com
E84. ns3-dns.com
E85. drv2ms.com
E86. l-ukr.net
E87. 4e-ukr.net
E88. ukr.net.ssl2.in
E89. aneria.net
E90. plexbd.net
E91. aleimportadora.net
E92. tools.nexcess.net
E93. grafix.ne.jp
E94. xsph.ru
E95. yandex.ru
E96. vdsina.ru
E97. barnsertr.com
E98. net.ssl1.site
E99. ssl2.site
E100. ssl4.site
E101. ssl3.site
E102. ukr.net.ssl1.site
E103. share.ukr.net.ssl1.site
E104. ssl1.online
E105. net.ssl1.online
E106. authssl.site
E107. agrikoz.com
E108. outlook.com
E109. anidoz.com
E110. www.facebook.com
E111. apokil.com
E112. mygraphbook.com
E113. blinkij.com
E114. benokij.com
E115. apeduze.com
E116. ns.ns3-dns.com
E117. cloudflare-dns.com
E118. ns2.authssl.org
E119. ns2.fountainrate.com
E120. uq-ukr.net
E121. u1-ukr.net
E122. uc-ukr.net
E123. ub-ukr.net
E124. advanced-ip-scaner.com
E125. advanced-ip-scanner.site
E126. advanced-ip-scanner.website
E127. advanced-ip-scanner.click
E128. advanced-ip-scaner.com.vuxuancuong.com
E129. viewdns.info
E130. ip-api.com
E131. xmr.2miners.com
E132. cm1-ukr.net
E133. internet.bs
E134. let-me.network
E135. tg.cyou
E136. site-1.work
E137. frge.io
E138. balletworld.co
E139. giraffe-tour.ru
E140. bounceme.net
E141. armpress.net
E142. hopentools.ru
E143. dwservice.net
E144. www.ssl4.site
E145. ssl1.site
E146. net.ssl4.site
E147. ukr.net.ssl4.site
E148. docs.ukr.net.ssl4.site
E149. ssl4.online
E150. shared.drive.googie.com.ssl4.site
E151. uo-ukr.net
E152. ukr-golosovane.site
E153. krasavchikoleg.net
E154. ukr-golosovan.site
E155. pomoshnikrbx.site
E156. konkur-golos-ua.eu
E157. k1-ukr.net
E158. kb-ukr.net
E159. zp.ukrtel.net
E160. mxukr.net
E161. telegram.uk.net
E162. p-ukr.net
E163. om-ukr.net
E164. cmx-ukr.net
E165. mx3-ukr.net
E166. msx-ukr.net
E167. dx-ukr.net
E168. btx-ukr.net
E169. td-ukr.net
E170. internetcygane.ru
E171. baletnet.eu
E172. int-ukr.net
E173. inter-webservices.com
E174. erinekenney.com
E175. cuts-international.org
