=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Кібератака групи UAC-0010 (Armageddon) на державні організації України (CERT-UA#4434)" — evidence: S1. "UAC-0010 (Armageddon).</p><p>З метою забезпечення відмовостійкості своєї інфраструктури, члени групи, серед іншого, використовують Dynamic DNS сервіс NO-IP. Звертаємо увагу на доцільність моніторингу з'єднань з доменними іменами, що використовуються згаданим сервісом. Перелік безкоштовних доменних імен н"
Entities:
E1. Cloudflare Inc. [aka Cloudflare]
E2. HostIQ
E3. 360Netlab
E4. Shodan
E5. Usoris
E6. AS37148 (нігерійський оператор телекомунікацій)
E7. WordFence
E8. Mozilla
E9. Adobe
E10. Inq-Digital-Nigeria-AS (AS16284)
E11. dyndns.com
E12. gmail.com
E13. nowpropitup.com
E14. airmauritiusticket.com
E15. www.msftncsi.com
E16. gobits3.com
E17. cdn.discordapp.com
E18. ansaigon.com
E19. winscp.net
E20. badpdf.com
E21. s8.h.mchost.ru
E22. fernandoherrera.me
E23. nirsoft.me
E24. zuh3vcyskd4gipkm.onion
E25. drive.google.com
E26. mx-out-14.default-host.net
E27. product-reviews.website
E28. me.gov.ua
E29. surname192.temp.swtest.ru
E30. gordon6.hopto.org
E31. co87972.tmweb.ru
E32. acteran.ru
E33. nx0.ru
E34. apoxipodes.ru
E35. omyce.ru
E36. candidar.ru
E37. ryomy.ru
E38. rmssrv3.ru
E39. 1000020.xyz
E40. webknives.com
E41. netbin.host
E42. arcor.de
E43. rmssrv4.ru
E44. rmssrv2.ru
E45. parodadoca.ru
E46. milotrad.ru
E47. expeditionabroad.com
E48. single-office.ddns.net
E49. ftp.thefoodplace.net
E50. alt-2cdn.net
E51. ns.ns2-dns.com
E52. fex.net
E53. meteolink.host
E54. ns.ns3-dns.com
E55. smm2021.net
E56. lthhc-zm.com
E57. edisk.ukr.net
E58. optica-rd.myftp.biz
E59. telsec.org
E60. cve.mitre.org
E61. nais-gov.org
E62. potrakit.ru
E63. wpc-v0cdn.org
E64. mail.nais-gov.org
E65. tiloraso.ru
E66. giraffe-tour.ru
E67. tridiuma.ru
E68. tortunas.ru
E69. jokotras.ru
E70. portal.nazk.gov.ua
E71. portal.nazk.org.ua
E72. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E73. photobucket.com
E74. circulas.ru
E75. ns2-dns.com
E76. ukr.net
E77. www.hybrid-analysis.com
E78. ns3-dns.com
E79. biengrandir37.com
E80. ereservices.com
E81. cs1.wpc-v0cdn.org
E82. dipteran.online
E83. hmgo.pw
E84. melitaeas.online [aka melitaes.online]
E85. aviatorssm.bit
E86. myelectrive.com
E87. phymateus.online
E88. vuonorganic.com
E89. ipv6-wpnc.net
E90. thestoreroomnsw.com.au
E91. api.dev-com.sc
E92. proxylogon.com
E93. 8003659902.site
E94. evil.server.com
E95. product2020.mrbasic.com
E96. thaibbqculver.com
E97. getmod.host
E98. erwini.ru
E99. www.dstruct.net
E100. security-check.telegram.org.ohsxy.com
E101. docs.microsoft.com
E102. sm.ukrtel.net
E103. zp.ukrtel.net
E104. cryptsen7fo43rr6.onion.to
E105. m-vz.webhop.me
E106. a0656203.xsph.ru
E107. a0322810.xsph.ru
E108. webhop.me
E109. xsph.ru
E110. lnk-upload.dodortar.ru
E111. dod-upload.dodortar.ru
E112. ln-upl.ddns.net
E113. d-upl.ddns.net
E114. up-dot.myftp.org
E115. up-lnk.myftp.org
E116. nitikora.ru
E117. dodortar.ru
E118. kopratiso.ru
E119. billyhot.ru
E120. bilitora.ru
E121. ddns.net
E122. ddnsking.com
E123. 3utilities.com
E124. bounceme.net
E125. freedynamicdns.net
E126. freedynamicdns.org
E127. gotdns.ch
E128. hopto.org
E129. myddns.me
E130. myftp.biz
E131. myftp.org
E132. myvnc.com
E133. onthewifi.com
E134. redirectme.net
E135. servebeer.com
E136. serveblog.net
E137. servecounterstrike.com
E138. serveftp.com
E139. servegame.com
E140. servehalflife.com
E141. servehttp.com
E142. serveirc.com
E143. serveminecraft.net
E144. servemp3.com
E145. servepics.com
E146. servequake.com
E147. sytes.net
E148. viewdns.net
E149. zapto.org
E150. noip.com
Mentions:
M1. "NO-IP" (Organization) — options: E1, E2, E3, E4 — ctx: S1
M2. "noip.com" (Domain) — options: E11, E12, E13, E14
M3. "m-vz.webhop.me" (Domain) — options: E21, E22, E23, E24
M4. "a0656203.xsph.ru" (Domain) — options: E31, E32, E33, E29
M5. "a0322810.xsph.ru" (Domain) — options: E31, E32, E39, E29
M6. "webhop.me" (Domain) — options: E24, E22, E23, E30
M7. "xsph.ru" (Domain) — options: E21, E32, E33, E43
M8. "lnk-upload.dodortar.ru" (Domain) — options: E31, E45, E36, E32
M9. "dod-upload.dodortar.ru" (Domain) — options: E29, E45, E36, E32
M10. "ln-upl.ddns.net" (Domain) — options: E48, E49, E50, E51
M11. "d-upl.ddns.net" (Domain) — options: E48, E11, E50, E51
M12. "up-dot.myftp.org" (Domain) — options: E49, E30, E58, E59
M13. "up-lnk.myftp.org" (Domain) — options: E49, E58, E30, E59
M14. "nitikora.ru" (Domain) — options: E31, E65, E32, E66
M15. "dodortar.ru" (Domain) — options: E68, E69, E36, E32
M16. "kopratiso.ru" (Domain) — options: E31, E62, E65, E32
M17. "billyhot.ru" (Domain) — options: E21, E32, E62, E31
M18. "bilitora.ru" (Domain) — options: E31, E46, E65, E32
M19. "ddns.net" (Domain) — options: E11, E48, E19, E51
M20. "ddnsking.com" (Domain) — options: E11, E48, E14, E75
M21. "3utilities.com" (Domain) — options: E16, E14, E40, E29
M22. "bounceme.net" (Domain) — options: E49, E52, E76, E25
M23. "freedynamicdns.net" (Domain) — options: E11, E52, E48, E55
M24. "freedynamicdns.org" (Domain) — options: E11, E59, E58, E60
M25. "gotdns.ch" (Domain) — options: E11, E51, E30, E16
M26. "hopto.org" (Domain) — options: E30, E37, E59, E49
M27. "myddns.me" (Domain) — options: E11, E23, E22, E48
M28. "myftp.biz" (Domain) — options: E49, E58, E85, E11
M29. "myftp.org" (Domain) — options: E49, E59, E58, E60
M30. "myvnc.com" (Domain) — options: E49, E11, E86, E14
M31. "onthewifi.com" (Domain) — options: E29, E14, E15, E31
M32. "redirectme.net" (Domain) — options: E92, E57, E52, E24
M33. "servebeer.com" (Domain) — options: E29, E80, E94, E14
M34. "serveblog.net" (Domain) — options: E41, E52, E94, E21
M35. "servecounterstrike.com" (Domain) — options: E21, E14, E94, E77
M36. "serveftp.com" (Domain) — options: E49, E80, E94, E14
M37. "servegame.com" (Domain) — options: E97, E14, E94, E11
M38. "servehalflife.com" (Domain) — options: E29, E14, E94, E31
M39. "servehttp.com" (Domain) — options: E25, E14, E94, E21
M40. "serveirc.com" (Domain) — options: E44, E80, E94, E14
M41. "serveminecraft.net" (Domain) — options: E48, E52, E94, E98
M42. "servemp3.com" (Domain) — options: E25, E80, E94, E14
M43. "servepics.com" (Domain) — options: E73, E80, E94, E14
M44. "servequake.com" (Domain) — options: E43, E14, E94, E44
M45. "sytes.net" (Domain) — options: E11, E52, E76, E21
M46. "viewdns.net" (Domain) — options: E11, E89, E51, E52
M47. "zapto.org" (Domain) — options: E30, E61, E59, E103

=== RESPONSE (29.2s, in 4139 / out 9950 tok, stop) ===
{"m":"NO-IP","id":"NEW","g":"Dynamic DNS service"}
{"m":"noip.com","id":"NEW","g":"domain of the NO-IP service"}
{"m":"m-vz.webhop.me","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"a0656203.xsph.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"a0322810.xsph.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"webhop.me","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"xsph.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"lnk-upload.dodortar.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"dod-upload.dodortar.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"ln-upl.ddns.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"d-upl.ddns.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"up-dot.myftp.org","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"up-lnk.myftp.org","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"nitikora.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"dodortar.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"kopratiso.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"billyhot.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"bilitora.ru","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"ddns.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"ddnsking.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"3utilities.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"bounceme.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"freedynamicdns.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"freedynamicdns.org","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"gotdns.ch","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"hopto.org","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"myddns.me","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"myftp.biz","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"myftp.org","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"myvnc.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"onthewifi.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"redirectme.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servebeer.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"serveblog.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servecounterstrike.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"serveftp.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servegame.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servehalflife.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servehttp.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"serveirc.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"serveminecraft.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servemp3.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servepics.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"servequake.com","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"sytes.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"viewdns.net","id":"NEW","g":"free domain name used by UAC-0010"}
{"m":"zapto.org","id":"NEW","g":"free domain name used by UAC-0010"}
