=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Кібератака на державні організації України з використанням теми "Азовсталі" та шкідливої програми Cobalt Strike Beacon (CERT-UA#4490)" — evidence: S1. "зауважити, що файл "pe.dll", так само, як і файл "spisok.exe" з повідомлення CERT-UA#4464, захищено за допомогою криптору, що має відношення до групи TrickBot.</p><p>Згадана активність має цільовий характер та відстежуватиметься за ідентифікатором UAC-0098.</p><p><br></p><p><br></p><p><strong>Індикатори ком" S2. "r></p><p><strong>Рекомендації:</strong></p><p>1. Заборонити офісним програмам (EXCEL.EXE, WINWORD.EXE тощо) створювати небезпечні процеси (наприклад, rundll32.exe, wscript.exe та інші).</p><p>2. Здійснювати додатковий моніторинг фактів встановлення мережевих з'єднань процесом rundll32.exe.</p><p><br></p><p><str"
Entities:
E1. UAC-0008 (Buhtrap)
E2. Armageddon/Gamaredon [aka Armageddon, UAC-0010 (Armageddon)]
E3. APT28
E4. UAC-0057
E5. unc1151
E6. APT41
E7. UAC-0020 (Vermin)
E8. UAC-0035 (InvisiMole)
E9. Encrpt3d
E10. GhostWriter
E11. csrss.exe [aka csrss.exe (DoubleZero)]
E12. 223329.exe
E13. rutserv.exe
E14. 62ea.exe
E15. AdvancedRun.exe
E16. rfusclient.exe
E17. 966449.exe
E18. one.exe
E19. explorer.exe
E20. spi.exe
E21. webknives.com
E22. 3utilities.com
E23. enterwords.ru
E24. smartideabusiness.com
E25. airmauritiusticket.com
E26. rivertimad.com
E27. site-1.work
E28. ansaigon.com
E29. dev-com.sc
E30. toknowall.com
E31. pastebin.com
E32. serveminecraft.net
E33. integramultimedia.com.mx
E34. servepics.com
E35. chinagrill.co
E36. surname192.temp.swtest.ru
E37. great-surveys.top
E38. gmail.com
E39. ritionalvalueon.top
E40. nais-gov.com
E41. noip.com
E42. expeditionabroad.com
E43. alt-2cdn.net
E44. ghaniyu.com
E45. widget.forum-pokemon.com
E46. vuonorganic.com
E47. answers.microsoft.com
E48. apoxipodes.ru
E49. analyze.intezer.com
E50. servegame.com
E51. nowpropitup.com
E52. servequake.com
E53. product-reviews.website
E54. hotmail.com
E55. servehttp.com
E56. arelyevennot.top
E57. winuvinnosluk.club
E58. pbank.co.ua
E59. nitikora.ru
E60. emterox.ru
E61. tinyurl.com
E62. wiki.zimbra.com
E63. smm2021.net
E64. dyndns.com
E65. raidforums.com
E66. thaibbqculver.com
E67. badpdf.com
E68. microsoft.com
E69. billyhot.ru
E70. bilitora.ru
E71. biengrandir37.com
E72. ertimadifa.com
E73. meteolink.host
E74. serveblog.net
E75. ddnsking.com
E76. dogiraftig.com
E77. github.com
E78. www.symantec.com
E79. myvnc.com
E80. serveirc.com
E81. drive.google.com
E82. ryomy.ru
E83. www.hybrid-analysis.com
E84. eumr.site
E85. onthewifi.com
E86. 8003659902.site
E87. www.msftncsi.com
E88. eo9p1d2bfmioiot.m.pipedream.net
E89. email.cz
E90. stormpredictor.host
E91. serveftp.com
E92. servebeer.com
E93. ereservices.com
E94. agreminj.com
E95. akaluij.com
E96. anidoz.com
E97. apeduze.com
E98. apokil.com
E99. arentuk.com
E100. axikok.com
E101. azimurs.com
E102. baidencult.com
E103. billiopa.com
E104. blinkij.com
E105. blopik.com
E106. borizhog.com
E107. britxec.com
E108. drimzis.com
E109. fluoxi.com
E110. shikjil.com
E111. shormanz.com
E112. verofes.com
E113. dezword.com
E114. Приватбанк (AS15742)
E115. vServerCo
E116. Check Point Research
E117. Vimpelcom
E118. Cloudflare Inc. [aka Cloudflare]
E119. Cisco
E120. Check Point
E121. Pipedream
E122. BleepingComputer
E123. SonarSource
E124. HostIQ
E125. WordFence
E126. 360Netlab
E127. AS37148 (нігерійський оператор телекомунікацій)
E128. hostkey.com
E129. cherryservers.com
Mentions:
M1. "TrickBot" (HackerGroup) — options: E1, E2, E3, E4 — ctx: S1
M2. "rundll32.exe" (Software) — options: E11, E12, E13, E14 — ctx: S2
M3. "dezword.com" (Domain) — options: E21, E22, E23, E24
M4. "agreminj.com" (Domain) — options: E24, E31, E32, E22
M5. "akaluij.com" (Domain) — options: E24, E38, E39, E22
M6. "anidoz.com" (Domain) — options: E43, E28, E44, E22
M7. "apeduze.com" (Domain) — options: E48, E22, E49, E24
M8. "apokil.com" (Domain) — options: E48, E38, E22, E45
M9. "arentuk.com" (Domain) — options: E21, E55, E56, E22
M10. "axikok.com" (Domain) — options: E48, E28, E58, E22
M11. "azimurs.com" (Domain) — options: E36, E61, E62, E22
M12. "baidencult.com" (Domain) — options: E36, E65, E22, E24
M13. "billiopa.com" (Domain) — options: E51, E22, E69, E24
M14. "blinkij.com" (Domain) — options: E24, E41, E73, E22
M15. "blopik.com" (Domain) — options: E51, E67, E22, E71
M16. "borizhog.com" (Domain) — options: E36, E22, E75, E40
M17. "britxec.com" (Domain) — options: E42, E77, E78, E22
M18. "drimzis.com" (Domain) — options: E40, E72, E81, E22
M19. "fluoxi.com" (Domain) — options: E53, E22, E85, E86
M20. "shikjil.com" (Domain) — options: E24, E38, E22, E63
M21. "shormanz.com" (Domain) — options: E36, E54, E78, E22
M22. "verofes.com" (Domain) — options: E21, E91, E22, E33
M23. "cherryservers.com" (Organization) — options: E114, E115, E116, E117
M24. "hostkey.com" (Organization) — options: E124, E114, E117, E115

=== RESPONSE (28.7s, in 3175 / out 4045 tok, stop) ===
{"m":"TrickBot","id":"NEW","g":"a group related to cryptor use in this activity"}
{"m":"rundll32.exe","id":"NEW","g":"a legitimate Windows process used to load DLLs"}
{"m":"dezword.com","id":"NEW","g":"a domain"}
{"m":"agreminj.com","id":"NEW","g":"a domain"}
{"m":"akaluij.com","id":"NEW","g":"a domain"}
{"m":"anidoz.com","id":"NEW","g":"a domain"}
{"m":"apeduze.com","id":"NEW","g":"a domain"}
{"m":"apokil.com","id":"NEW","g":"a domain"}
{"m":"arentuk.com","id":"NEW","g":"a domain"}
{"m":"axikok.com","id":"NEW","g":"a domain"}
{"m":"azimurs.com","id":"NEW","g":"a domain"}
{"m":"baidencult.com","id":"NEW","g":"a domain"}
{"m":"billiopa.com","id":"NEW","g":"a domain"}
{"m":"blinkij.com","id":"NEW","g":"a domain"}
{"m":"blopik.com","id":"NEW","g":"a domain"}
{"m":"borizhog.com","id":"NEW","g":"a domain"}
{"m":"britxec.com","id":"NEW","g":"a domain"}
{"m":"drimzis.com","id":"NEW","g":"a domain"}
{"m":"fluoxi.com","id":"NEW","g":"a domain"}
{"m":"shikjil.com","id":"NEW","g":"a domain"}
{"m":"shormanz.com","id":"NEW","g":"a domain"}
{"m":"verofes.com","id":"NEW","g":"a domain"}
{"m":"cherryservers.com","id":"NEW","g":"a hosting provider"}
{"m":"hostkey.com","id":"NEW","g":"a hosting provider"}
