=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Modus operandi UAC-0177 (JokerDPR) на прикладі однієї з кібератак (CERT-UA#8290)" — evidence: S1. "комп'ютерні надзвичайні події України CERT-UA досліджено один з інцидентів, інформацію про який в маніпулятивній формі опубліковано в телеграм-каналі JokerDPR.</p><p>З'ясовано, що одним із методів реалізації кіберзагроз, які здійснюються "послідовниками" JokerDPR і/або інформація про які публікується в згад" S2. "атак, спрямованих на отримання несанкціонованого доступу до облікових записів поштових сервісів Google, Ukr.Net, Outlook, а також криптовалютних бірж EXMO та Binance.</p><p>Для втілення зловмисного задуму зловмисники за допомогою реєстраторів Tucows / Namecheap створюють характерні доменні імена та відповідні вебсторінки, що імітують легітимні сервіси. Згодом, посилання розповсюджуються засобами" S3. "отриманих даних, готується інфопривід з подальшою публікацією викривленої інформації.</p><p>З метою інформування про особливості здійснення кібератак UAC-0177, а також, подальшого дослідження (в т.ч., ретроспективного) та атрибуції, у відповідному розділі наведено виявлені пов'язані індикатори компрометації"
Entities:
E1. Encrpt3d
E2. GhostWriter
E3. @informZarya
E4. Winter Vivern
E5. @solntsepekZ
E6. HAFNIUM
E7. Armageddon/Gamaredon [aka Armageddon, UAC-0010 (Armageddon)]
E8. @xaknet_team
E9. APT41
E10. BlackNotary
E11. UAC-0140
E12. UAC-0170
E13. UAC-0006
E14. UAC-0173
E15. UAC-0007
E16. UAC-0097
E17. UAC-0118
E18. UAC-0018
E19. UAC-0057 [aka UAC-0057 (GhostWriter)]
E20. UAC-0101
E21. UAC-0177
E22. JokerDPR
E23. NATO [aka НАТО]
E24. ESET
E25. 360Netlab
E26. тomhunter
E27. Facebook
E28. 4vendeta
E29. Google
E30. AS37148 (нігерійський оператор телекомунікацій)
E31. OptiData
E32. WEX
E33. Bitdefender
E34. Linode
E35. WordFence
E36. Talos Intelligence
E37. VPS.AG
E38. SonarSource
E39. Gazprombank
E40. Microsoft Threat Intelligence
E41. Namecheap
E42. digitalocean.com [aka DigitalOcean]
E43. Qualys
E44. iTnews
E45. Usoris
E46. Discord
E47. Binance
E48. Tucows
E49. EXMO
E50. edisk.ukr.net
E51. edisk-ukr.net
E52. ukr-net-downloadfile.su
E53. d-upl.ddns.net
E54. ukr.net
E55. tgeo.link
E56. cloue.link
E57. 0-ukr.net
E58. telegram.uk.net
E59. 1-ukr.net
E60. webhop.me
E61. motocheck.in
E62. claud.in
E63. i1t.me
E64. autodoka.com.ua
E65. t-me.io
E66. blog.gocon.in
E67. www.portcheckers.com
E68. censys.io
E69. in-ukr.net
E70. tsecurity.sbs
E71. ceriossl.info
E72. sec-t.info
E73. telesecurity.org
E74. nx0.ru
E75. aviatorssm.bit
E76. cloudlnk.org
E77. me-cloud.link
E78. barbatus.online
E79. telegram.org-a0dk3dm91iu.tgeo.link
E80. telegram.org.t.me-cloud.link
E81. sardanal.online
E82. elyslink.online
E83. melitaeas.online [aka melitaes.online]
E84. xbeta.online
E85. courtgova.online
E86. zakolibal.online
E87. t-online.de
E88. chimeramarket24.online
E89. phymateus.online
E90. apitelegram.org
E91. combinedresidency.org
E92. cuts-international.org
E93. zapto.org
E94. hopentools.site
E95. fast-mail.site
E96. 1833.site
E97. onyangdol.site
E98. 8003659902.site
E99. eumr.site
E100. courtgova.site
E101. webhook.site
E102. swinj.online
E103. coagula.online
E104. truffa.online
E105. chimeramarketplace.online
E106. pomoshnikrbx.site
E107. ddns.net
E108. mail-box.site
E109. aspx.io
E110. file.io
E111. telegram.org-a0dm91dk31i.cloue.link
E112. sytes.net
E113. 3utilities.com
E114. servehttp.com
E115. chimera-shop24.online
E116. advanced-ip-scanner.site
E117. dayzilons.pw
E118. getmod.host
E119. xsph.ru
E120. rubidiumo.ru
E121. hexactor.com
E122. expeditionabroad.com
E123. tg.cyou
E124. me.gov.ua
E125. telegram-click.ru
E126. kesp.cl
E127. advanced-ip-scanner.click
E128. varanasiclick.ru
E129. gotdns.ch
E130. admis.club
E131. wicksl.ru
E132. account-ukr.net
E133. accounts-ukr.net
E134. accounts--ukr.net
E135. gondurasonline.ru
E136. graphiuma.online
E137. account.associates
E138. www.dropbox.com
E139. pasamart.ru
E140. password-ukr.net
E141. myftp.biz
E142. pas-ukr.net
E143. gofile.io
E144. vljsport.eu.com
E145. shopersport.ru
E146. tzi.info-cip.org
E147. plengreg.fun
E148. clipperso.ru
E149. serveblog.net
E150. antination.kherson.ua
E151. civh.ru
E152. net-certificate.services
E153. cert.gov.ua
E154. info-cip.org
E155. cerv-gos.top
E156. telecomds.online
E157. comperssw.fun
E158. conf-ukr.net
E159. coinmakopenarea.su
E160. wasabiwallet.online
E161. fountainrate.com
E162. accounts---ukr.net
E163. telegram.account.associates
E164. drive.google.com
E165. gmail.com
E166. get.adobe.com.aspx.io [aka www.get.adobe.com.aspx.io]
E167. viewdns.net
E168. accounts.cm1-ukr.net
E169. onedrive.live.com
E170. myddns.me
E171. outlook.com
E172. infomailforyoumak.ru
E173. email.cz
E174. mockbin.org
E175. baidencult.com
E176. accounts.regs-ukr.net
E177. blinkij.com
E178. accounts-s-ukr.net
E179. dl.kr-admin.gov.ua
E180. analyze.intezer.com
E181. nabufixservice.su
E182. servepics.com
E183. misp.cert.gov.ua
E184. cautionphenomenon.co.kr
E185. mail.aet.in.ua
E186. api.dev-com.sc
E187. ip-api.com
E188. westafrance.com
E189. pbank.co.ua
E190. ipapi.co
E191. propertyiran.ir
E192. cuckoo.cert.ee
E193. dis.gov.ua
E194. 4qzm.com
E195. telegram-wap.me
E196. setnewcreds.ukr.net.frge.io
E197. client-ukr.net
E198. telegram-wed.id
E199. clients-ukr.net
E200. setnewcred.ukr.net.frge.io
E201. m-vz.webhop.me
E202. listen.servemp3.com
E203. www.michiganmastereltiempo.com
E204. mono.gg-pay.me
E205. _.ukr.net.frge.io
E206. static-ukr.net
E207. pastebin.com
E208. agreminj.com
E209. advanced-ip-scaner.com.vuxuancuong.com
E210. bank.gov.ua
E211. bounceme.net
E212. dsns.com.ua
E213. bloockflad.pw
E214. notfiled.com
E215. blopik.com
E216. alegoomaster.com
E217. detroito.ru [aka lover.printing82.detroito.ru]
E218. konkurs-events.top
E219. rms-server.tektonit.ru
E220. arelyevennot.top
E221. dwservice.net [aka www.dwservice.net]
E222. beroozresaan.com
E223. servehalflife.com
E224. servecounterstrike.com
E225. chernilis.win
E226. cdn.discordapp.com
E227. cdn.jsdelivr.net
E228. vdsina.ru
E229. center-gos.top [aka central-gos.top]
E230. alt-2cdn.net
E231. bdf.gov.ua
E232. cs1.wpc-v0cdn.org [aka wpc-v0cdn.org]
E233. coinerpay.top
E234. inbox-ukr.net
E235. zaikaopentra-com-ug.online
E236. courtbox.online
E237. floorfix.com.au
E238. dev-com.sc
E239. serveftp.com
E240. coudzoom.ru
E241. moskeet.com
E242. fluoxi.com
E243. texlidia.com
E244. agrikoz.com
E245. compensationukr.com
E246. goodlenuxilam.site
E247. noip.com
E248. cafeteriumups.ru
E249. confirm-agent.online
E250. online.ua
E251. confirm-ukr.net
E252. www.msp.gov.ua [aka msp.gov.ua]
E253. ocspdep.com
E254. aspe.ro
E255. myelectrive.com
E256. datagroup.ddns.net
E257. aten.ua
E258. dat1-ukr.net
E259. tataguyz.co.za
E260. meta.ua
E261. docs.microsoft.com
E262. skreatortemp.site
E263. www.symantec.com
E264. scorpiones.online
E265. for-gos.top
E266. ws-gos.top
E267. golgba.com
E268. gobits3.com
E269. uadop.webflow.io
E270. int-ukr.net
E271. military-ukraine.site
E272. site-ukr.net
E273. nv.ua
E274. rivertimad.com
E275. groupdavinci.online
E276. store1.gofile.io
E277. freedynamicdns.net
E278. freedynamicdns.org
E279. dyndns.com
E280. military-ukraine.online
E281. zasadacafe.by
E282. enlamentedeunasesor.com
E283. freeusadatingxxx.online
E284. edopomogaonline.yolasite.com
E285. accept-pay.top
E286. compensations-ukrain.bar
E287. ua-compensations.xyz
E288. tools.nexcess.net
E289. files-ukr.net
E290. files.catbox.moe
E291. forkscenter.fr
E292. onthewifi.com
E293. cve.mitre.org
E294. eo2mxtqmeqzafqi.m.pipedream.net
E295. eo9p1d2bfmioiot.m.pipedream.net
E296. cryptsen7fo43rr6.onion.to
E297. cryptsen7fo43rr6.onion.cab
E298. korrespondentnet.webflow.io
E299. telegram-mobile.ru
E300. next24.gg-pay.me
E301. evil.server.com
E302. ganara.ru
E303. inter-webservices.com
E304. premiumjeck.site
E305. aon.at
E306. e-wwg.com
E307. vinergil.com
E308. gov.ua
E309. gopoppers.com
E310. stage-ukr.net
E311. prostosmeritesya.ru
E312. delta-storages.com
E313. mail.gov.ua
E314. delta.mil.gov.ua.delta-storages.com
E315. marmaris.com.ua
E316. mayak.dp.ua
E317. lnk.ukr-compens.xyz
E318. liverpulapp.ru
E319. lingrevelat.com
E320. id.court.gov.ua
E321. login-ukr.net
E322. arminext.com
E323. ginaengg.com
E324. districoperav.icu
E325. sendmail.website
E326. davincigroup.online
E327. microjob.mn
E328. telegraom.me
E329. dipteran.online
E330. mail.kzp.bg
E331. mail.lechateaudelatour.fr
E332. mail-gov-ua.frge.io
E333. bookgames.pw
E334. t--t.me
E335. ereservices.com
E336. thestoreroomnsw.com.au
E337. fishitor.ru
E338. finformservice.com
E339. mitraseo.hol.es
E340. myftp.org
E341. ukrahelpforall.ucraft.site
E342. naffalno.site
E343. net.frge.io
E344. gir.network
E345. aleimportadora.net
E346. aneria.net
E347. notify-ukr.net
E348. criticalosl.tech
E349. nirsoft.me
E350. ns1.oncetrips.com
E351. ns1.fountainrate.com
E352. ns1.modeselling.com
E353. ns1.vtxhospital.com
E354. ns1.lonejade.com
E355. ns2.modeselling.com
E356. rs500cosworth.com
E357. ns2.oncetrips.com
E358. ns2.fountainrate.com
E359. ns2.vtxhospital.com
E360. ns2-dns.com
E361. nbu.gov.ua
E362. ns.ns2-dns.com
E363. off.ukr-compens.xyz
E364. ukr.net.frge.io
E365. out-ukr.net
E366. teiegram1.me
E367. dod-upload.dodortar.ru
E368. catbox.moe
E369. octoberoctopus.co.za
E370. servegame.com
E371. pay.ukr-compens.xyz
E372. 4-t.me
E373. oceriesfornot.top
E374. rmssrv4.ru
E375. redirectme.net
E376. restmantra.by
E377. samoramertut.ru
E378. advanced-ip-scanners.com
E379. droopily.eu
E380. sea-dobbiaco.bz.it
E381. 109x194x3x7.static-customer.bryansk.ertelecom.ru
E382. t.co
E383. zp.ukrtel.net
E384. sm.ukrtel.net
E385. www.facebook.com
E386. global-world-news.net
E387. www.adelaida.ua
E388. advanced-ip-scanner.website
E389. security-check.telegram.org.ohsxy.com
E390. www.virustotal.com [aka virustotal.com]
E391. www.msftncsi.com
E392. www.catalog.update.microsoft.com
E393. www.dstruct.net
E394. humanitarydp.ru
E395. store3.gofile.io
E396. authcheck.in
E397. authssl.in
E398. authssl.link
E399. authssl.online
E400. authssl.org
E401. authssl.site
E402. ssl1.online
E403. ssl1.site
E404. ssl2.in
E405. ssl2.link
E406. ssl2.online
E407. ssl2.site
E408. ssl3.online
E409. ssl3.site
E410. ssl4.online
E411. ssl4.site
E412. exmo.day
E413. getssl.click
E414. getssl.ink
E415. goaccount.link
E416. passport2.zip
E417. personlog.in
E418. certifiedauth.in
E419. hsts.online
E420. connectssl.in
E421. account.certifiedauth.in
E422. account.coinbase.exmo.day
E423. account.google.com.getssl.ink
E424. account.live.com.exmo.day
E425. account.live.com.getssl.click
E426. account.outlook.live.com.exmo.day
E427. accounts.binance.com.exmo.day
E428. accounts.binance.com.personlog.in
E429. accounts.certifiedauth.in
E430. accounts.google.com.getssl.click
E431. accounts.google2.certifiedauth.in
E432. accounts.personlog.in
E433. accounts.ukr.net.ssl2.in
E434. accounts.ukr.net.ssl2.link
E435. admin.certifiedauth.in
E436. analytics.certifiedauth.in
E437. analytics.google.com.getssl.click
E438. analytics.google2.certifiedauth.in
E439. api.binance.com.exmo.day
E440. api.binance.com.personlog.in
E441. api.personlog.in
E442. apis.certifiedauth.in
E443. apis.google.com.getssl.click
E444. apis.google2.certifiedauth.in
