=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 127 canonicals"
Entities:
E1. filetransrediremin.com
E2. goodlenuxilam.site
E3. skreatortemp.site
E4. cdn.discordapp.com
E5. czyrqdnvpujmmjkfhhvs4knf1av02demj.oast.fun
E6. ukrahelpforall.ucraft.site
E7. czyrqdnvpujmmjkfhhvsvlaax17vd5r6v.oast.fun
E8. data.syncthing.net
E9. oon24opros.yolasite.com
E10. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E11. bank.gov.ua
E12. msp.gov.ua
E13. cert.gov.ua
E14. infomailforyoumak.ru
E15. uabayrakua.com
E16. pbank.co.ua
E17. mail.aet.in.ua
E18. ukr-net-downloadfile.su
E19. abracodabugalimpopo.ru
E20. zaikadoctor.ru
E21. mail.lechateaudelatour.fr
E22. mediaplatformapharm.ru
E23. metallergroup.ru
E24. zalamafiapopcultur.ru
E25. gondurasonline.ru
E26. sismasterhome.ru
E27. gov-ua.info
E28. rnbo.gov.ua
E29. ua30.gov.ua
E30. nas-files.firstcloudit.com
E31. anotepad.com
E32. ansaigon.com
E33. minijusfil.com
E34. webmail.facadesolutionsuae.com
E35. bahouholdings.com
E36. jimloamfilling.online
E37. barnsertr.com
E38. e-nas.firstcloudit.com
E39. dishsouq.com
E40. sansaispa.com
E41. ohsxy.com
E42. czyrqdnvpujmmjkfhhvsgapqr3hclnhhj.oast.fun
E43. star-cz.ddns.net
E44. syncthing.net
E45. aleimportadora.net
E46. czyrqdnvpujmmjkfhhvsclx05sfi23bfr.oast.fun
E47. krasavchikoleg.net
E48. crash.syncthing.net
E49. 1833.site
E50. ukrainecenter.yolasite.com
E51. coinmakopenarea.su
E52. funedunet.com
E53. nabufixservice.su
E54. kismamabeforyougo.ru
E55. kissmafiabeforyoudied.ru
E56. kismamabeforyougo.su
E57. hopentools.ru
E58. lnk.ukr-compens.xyz
E59. pay.ukr-compens.xyz
E60. ua-compensations.xyz
E61. uatax-compens.xyz
E62. compensationukr.com
E63. ua-taxes-compens.xyz
E64. tax-compenses.xyz
E65. off.ukr-compens.xyz
E66. ua-compens.top
E67. uatax-compenses.xyz
E68. tax-compensation.xyz
E69. ua-calendar.firstcloudit.com
E70. windacarmelita.pw
E71. mail.numina.md
E72. humanitarydp.ru
E73. uam-compensation.xyz
E74. ua-compensation.top
E75. zarabovannyok.eu
E76. myua-compensations.xyz
E77. single-office.ddns.net
E78. ua-compenses.top
E79. ec-compensation.xyz
E80. nafillimonilini.net
E81. mail.arlingtonhousing.us
E82. edopomogaonline.yolasite.com
E83. jslopasitmon.com
E84. grabify.link
E85. tvpharm.ru
E86. www.adelaida.ua
E87. protonmail.com
E88. mail.kzp.bg
E89. mail.lebsack.de
E90. vertusupportjk.org
E91. ukrainebayra.com
E92. cityofuganda.ug
E93. telegram.org.security.ohsxy.com
E94. zaikaopentra-com-ug.su
E95. pro-gos.top
E96. zaikaopentra.com.ru
E97. napropertyhub.eu
E98. zallesman.ru
E99. korrespondentnet.webflow.io
E100. nirsoft.me
E101. forkscenter.fr
E102. giraffe-tour.ru
E103. www.pierreagencement.fr
E104. hillespostelnm.eu
E105. superops.com
E106. telsec.org
E107. security-check.telegram.org.ohsxy.com
E108. erinekenney.com
E109. chis-gos.top
E110. iplogger.com
E111. maxteroper.ru
E112. kilomunara.com
E113. hardingtwominuterule.com
E114. aid.edopomoga.gov.ua
E115. octoberoctopus.co.za
E116. patient-docs-mail.com
E117. www.dropbox.com
E118. yemmyusa.com
E119. supermarioprohozhdenie.ru
E120. uadop.webflow.io
E121. superops.ai
Mentions:
M1. "1833.site" (Domain) — options: E1, E2, E3, E4
M2. "gov-ua.info" (Domain) — options: E10, E11, E12, E13
M3. "giraffe-tour.ru" (Domain) — options: E19, E20, E21, E22
M4. "president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info" (Domain) — options: E27, E18, E11, E13
M5. "filetransrediremin.com" (Domain) — options: E30, E31, E32, E18
M6. "cdn.discordapp.com" (Domain) — options: E5, E38, E39, E31
M7. "single-office.ddns.net" (Domain) — options: E43, E30, E44, E45
M8. "skreatortemp.site" (Domain) — options: E1, E49, E34, E2
