=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 530 canonicals"
Entities:
E1. courtgova.site
E2. courtbox.online
E3. melitaeas.online [aka melitaes.online]
E4. coagula.online
E5. barbatus.online
E6. golgba.com
E7. scorpiones.online
E8. xbeta.online
E9. phymateus.online
E10. courtgova.online
E11. 1833.site
E12. mail-box.site
E13. eumr.site
E14. 8003659902.site
E15. jorgava.com
E16. helpzzfound.site
E17. lopasts.ru
E18. thestoreroomnsw.com.au
E19. telecomds.online
E20. acteran.ru [aka tortunas.ru]
E21. rmssrv3.ru
E22. ukrainecenter.yolasite.com
E23. sm.ukrtel.net [aka zp.ukrtel.net]
E24. apoxipodes.ru
E25. rncsq.ru
E26. graphiuma.online
E27. t-online.de
E28. edopomogaonline.yolasite.com
E29. dogiraftig.com
E30. gov.ua
E31. gmail.com [aka hotmail.com]
E32. billiopa.com
E33. gobits3.com
E34. sinergil.com [aka vinergil.com]
E35. 3utilities.com
E36. uabayrakua.com
E37. sardanal.online
E38. wasabiwallet.online
E39. metanat.ru
E40. mygraphbook.com
E41. dis.gov.ua
E42. ukrainebayra.com
E43. military-ukraine.online [aka military-ukraine.site]
E44. pbank.co.ua
E45. dyndns.com [aka ddns.net]
E46. privat24.ua-wallet.pw
E47. online.ua
E48. arcor.de
E49. onthewifi.com
E50. moolin.ru
E51. sackmeister.de
E52. nirsoft.me [aka webhop.me]
E53. xsph.ru
E54. dipteran.online
E55. delta.mil.gov.ua.delta-storages.com
E56. chis-gos.top
E57. ev-gos.top
E58. ais-gos.top
E59. an-gos.top
E60. wers-gos.top
E61. center-gos.top
E62. alf-gos.top
E63. pro-gos.top
E64. alfa-gos.top
E65. vuonorganic.com
E66. shormanz.com
E67. borizhog.com
E68. jo-opros.top
E69. kurapat.ru
E70. tiloraso.ru
E71. potrakit.ru
E72. clipperso.ru
E73. cooperi.ru
E74. paparat.ru
E75. euro24dopomoga0.yolasite.com
E76. oon24opros.yolasite.com
E77. onyangdol.site
E78. oon24oprosy.yolasite.com
E79. aid.edopomoga.gov.ua
E80. ye-gos.top
E81. cerv-gos.top
E82. tio-gos.top
E83. vuxuancuong.com
E84. anidoz.com
E85. akaluij.com
E86. ganara.ru
E87. fan-guy.com
E88. ws-gos.top
E89. peer-gos.top
E90. jar-gos.top
E91. hilr.ru
E92. qkcew.ru
E93. circulas.ru
E94. kopratiso.ru
E95. cisa.gov
E96. ardeas.ru
E97. arentuk.com
E98. naffalno.site
E99. gofile.io
E100. noip.com
E101. store1.gofile.io
E102. baidenfree.com
E103. ew-gos.top
E104. jel-gos.top
E105. farafauler.ru
E106. enlamentedeunasesor.com
E107. onedrive.live.com
E108. rivertimad.com
E109. myelectrive.com
E110. photobucket.com [aka www.dropbox.com]
E111. servegame.com
E112. fast-mail.site
E113. product-reviews.website
E114. email.cz
E115. your-mail.press
E116. serveftp.com
E117. tas-gos.top
E118. badge-gos.top
E119. bubenci.ru
E120. advanced-ip-scanner.click
E121. kilitro.ru
E122. atlantar.ru
E123. detroito.ru
E124. agreminj.com
E125. arelyevennot.top
E126. arminext.com
E127. winuvinnosluk.club
E128. bow-gos.top
E129. proxylogon.com
E130. agrikoz.com
E131. answers.microsoft.com
E132. apokil.com
E133. dezword.com
E134. analyze.intezer.com
E135. survefuz.com
E136. for-gos.top
E137. pasamart.ru
E138. tarlit.ru
E139. milotraf.ru
E140. zbignef.com
E141. xcasinobonuses.net
E142. blopik.com
E143. billyhot.ru
E144. kohhd.com
E145. texlidia.com
E146. bilitora.ru
E147. an-ukr.top
E148. edisk.ukr.net
E149. fex.net
E150. whoer.net
E151. compensation-ukr.com [aka compensationukr.com]
E152. admukr.top
E153. central-gos.top
E154. co-uah.top
E155. ohsxy.com
E156. notfiled.com
E157. axikok.com
E158. nais-gov.com [aka nais-gov.org]
E159. 4qzm.com
E160. ua.aspx.io
E161. tense-gos.top
E162. dodortar.ru
E163. ginaengg.com
E164. rresteraftin.com
E165. domtern.com
E166. giraffe-tour.ru
E167. rivierafamily.com
E168. e-wwg.com
E169. github.com
E170. erinekenney.com
E171. ddnsking.com
E172. mail.gov.ua
E173. sendmail.website [aka advanced-ip-scanner.website]
