=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 701 canonicals"
Entities:
E1. a0698649.xsph.ru
E2. a0698262.xsph.ru
E3. acteran.ru
E4. abracodabugalimpopo.ru
E5. sv5206.xserver.jp
E6. apoxipodes.ru
E7. omyce.ru
E8. erwini.ru
E9. againandagaingmorder.ru
E10. a0695487.xsph.ru
E11. emterox.ru
E12. jokoloret.ru
E13. zaikadoctor.ru
E14. ryomy.ru
E15. stormpredictor.host
E16. tortunas.ru
E17. dis.gov.ua
E18. hardingtwominuterule.com
E19. fast-mail.site
E20. mail-ukr.net
E21. your-mail.press
E22. 1833.site
E23. pomoshnikrbx.site
E24. 8003659902.site
E25. eumr.site
E26. catbox.moe [aka files.catbox.moe]
E27. courtgova.site
E28. mail-box.site
E29. protonmail.com
E30. lamazone.site
E31. email.cz
E32. military-ukraine.site
E33. portugalmail.pt
E34. out-ukr.net
E35. patient-docs-mail.com
E36. polinamailserverip.ru
E37. t--t.me
E38. t-me.io
E39. 0-t.me
E40. i1t.me
E41. 4-t.me
E42. 7tt.me
E43. telegram.org.t.me-cloud.link
E44. telegram-wap.me
E45. nirsoft.me
E46. ns.ns3-dns.com [aka ns3-dns.com]
E47. ns.ns2-dns.com [aka ns2-dns.com]
E48. star-cz.ddns.net
E49. cloudlnk.org
E50. adobeprotectcheck.com
E51. raidforums.com
E52. cloue.link
E53. agreminj.com
E54. telegram.uk.net
E55. bh-ukr.net
E56. ukr.net
E57. aleimportadora.net
E58. vh-ukr.net
E59. v-ukr.net
E60. as49447.net
E61. filebin.net
E62. supermarioprohozhdenie.ru
E63. ipoluchayteudovolstvie.ru
E64. kozachok777.ru
E65. rms-server.tektonit.ru
E66. xeontime.com
E67. listen.servemp3.com
E68. ipv6-wpnc.net
E69. maxteroper.ru
E70. nabufixservice.su
E71. apokil.com
E72. downloadrezerves.ru
E73. dipteran.online
E74. zallesman.ru
E75. nafillimonilini.net
E76. mulleti.ru
E77. sakentoshi.ru
E78. fishitor.ru
E79. milotrad.ru
E80. gondurasonline.ru
E81. jokotras.ru
E82. circulas.ru
E83. unayt.ru
E84. prefer.jokotras.ru
E85. coudzoom.ru
E86. tiloraso.ru
E87. filterfullproperty.ru
E88. monopoliafromyou.ru
E89. hopentools.ru
E90. foundpomoshi.com
E91. sismasterhome.ru
E92. om-ukr.net
E93. telegram-mobile.ru
E94. zaikaopentra.com.ru
E95. tvpharm.ru
E96. courtbox.online
E97. golos2023q.ru
E98. gov.ua
E99. iqhost.ru
E100. unetset.com
E101. superdadymster.ru
E102. superops.com
E103. kjhgdj99fuller.ru
E104. golosdruga.ru
E105. potrakit.ru
E106. korrespondentnet.webflow.io
E107. prostotaknet.net
E108. tvoyaradostetoya.ru
E109. telegram-wed.id
E110. telegram.account.associates
E111. teiegram1.me
E112. telegraom.me
E113. uasystnet.com
E114. uasystdoc.com
E115. liverpulapp.ru
E116. revivalsecularas.pw
E117. zaikaopentra.com.ug
E118. telegram-click.ru
E119. onedrive.live.com
E120. syncapp.host
E121. zaikaopentra-com-ug.su
E122. zaikaopentra-com-ug.online
E123. internet.bs
E124. int-ukr.net
E125. hopentools.site
E126. devtools.bond
E127. steycools.pw
E128. graphiuma.online
E129. cafeteriumups.ru
E130. humanitarydp.ru
E131. linedrv.com
E132. crash.syncthing.net
E133. syncthing.net
E134. dcshost.net
E135. axikok.com
E136. expeditionabroad.com
E137. uasetukr.com
E138. empoweringparents.shop
E139. webknives.com
E140. baidencult.com
E141. blopik.com
E142. plexbd.net
E143. domthr.xyz
E144. whoer.net
E145. kissmafiabeforyoudied.eu
E146. kismamabeforyougo.ru
E147. kismamabeforyougo.su
E148. kismamabeforyougo.com
E149. login-ukr.net
E150. alegoomaster.com
E151. rmssrv.ru
E152. www.michiganmastereltiempo.com
E153. propertyiran.ir
E154. propertyminsk.by
E155. napropertyhub.eu
E156. candidar.ru
E157. specnaznachenie.ru
E158. metallergroup.ru
E159. zalamafiapopcultur.ru
E160. kissmafiabeforyoudied.ru
E161. ualogaccs.com
E162. diplombar.by
E163. ip-api.com
E164. fluoxi.com
E165. airmauritiusticket.com
E166. ukainua.com
E167. dubl-ukr.net
