=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 558 canonicals"
Entities:
E1. mockbin.org
E2. ua.aspx.io
E3. app.any.run
E4. aspx.io
E5. nx0.ru
E6. frge.io
E7. serveminecraft.net
E8. gofile.io
E9. webhop.me
E10. blinkij.com
E11. moolin.ru
E12. cs1.wpc-v0cdn.org [aka wpc-v0cdn.org]
E13. combinedresidency.org
E14. moskeet.com
E15. run.mocky.io
E16. economiquity.org
E17. myftp.org
E18. europadonnaireland.org
E19. gmail.com
E20. proxylogon.com
E21. mygraphbook.com
E22. 3utilities.com
E23. arentuk.com
E24. softloadup.com
E25. www.facebook.com
E26. 4qzm.com
E27. sendmail.website
E28. microsoft.com
E29. answers.microsoft.com
E30. portal.msrc.microsoft.com
E31. docs.microsoft.com
E32. social.technet.microsoft.com
E33. nod-update.it
E34. www.dropbox.com
E35. fudupdate.com
E36. kitten-268.frge.io
E37. panelunregistertle-348.frge.io
E38. freedynamicdns.org
E39. sytes.net
E40. store1.gofile.io
E41. freedynamicdns.net
E42. acteran.ru
E43. apps-opros.top
E44. bounceme.net
E45. ardeas.ru
E46. syncapp.host
E47. nirsoft.me
E48. paparat.ru
E49. dishsouq.com
E50. easternexecutiveclub.com
E51. britxec.com
E52. ginaengg.com
E53. shormanz.com
E54. ddns.net
E55. ip-api.com
E56. xsph.ru
E57. korrespondentnet.webflow.io
E58. get.adobe.com.aspx.io [aka www.get.adobe.com.aspx.io]
E59. aspe.ro
E60. mil.ua.aspx.io
E61. serveblog.net
E62. gov.mil.ua.aspx.io
E63. nxkad.ru
E64. civh.ru
E65. apoxipodes.ru
E66. kopratiso.ru
E67. hilr.ru
E68. atlantar.ru
E69. plexbd.net
E70. ukr.net
E71. brunoboys.net
E72. dcshost.net
E73. servehttp.com
E74. servemp3.com
E75. serveirc.com
E76. servegame.com
E77. serveftp.com
E78. xbeta.online
E79. autodoka.com.ua
E80. mail-box.site
E81. pastebin.com
E82. www.michiganmastereltiempo.com
E83. agreminj.com
E84. rresteraftin.com
E85. domtern.com
E86. lopasts.ru
E87. 1000020.xyz
E88. uacompensation.xyz
E89. uatax-compens.xyz
E90. ec-compensation.xyz
E91. dodortar.ru
E92. cdn.discordapp.com
E93. dwservice.net
E94. alt-2cdn.net
E95. edisk.ukr.net
E96. whoer.net
E97. m-vz.webhop.me
E98. kesp.cl
E99. myddns.me
E100. fernandoherrera.me
E101. t.me
E102. igshop.net
E103. noip.com
E104. redirectme.net
E105. www.dwservice.net
E106. photobucket.com
E107. ocspdep.com
E108. t.co
E109. shikjil.com
E110. servebeer.com
E111. servehalflife.com
E112. servequake.com
E113. cooperi.ru
E114. misp.cert.gov.ua
E115. cert.gov.ua
E116. arcor.de
E117. cmtheodor.be
E118. cerv-gos.top
E119. servepics.com
E120. mx-out-14.default-host.net
E121. d-upl.ddns.net
E122. s8.h.mchost.ru
E123. omyce.ru
E124. ua-cip.org
E125. mitraseo.hol.es
E126. hopto.org
E127. t-online.de
E128. barbatus.online
E129. coagula.online
E130. melitaeas.online [aka melitaes.online]
E131. phymateus.online
E132. dipteran.online
E133. courtgova.online
E134. graphiuma.online
E135. center-gos.top
E136. ais-gos.top
E137. for-gos.top
E138. alf-gos.top
E139. blopik.com
E140. benokij.com
E141. akaluij.com
E142. apokil.com
E143. agrikoz.com
E144. aluaadin.com
E145. onthewifi.com
E146. vuxuancuong.com
E147. getmod.host
E148. hexactor.com
E149. meteolink.host
E150. netbin.host
E151. fex.net
E152. tools.nexcess.net
E153. viewdns.net
E154. dyndns.com
E155. myelectrive.com
E156. stormpredictor.host
E157. servecounterstrike.com
E158. job-opros.top
E159. co-opros.top
E160. top-opros.top
E161. ao-opros.top
E162. afi-opros.top [aka fori-opros.top]
E163. oceriesfornot.top
E164. amo-opros.top
E165. aff-opros.top
E166. wi-opros.top
E167. bul-opros.top
E168. eti-opros.top
E169. tiloraso.ru
E170. potrakit.ru
E171. clipperso.ru
E172. verofes.com
E173. anniversarygiftsforcouples.com
E174. ereservices.com
E175. inter-webservices.com
E176. iol.pt
E177. pius-studio.at
E178. olei.ro
E179. antination.kherson.ua
