=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 140 canonicals"
Entities:
E1. phymateus.online
E2. barbatus.online
E3. coagula.online
E4. nx0.ru
E5. dipteran.online
E6. graphiuma.online
E7. melitaes.online
E8. proxylogon.com
E9. scorpiones.online
E10. xbeta.online
E11. sardanal.online
E12. melitaeas.online
E13. ukr.net
E14. smm2021.net
E15. winscp.net
E16. sm.ukrtel.net
E17. alt-2cdn.net
E18. edisk.ukr.net
E19. tortunas.ru
E20. acteran.ru
E21. omyce.ru
E22. varanasiclick.ru
E23. apoxipodes.ru
E24. ryomy.ru
E25. candidar.ru
E26. erwini.ru
E27. tridiuma.ru
E28. answers.microsoft.com
E29. docs.microsoft.com
E30. social.technet.microsoft.com
E31. portal.msrc.microsoft.com
E32. dishsouq.com
E33. photobucket.com
E34. airmauritiusticket.com
E35. www.michiganmastereltiempo.com
E36. ansaigon.com
E37. gmail.com
E38. badpdf.com
E39. biengrandir37.com
E40. fex.net
E41. www.dstruct.net
E42. pastebin.com
E43. nowpropitup.com
E44. ns2-dns.com
E45. ns.ns2-dns.com
E46. ns3-dns.com
E47. ns.ns3-dns.com
E48. enterwords.ru
E49. email.cz
E50. s8.h.mchost.ru
E51. mulleti.ru
E52. cert.gov.ua
E53. bank.gov.ua
E54. gov.ua
E55. antination.kherson.ua
E56. me.gov.ua
E57. ticket.cyberpolice.gov.ua
E58. dsszzi.gov.ua
E59. ua30.gov.ua
E60. optica-rd.myftp.biz
E61. zp.ukrtel.net
E62. microsoft.com
E63. ereservices.com
E64. zuh3vcyskd4gipkm.onion
E65. myelectrive.com
E66. app.any.run
E67. emterox.ru
E68. circulas.ru
E69. widget.forum-pokemon.com
E70. motocheck.in
E71. fernandoherrera.me
E72. wpc-v0cdn.org
E73. vuonorganic.com
E74. toknowall.com
E75. www.hybrid-analysis.com
E76. www.msftncsi.com
E77. districoperav.icu
E78. cs1.wpc-v0cdn.org
E79. nais-gov.org
E80. cve.mitre.org
E81. gordon6.hopto.org
E82. mail.nais-gov.org
E83. 1833.site
E84. 8003659902.site
E85. product-reviews.website
E86. site-1.work
E87. 1000020.xyz
E88. i.ua
E89. 185.193.38.78
E90. dyndns.com
E91. webknives.com
E92. cuckoo.cert.ee
E93. cdn.discordapp.com
E94. mx-out-14.default-host.net
E95. parodadoca.ru
E96. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E97. nais-gov.com
E98. thaibbqculver.com
E99. analyze.intezer.com
E100. arcor.de
E101. ceronamtinclube.icu
E102. eumr.site
Mentions:
M1. "xbeta.online" (Domain) — options: E1, E2, E3, E4
M2. "barbatus.online" (Domain) — options: E1, E10, E3, E11
M3. "fex.net" (Domain) — options: E4, E10, E13, E14
M4. "phymateus.online" (Domain) — options: E10, E2, E3, E12
M5. "nx0.ru" (Domain) — options: E19, E20, E21, E22
M6. "graphiuma.online" (Domain) — options: E1, E3, E10, E2
M7. "melitaes.online" (Domain) — options: E1, E10, E12, E2
M8. "dipteran.online" (Domain) — options: E1, E10, E20, E2
M9. "scorpiones.online" (Domain) — options: E1, E7, E2, E3
M10. "melitaeas.online" (Domain) — options: E1, E3, E7, E2
M11. "coagula.online" (Domain) — options: E1, E6, E10, E2
M12. "microsoft.com" (Domain) — options: E28, E29, E30, E31
M13. "pastebin.com" (Domain) — options: E4, E34, E35, E10
M14. "winscp.net" (Domain) — options: E4, E40, E13, E18
M15. "sardanal.online" (Domain) — options: E1, E2, E10, E3
M16. "proxylogon.com" (Domain) — options: E4, E34, E36, E1
M17. "dyndns.com" (Domain) — options: E5, E44, E45, E34
M18. "emterox.ru" (Domain) — options: E4, E48, E20, E19
M19. "erwini.ru" (Domain) — options: E4, E19, E20, E51
M20. "i.ua" (Domain) — options: E52, E53, E54, E18
M21. "aviatorssm.bit" (Domain) — options: E10, E55, E16, E4
M22. "sm.ukrtel.net" (Domain) — options: E61, E18, E13, E40
M23. "photobucket.com" (Domain) — options: E37, E34, E1, E36
M24. "webknives.com" (Domain) — options: E4, E63, E34, E64
M25. "ryomy.ru" (Domain) — options: E4, E19, E20, E21
M26. "acteran.ru" (Domain) — options: E19, E4, E67, E5
M27. "ukr.net" (Domain) — options: E18, E61, E16, E40
M28. "raidforums.com" (Domain) — options: E1, E34, E69, E8
M29. "chernilis.win" (Domain) — options: E4, E19, E68, E70
M30. "ipv6-wpnc.net" (Domain) — options: E4, E40, E13, E16
M31. "ghaniyu.com" (Domain) — options: E4, E37, E73, E34
M32. "www.dstruct.net" (Domain) — options: E4, E15, E13, E35
M33. "wpc-v0cdn.org" (Domain) — options: E78, E64, E17, E79
M34. "eumr.site" (Domain) — options: E4, E83, E21, E84
M35. "iol.pt" (Domain) — options: E4, E54, E87, E19
M36. "ns2-dns.com" (Domain) — options: E45, E46, E47, E90
M37. "apoxipodes.ru" (Domain) — options: E19, E20, E4, E25
M38. "ns3-dns.com" (Domain) — options: E47, E44, E45, E90
M39. "omyce.ru" (Domain) — options: E4, E19, E20, E24
M40. "mulleti.ru" (Domain) — options: E19, E4, E20, E26
M41. "arcor.de" (Domain) — options: E4, E92, E9, E19
M42. "tridiuma.ru" (Domain) — options: E4, E19, E20, E6
M43. "tortunas.ru" (Domain) — options: E4, E68, E20, E22
M44. "enterwords.ru" (Domain) — options: E19, E67, E26, E20
M45. "cve.mitre.org" (Domain) — options: E4, E78, E79, E81
M46. "circulas.ru" (Domain) — options: E19, E20, E4, E48
M47. "cdn.discordapp.com" (Domain) — options: E77, E34, E66, E4
M48. "antination.kherson.ua" (Domain) — options: E53, E18, E54, E96
M49. "ansaigon.com" (Domain) — options: E4, E97, E8, E34
M50. "evil.server.com" (Domain) — options: E40, E63, E98, E34
M51. "cuckoo.cert.ee" (Domain) — options: E4, E100, E52, E13

=== RESPONSE (56.3s, in 4161 / out 9149 tok, stop) ===
{"v":[{"m":"xbeta.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"barbatus.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"fex.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"phymateus.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"nx0.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"graphiuma.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"melitaes.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"dipteran.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"scorpiones.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"melitaeas.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"coagula.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"microsoft.com","id":"NEW","g":"a domain","p":"E28","r":"b"},{"m":"pastebin.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"winscp.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"sardanal.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"proxylogon.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"dyndns.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"emterox.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"erwini.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"i.ua","id":"NEW","g":"a domain","p":null,"r":null},{"m":"aviatorssm.bit","id":"NEW","g":"a domain","p":null,"r":null},{"m":"sm.ukrtel.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"photobucket.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"webknives.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ryomy.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"acteran.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ukr.net","id":"NEW","g":"a domain","p":"E18","r":"b"},{"m":"raidforums.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"chernilis.win","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ipv6-wpnc.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ghaniyu.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"www.dstruct.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"wpc-v0cdn.org","id":"NEW","g":"a domain","p":"E78","r":"b"},{"m":"eumr.site","id":"NEW","g":"a domain","p":null,"r":null},{"m":"iol.pt","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ns2-dns.com","id":"NEW","g":"a domain","p":"E45","r":"b"},{"m":"apoxipodes.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ns3-dns.com","id":"NEW","g":"a domain","p":"E47","r":"b"},{"m":"omyce.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"mulleti.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"arcor.de","id":"NEW","g":"a domain","p":null,"r":null},{"m":"tridiuma.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"tortunas.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"enterwords.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"cve.mitre.org","id":"NEW","g":"a domain","p":null,"r":null},{"m":"circulas.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"cdn.discordapp.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"antination.kherson.ua","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ansaigon.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"evil.server.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"cuckoo.cert.ee","id":"NEW","g":"a domain","p":null,"r":null}]}
