=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 848 canonicals"
Entities:
E1. autodoka.com.ua
E2. www.msp.gov.ua [aka msp.gov.ua]
E3. meta.ua
E4. ukrainecenter.yolasite.com
E5. dwservice.net [aka www.dwservice.net]
E6. www.dropbox.com
E7. dis.gov.ua
E8. atl.ua
E9. www.get.adobe.com.aspx.io
E10. a0698262.xsph.ru
E11. parodadoca.ru
E12. kg-ukr.net
E13. admru.top
E14. myddns.me
E15. a0695487.xsph.ru
E16. omyce.ru
E17. a0698649.xsph.ru
E18. upportteam.lingrevelat.com
E19. aneria.net
E20. dodortar.ru
E21. barbacoalosmartinez.com
E22. armpress.net
E23. support-ukr.net
E24. as49447.net
E25. surname192.temp.swtest.ru
E26. lover.printing82.detroito.ru
E27. thestoreroomnsw.com.au
E28. zaikadoctor.ru
E29. chinagrill.co
E30. co87972.tmweb.ru
E31. hexactor.com
E32. t.co
E33. vtxhospital.com
E34. ansaigon.com
E35. 3utilities.com
E36. finformservice.com
E37. anidoz.com
E38. billiopa.com
E39. 4qzm.com
E40. ns2.vtxhospital.com
E41. nais-gov.com
E42. westafrance.com
E43. forkscenter.fr
E44. bounceme.net
E45. www.portcheckers.com
E46. confirm-agent.online
E47. mail.lechateaudelatour.fr
E48. agreminj.com
E49. mail-box.site
E50. mail.gov.ua
E51. delta.mil.gov.ua.delta-storages.com
E52. mail.numina.md
E53. mail-ukr.net
E54. mail-gov-ua.frge.io
E55. mayak.dp.ua
E56. gmail.com
E57. ticket.cyberpolice.gov.ua
E58. fast-mail.site
E59. email.cz
E60. your-mail.press
E61. mail.aet.in.ua
E62. mail.kzp.bg
E63. s8.h.mchost.ru
E64. ns1.vtxhospital.com
E65. tarlit.ru
E66. mail.lebsack.de
E67. www.pierreagencement.fr
E68. sackmeister.de
E69. arcor.de
E70. mail.nais-gov.org [aka nais-gov.org]
E71. t-online.de
E72. dsns.com.ua
E73. compensation-ukr.com [aka compensationukr.com]
E74. marmaris.com.ua
E75. pbank.co.ua
E76. outlook.com
E77. toloka.to
E78. zaikaopentra.com.ug
E79. humanitarydp.ug
E80. gov.ua
E81. ukrahelpforall.ucraft.site
E82. edopomogaonline.yolasite.com
E83. oon24opros.yolasite.com
E84. euro24dopomoga0.yolasite.com
E85. ukrainebayra.com
E86. oon24oprosy.yolasite.com
E87. military-ukraine.site
E88. supermarioprohozhdenie.ru
E89. uabayrakua.com
E90. ncscc.gov.ua
E91. ua-cip.org
E92. cck-ukr.net
E93. ukr.net
E94. 2fa-ukr.net
E95. mta-ukr.net
E96. ck-ukr.net [aka k-ukr.net]
E97. zp.ukrtel.net
E98. mxukr.net
E99. telegram.uk.net
E100. aleimportadora.net
E101. om-ukr.net
E102. edisk.ukr.net
E103. lc-ukr.net
E104. tc-ukr.net
E105. an-ukr.top
E106. u1-ukr.net
E107. pgh-ukr.net
E108. stage-ukr.net
E109. 4e-ukr.net
E110. se-ukr.net
E111. aid.edopomoga.gov.ua
E112. foundpomoshi.com
E113. military-ukraine.online
E114. bnt-ukr.net
E115. lt-ukr.net
E116. mx-out-14.default-host.net
E117. int-ukr.net
E118. ua.aspx.io
E119. golgba.com
E120. safe-ukr.net
E121. 1833.site
E122. private-ukr.net
E123. 8003659902.site
E124. reg-ukr.net
E125. el-ukr.net [aka l-ukr.net]
E126. rew-ukr.net
E127. admukr.club
E128. admus.top
E129. topadm.top
E130. arelyevennot.top
E131. trueadm.top
E132. a3-ukr.net
E133. coinerpay.top
E134. bank.gov.ua
E135. mill.co.ua
E136. big-uah.top [aka co-uah.top]
E137. ua-compens.top [aka ua-compensation.top]
E138. compensations-ukrain.bar
E139. uacompensation.xyz
E140. ec-compensation.xyz
E141. tax-compensation.xyz
E142. ua-compensations.xyz
E143. uam-compensation.xyz
E144. ua-compenses.top
E145. off.ukr-compens.xyz
E146. f3-ukr.net
E147. p3-ukr.net
E148. arhiv.ua-cip.org
E149. acc-ukr.net
E150. mx3-ukr.net
E151. bh-ukr.net
E152. account-ukr.net
E153. 1-ukr.net
E154. m1-ukr.net
E155. gov-ua.info
E156. conf-ukr.net
E157. crv-ukr.net
E158. kb-ukr.net
