=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 309 canonicals"
Entities:
E1. protectconnections.com
E2. gieannualconferenceinmunich.com
E3. uasystnet.com
E4. adobeprotectcheck.com
E5. annualgieconferenceinmunich2024.com
E6. ukrstnet.com
E7. ualogaccs.com
E8. furqaanenergy.com
E9. unetset.com
E10. afi-ukraine.org
E11. anonvnc.com
E12. uaccsnet.com
E13. cdnauthsoft.com
E14. outloolc.com
E15. uasettings.com
E16. ukenlog.com
E17. uasetukr.com
E18. aws-meetings.cloud
E19. ukrsett.com
E20. uasystdoc.com
E21. agro-sk.com.ua
E22. calendar.stib.com.ua
E23. ukrsets.com
E24. ertel-audit.com
E25. helpdesk.katolik.bydgoszcz.pl
E26. s3-ua.cloud
E27. tax-gov-ua.com
E28. uknetlogin.com
E29. object-storage-service.com
E30. ukainua.com
E31. aws-join.cloud
E32. documentreader.net
E33. beget.com
E34. webappapiservice.life
E35. device.redirecl.com
E36. redirecl.com
E37. rozsenich.com
E38. svc.odwebp.com
E39. qwdfewf.com
E40. s3-dgap.cloud
E41. web.web.telegram-account.host
E42. protectraid.com
E43. protect-password.site
E44. www.protect-password.site
E45. gov-ua.cloud
E46. 01mirror.com.ua
E47. ua-gov.cloud
E48. charistmatwio.shop
E49. grassemenwji.shop
E50. commisionipwn.shop
E51. ignoracndwko.shop
E52. complainnykso.shop
E53. ua-energy.cloud
E54. eu-north-1-aws.ua-energy.cloud
E55. us-west-1-amazon.ua-energy.cloud
E56. uoou-gov.cloud
E57. eru-gov.cloud
E58. my-gov.cloud
E59. mo-gov.cloud
E60. feedzai-gov.cloud
E61. mfa-gov.cloud
E62. gov-au.cloud
E63. www.accept-action.site
E64. cancel-action.site
E65. check-active.site
E66. group-invitation.site
E67. confirmphone.site
E68. cancel-auth.site
E69. kropyva.site
E70. account-viewer.com
E71. cloud.account-viewer.com
E72. plntr.account-viewer.com
E73. confirm.account-viewer.com
E74. account-guard.site
E75. ivanti.account-viewer.com
E76. sync.hiddenvnc.com
E77. syn.hiddenvnc.com
E78. smart-vnc.com
E79. sync.anonvnc.com
E80. check.sign-cert.com
E81. get.sign-cert.com
E82. emtserviceca.info
E83. basedsymsotp.shop
E84. stitchmiscpaew.shop
E85. aws-ukraine.cloud
E86. bitbucket.org
E87. us-west-1.aws-ukraine.cloud
E88. gbshost.org
E89. smartcloudflare.com
E90. aws-secure.cloud
E91. sync.smartcloudflare.com
E92. share-drive.site
E93. teneta.site
E94. gbshost.net
E95. group.teneta.site
E96. gov-pl.cloud
E97. desktopaplus.workers.dev
E98. mil-pl.cloud
E99. aplusdesktop.workers.dev
E100. s3-nato.cloud
E101. dhl.redirecl.com
E102. drive.redirecl.com
E103. aws-il.cloud
E104. preachstrwnwjw.shop
E105. dpsu-gov-ua.com
E106. sync.smart-vnc.com
E107. uspp.derzhposluhy.com
E108. defender-bot.site
E109. mail-gov.com
E110. mail.outloolc.com
E111. doc.gmail.com.gyehddhrggdii323sdhnshiswh2udhqjwdhhfjcjeuejcj.zhblz.com
E112. get.mail-gov.com
E113. mail-gov.net
E114. ua-se.cloud
E115. ua-sn.cloud
E116. ua-mil.cloud
E117. us-east-2-aws.ua-gov.cloud
E118. ua-sec.cloud
E119. telegram-auth.website
E120. sync.invoice-traffic.com
E121. in-touc.com
E122. edisk.in.ua
E123. griselda.co.ua
E124. s3-dk.cloud
E125. md-gov.cloud
E126. gov-sk.cloud
E127. griselda.biz.ua
E128. ukrnet.01mirror.com.ua
E129. documents-reader.com
E130. god-le.net
E131. cloud.god-le.net
E132. signal-confirm.site
E133. telegram.qweasdzx.site
E134. qsrgh.site
E135. milgov.site
E136. qaz.im
E137. eu-central-2-aws.ua-aws.army
E138. central-2-aws.ua-aws.army
E139. us-west-1.ua-aws.army
E140. s3-aws.cloud
E141. s3-army.cloud
E142. eu-north-1-aws.ua-gov.cloud
E143. gov-aws.cloud
E144. faillymoodkywko.shop
E145. odwebp.com
E146. qweasdzx.site
E147. god-le.com
E148. invoice-traffic.com
E149. aws-s3.cloud
E150. account-saver.com
E151. stellar.account-viewer.com
E152. www.qsrgh.site
E153. eu-southeast-1-aws.gov-ua.cloud
