=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 341 canonicals"
Entities:
E1. surname192.temp.swtest.ru
E2. smartideabusiness.com
E3. evil.server.com
E4. integramultimedia.com.mx
E5. a0656203.xsph.ru
E6. servebeer.com
E7. podologaneri.it
E8. fikasterwer.top
E9. serveftp.com
E10. product2020.mrbasic.com
E11. dcshost.net
E12. winscp.net
E13. bounceme.net
E14. inter-webservices.com
E15. brunoboys.net
E16. smm2021.net
E17. webhop.me
E18. netbin.host
E19. igshop.net
E20. mx-out-14.default-host.net
E21. ns2-dns.com
E22. ddns.net
E23. ns.ns2-dns.com
E24. s8.h.mchost.ru
E25. dis.gov.ua
E26. autodoka.com.ua
E27. pbank.co.ua
E28. admis.club
E29. gov.ua
E30. ncscc.gov.ua
E31. azimurs.com
E32. i.ua
E33. marmaris.com.ua
E34. euro24dopomoga0.yolasite.com
E35. anidoz.com
E36. axikok.com
E37. gov-ua.info
E38. zuh3vcyskd4gipkm.onion
E39. cryptsen7fo43rr6.onion
E40. cryptsen7fo43rr6.onion.to
E41. cryptsen7fo43rr6.onion.cab
E42. eoiw8lhjwuc3sh2.m.pipedream.net
E43. single-office.ddns.net
E44. timeandbright.com
E45. eo9p1d2bfmioiot.m.pipedream.net
E46. portal.msrc.microsoft.com
E47. barbatus.online
E48. xbeta.online
E49. melitaeas.online [aka melitaes.online]
E50. sardanal.online
E51. dipteran.online
E52. coagula.online
E53. ipv6-wpnc.net
E54. api.dev-com.sc
E55. 67.199.248.10
E56. apokil.com
E57. fluoxi.com
E58. 3utilities.com
E59. 67.199.248.11
E60. billiopa.com
E61. onthewifi.com
E62. co87972.tmweb.ru
E63. acteran.ru
E64. 192.198.87.130
E65. apoxipodes.ru
E66. billyhot.ru
E67. bilitora.ru
E68. project2.top
E69. co-opros.top
E70. emterox.ru
E71. anniversarygiftsforcouples.com
E72. agreminj.com
E73. rivertimad.com
E74. airmauritiusticket.com
E75. scorpiones.online
E76. enlamentedeunasesor.com
E77. ertimadifa.com
E78. texlidia.com
E79. kesp.cl
E80. chinagrill.co
E81. winchconstruction.com
E82. expeditionabroad.com
E83. ritionalvalueon.top
E84. antination.kherson.ua
E85. staystrongjewels.com
E86. floorfix.com.au
E87. granitecsinks.ca
E88. ereservices.com
E89. stormpredictor.host
E90. rresteraftin.com
E91. garagemusicschool.it
E92. sea-dobbiaco.bz.it
E93. dodortar.ru
E94. motocheck.in
E95. coinerpay.top
E96. olei.ro
E97. sm.ukrtel.net
E98. ukr.net
E99. webknives.com
E100. verofes.com
E101. noip.com
E102. misp.cert.gov.ua
E103. moskeet.com
E104. posish.club
E105. programasparapc.net
E106. docs.microsoft.com
E107. project3.top
E108. answers.microsoft.com
E109. graphiuma.online
E110. biengrandir37.com
E111. gotdns.ch
E112. nitikora.ru
E113. easternexecutiveclub.com
E114. cuts-international.org
E115. admru.top
E116. accept-pay.top
E117. admukr.top
E118. center-gos.top
E119. admus.top
E120. topadm.top
E121. aff-opros.top
E122. arelyevennot.top
E123. github.com
E124. pastebin.com
E125. thaibbqculver.com
E126. ticket.cyberpolice.gov.ua
E127. photobucket.com
E128. akaluij.com
E129. product-reviews.website
E130. vuonorganic.com
E131. 1833.site
E132. 8003659902.site
E133. eumr.site
E134. naffalno.site
E135. cs1.wpc-v0cdn.org
E136. central-gos.top
E137. alf-gos.top
E138. an-gos.top
E139. alfa-gos.top
E140. brand-gos.top
E141. bow-gos.top
E142. badge-gos.top
E143. nais-gov.org
E144. mail.nais-gov.org
E145. ansaigon.com
E146. fan-guy.com
E147. cisa.gov
E148. me.gov.ua
E149. varanasiclick.ru
E150. shormanz.com
E151. myvnc.com
E152. lesrochersblancs.com
E153. candidar.ru
E154. ginaengg.com
E155. dyndns.com
E156. telsec.org
E157. raidforums.com
E158. cerv-gos.top
E159. baidencult.com
E160. analyze.intezer.com
E161. meteolink.host
E162. redirectme.net
E163. chernilis.win
E164. viewdns.net
E165. afi-opros.top
E166. www.dstruct.net
E167. ryomy.ru
E168. rmssrv2.ru
E169. rmssrv4.ru
E170. nx0.ru
E171. 8003659902.space
E172. 1000020.xyz
E173. military-ukraine.site
E174. servegame.com
