=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 384 canonicals"
Entities:
E1. lingrevelat.com
E2. surname192.temp.swtest.ru
E3. 3utilities.com
E4. portal.msrc.microsoft.com
E5. co87972.tmweb.ru
E6. agreminj.com
E7. ddnsking.com
E8. product2020.mrbasic.com
E9. airmauritiusticket.com
E10. upportteam.lingrevelat.com
E11. rivertimad.com
E12. reteredelete.top
E13. jevejosader.top
E14. microsoft.com
E15. s8.h.mchost.ru
E16. acteran.ru
E17. 192.198.87.130
E18. apoxipodes.ru
E19. billyhot.ru
E20. bilitora.ru
E21. rmssrv2.ru
E22. evil.server.com
E23. a0656203.xsph.ru
E24. servebeer.com
E25. fikasterwer.top
E26. serveftp.com
E27. ertimadifa.com
E28. texlidia.com
E29. mx-out-14.default-host.net
E30. inter-webservices.com
E31. webknives.com
E32. verofes.com
E33. shormanz.com
E34. ritionalvalueon.top
E35. britxec.com
E36. star-cz.ddns.net
E37. dyndns.com
E38. cels-opros.top
E39. co-opros.top
E40. project2.top
E41. rmssrv3.ru
E42. candidar.ru
E43. brand-gos.top
E44. ginaengg.com
E45. chinagrill.co
E46. winchconstruction.com
E47. antination.kherson.ua
E48. marmaris.com.ua
E49. floorfix.com.au
E50. ereservices.com
E51. stormpredictor.host
E52. rresteraftin.com
E53. noip.com
E54. misp.cert.gov.ua
E55. moskeet.com
E56. admis.club
E57. posish.club
E58. ticket.cyberpolice.gov.ua
E59. photobucket.com
E60. akaluij.com
E61. enterwords.ru
E62. tortunas.ru
E63. center-gos.top
E64. onthewifi.com
E65. anidoz.com
E66. gmail.com
E67. integramultimedia.com.mx
E68. tinyurl.com
E69. garagemusicschool.it
E70. nod-update.it
E71. sea-dobbiaco.bz.it
E72. dodortar.ru
E73. motocheck.in
E74. raidforums.com
E75. badge-gos.top
E76. baidenfree.com
E77. domtern.com
E78. github.com
E79. pastebin.com
E80. euro24dopomoga0.yolasite.com
E81. product-reviews.website
E82. baidencult.com
E83. vuonorganic.com
E84. servepics.com
E85. gopoppers.com
E86. serveminecraft.net
E87. arentuk.com
E88. blinkij.com
E89. admru.top
E90. rea-gos.top
E91. successilin.top
E92. admukr.top
E93. meteolink.host
E94. admus.top
E95. redirectme.net
E96. oceriesfornot.top
E97. accept-pay.top
E98. top-opros.top
E99. servegame.com
E100. servehttp.com
E101. bounceme.net
E102. sm.ukrtel.net
E103. brunoboys.net
E104. ddns.net
E105. dcshost.net
E106. ukr.net
E107. dogiraftig.com
E108. e-wwg.com
E109. myelectrive.com
E110. drive.google.com
E111. arelyevennot.top
E112. project3.top
E113. www.dstruct.net
E114. winuvinnosluk.club
E115. ansaigon.com
E116. blopik.com
E117. toknowall.com
E118. podologaneri.it
E119. varanasiclick.ru
E120. fernandoherrera.me
E121. for-gos.top
E122. giraffe-tour.ru
E123. fori-opros.top
E124. jorgava.com
E125. myvnc.com
E126. smartideabusiness.com
E127. graphiuma.online
E128. biengrandir37.com
E129. gotdns.ch
E130. nitikora.ru
E131. analyze.intezer.com
E132. badpdf.com
E133. central-gos.top
E134. ais-gos.top
E135. cerv-gos.top
E136. tense-gos.top
E137. alf-gos.top
E138. jar-gos.top
E139. alfa-gos.top
E140. oon24oprosy.yolasite.com
E141. eumr.site
E142. military-ukraine.site
E143. pre-opros.top
E144. rmssrv4.ru
E145. xsph.ru
E146. nx0.ru
E147. co-uah.top
E148. ao-opros.top
E149. jo-opros.top
E150. apps-opros.top
E151. amo-opros.top
E152. aff-opros.top [aka afi-opros.top]
E153. admukr.club
E154. tridiuma.ru
E155. hotmail.com
E156. iforma.es
E157. azimurs.com
E158. ev-gos.top
E159. wers-gos.top
E160. ew-gos.top
E161. an-gos.top
E162. jel-gos.top
E163. shikjil.com
E164. apokil.com
E165. axikok.com
E166. sendmail.website
E167. chernilis.win
E168. viewdns.net
E169. borizhog.com
E170. serveirc.com
E171. billiopa.com
E172. golgba.com
E173. freedynamicdns.org
E174. telegram.org.security.ohsxy.com
E175. hopto.org
E176. myftp.org [aka up-dot.myftp.org]
E177. karunadana.org
E178. apeduze.com
E179. ceronamtinclube.icu
E180. chubanomania.icu
E181. dis.gov.ua
