=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Кібератака на державні організації України з використанням теми "Азовсталі" та шкідливої програми Cobalt Strike Beacon (CERT-UA#4490)" — evidence: S1. "зауважити, що файл "pe.dll", так само, як і файл "spisok.exe" з повідомлення CERT-UA#4464, захищено за допомогою криптору, що має відношення до групи TrickBot.</p><p>Згадана активність має цільовий характер та відстежуватиметься за ідентифікатором UAC-0098.</p><p><br></p><p><br></p><p><strong>Індикатори ком" S2. "r></p><p><strong>Рекомендації:</strong></p><p>1. Заборонити офісним програмам (EXCEL.EXE, WINWORD.EXE тощо) створювати небезпечні процеси (наприклад, rundll32.exe, wscript.exe та інші).</p><p>2. Здійснювати додатковий моніторинг фактів встановлення мережевих з'єднань процесом rundll32.exe.</p><p><br></p><p><str"
Entities:
E1. APT41
E2. Armageddon/Gamaredon [aka Armageddon, UAC-0010 (Armageddon)]
E3. APT28
E4. Encrpt3d
E5. unc1151
E6. UAC-0008 (Buhtrap)
E7. UAC-0057
E8. UAC-0035 (InvisiMole)
E9. HAFNIUM
E10. GhostWriter
E11. csrss.exe [aka csrss.exe (DoubleZero)]
E12. 223329.exe
E13. rutserv.exe
E14. 62ea.exe
E15. AdvancedRun.exe
E16. RegAsm.exe
E17. 966449.exe
E18. one.exe
E19. crsse.exe
E20. spi.exe
E21. dyndns.com
E22. 3utilities.com
E23. enterwords.ru
E24. gmail.com
E25. airmauritiusticket.com
E26. rivertimad.com
E27. drive.google.com
E28. ansaigon.com
E29. dev-com.sc
E30. toknowall.com
E31. chinagrill.co
E32. pastebin.com
E33. serveminecraft.net
E34. erwini.ru
E35. servepics.com
E36. acteran.ru
E37. great-surveys.top
E38. ritionalvalueon.top
E39. noip.com
E40. ryomy.ru
E41. ghaniyu.com
E42. wpc-v0cdn.org
E43. gobits3.com
E44. vuonorganic.com
E45. www.hybrid-analysis.com
E46. answers.microsoft.com
E47. apoxipodes.ru
E48. analyze.intezer.com
E49. tortunas.ru
E50. servegame.com
E51. api.dev-com.sc
E52. servequake.com
E53. mulleti.ru
E54. hotmail.com
E55. servehttp.com
E56. arelyevennot.top
E57. winuvinnosluk.club
E58. pbank.co.ua
E59. nitikora.ru
E60. lthhc-zm.com
E61. tinyurl.com
E62. wiki.zimbra.com
E63. phymateus.online
E64. raidforums.com
E65. thaibbqculver.com
E66. badpdf.com
E67. microsoft.com
E68. billyhot.ru
E69. bilitora.ru
E70. circulas.ru
E71. ertimadifa.com
E72. xbeta.online
E73. meteolink.host
E74. netbin.host
E75. nirsoft.me
E76. nowpropitup.com
E77. serveblog.net
E78. ddnsking.com
E79. dogiraftig.com
E80. emterox.ru
E81. github.com
E82. www.symantec.com
E83. myvnc.com
E84. serveirc.com
E85. onthewifi.com
E86. www.msftncsi.com
E87. zuh3vcyskd4gipkm.onion [aka cryptsen7fo43rr6.onion]
E88. email.cz
E89. omyce.ru
E90. stormpredictor.host
E91. serveftp.com
E92. webknives.com
E93. servebeer.com
E94. ereservices.com
E95. agreminj.com
E96. akaluij.com
E97. anidoz.com
E98. apeduze.com
E99. apokil.com
E100. arentuk.com
E101. axikok.com
E102. azimurs.com
E103. baidencult.com
E104. billiopa.com
E105. blinkij.com
E106. blopik.com
E107. borizhog.com
E108. britxec.com
E109. drimzis.com
E110. fluoxi.com
E111. shikjil.com
E112. shormanz.com
E113. verofes.com
E114. dezword.com
E115. HostIQ
E116. vServerCo
E117. Check Point Research
E118. Vimpelcom
E119. Linux Team
E120. Cisco
E121. Check Point
E122. Fortinet
E123. Cloudflare Inc. [aka Cloudflare]
E124. NO-IP
E125. Habr
E126. BleepingComputer
E127. Google
