=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 802 canonicals"
Entities:
E1. cloue.link
E2. hmgo.pw
E3. tg.cyou
E4. ao3.hmgo.pw
E5. chimeramarket24.online
E6. nirsoft.me
E7. farafauler.ru
E8. chimeramarketplace.online
E9. privat24.ua-wallet.pw
E10. frge.io
E11. fernandoherrera.me
E12. lingrevelat.com
E13. aon.at
E14. fikasterwer.top
E15. verycheap.store
E16. pius-studio.at
E17. t-me.io
E18. kohhd.com
E19. wm-gos.top
E20. carpetmarker.pw
E21. civh.ru
E22. domthr.xyz
E23. chis-gos.top
E24. serveftp.com
E25. agreminj.com
E26. rresteraftin.com
E27. 3utilities.com
E28. blinkij.com
E29. domtern.com
E30. pas-ukr.net
E31. 4qzm.com
E32. i1t.me
E33. me-cloud.link
E34. telegram.org-a0dm91dk31i.cloue.link
E35. cloudlnk.org
E36. claud.in
E37. tgeo.link
E38. telegram.org.t.me-cloud.link
E39. telegram.org-a0dk3dm91iu.tgeo.link
E40. coagula.online [aka courtgova.online, courtgova.site, courtbox.online]
E41. elyslink.online
E42. cs1.wpc-v0cdn.org
E43. zuh3vcyskd4gipkm.onion
E44. mockbin.org
E45. hopto.org [aka zapto.org]
E46. info-cip.org
E47. ua-cip.org
E48. apitelegram.org
E49. vuxuancuong.com
E50. myftp.org
E51. xsph.ru
E52. nxkad.ru
E53. acteran.ru
E54. kopratiso.ru
E55. redport80.ru
E56. apoxipodes.ru
E57. hilr.ru
E58. ardeas.ru
E59. ddns.net
E60. aneria.net
E61. nabufixservice.name
E62. serveblog.net
E63. ser-ukr.net
E64. finformservice.com
E65. armpress.net
E66. serveirc.com
E67. ereservices.com
E68. t.co
E69. tg-me.pro
E70. e-wwg.com
E71. tbwelo.ru
E72. your-mail.press
E73. hawksi.ru
E74. 00-l.ru
E75. rncsq.ru
E76. callsol.ru
E77. t.me
E78. microsoft.com
E79. 7tt.me
E80. webhop.me
E81. 0-t.me
E82. 4-t.me
E83. paparat.ru
E84. tortunas.ru
E85. ganara.ru
E86. kurapat.ru
E87. t--t.me
E88. nx0.ru
E89. jokoloret.ru
E90. gofile.io
E91. vote-me.top
E92. lopasts.ru
E93. tiloraso.ru
E94. potrakit.ru
E95. clipperso.ru
E96. arentuk.com
E97. verofes.com
E98. webk-telegram.sbs
E99. m-vz.webhop.me
E100. webk-telegram.icu
E101. telegram.uk.net
E102. cmx-ukr.net
E103. mx3-ukr.net
E104. msx-ukr.net
E105. ukr.net
E106. 1-ukr.net
E107. tools.nexcess.net
E108. 1833.site
E109. noip.com
E110. onyangdol.site
E111. eumr.site
E112. 8003659902.site
E113. mail-box.site
E114. ukrahelpforall.ucraft.site
E115. surname192.temp.swtest.ru
E116. pomoshnikrbx.site
E117. teiergam.com
E118. naffalno.site
E119. fluoxi.com
E120. thestoreroomnsw.com.au
E121. winchconstruction.com
E122. granitecsinks.ca
E123. blopik.com
E124. outlook.com
E125. diagnostic-resolver.com
E126. dipteran.online
E127. emterox.ru
E128. ipodromlan.ru
E129. moolin.ru
E130. meteolink.host
E131. telecomds.online
E132. plexbd.net
E133. yandex.ru
E134. sytes.net
E135. fishitor.ru
E136. arcor.de
E137. t-online.de [aka online.ua]
E138. dogiraftig.com
E139. uacompensation.xyz
E140. alegoomaster.com
E141. ua-compenses.top
E142. arelyevennot.top
E143. arminext.com
E144. dishsouq.com
E145. easternexecutiveclub.com
E146. britxec.com
E147. ginaengg.com
E148. www.facebook.com
E149. autodoka.com.ua
E150. social.technet.microsoft.com
E151. account.associates
E152. pastebin.com
E153. telegram.account.associates
E154. erwini.ru
E155. wicksl.ru
E156. cooperi.ru
E157. mafirti.ru
E158. ip-api.com
E159. akaluij.com
E160. aluaadin.com
E161. onthewifi.com
E162. cloudflare-dns.com
E163. benokij.com
E164. gopoppers.com
E165. foundpomoshi.com
E166. helpzzfound.site
E167. enterwords.ru
E168. detroito.ru
E169. metanat.ru
E170. shapurt.ru
E171. pasamart.ru
E172. myddns.me
E173. shormanz.com
E174. aspe.ro [aka olei.ro, aspx.io]
E175. shopersport.ru
E176. korrespondentnet.webflow.io [aka uadop.webflow.io]
E177. numsecukr.net
