=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 138 canonicals"
Entities:
E1. afi-ukraine.org
E2. edisk.ukrnet.01mirror.com.ua
E3. gurt.duna.ua
E4. agro-sk.com.ua
E5. in-touc.com
E6. calendar.stib.com.ua
E7. 01mirror.com.ua
E8. get.in-touc.com
E9. ukrnet.01mirror.com.ua
E10. edisk.in.ua
E11. winupmirror.support
E12. passport-ukr-net.site
E13. dpsu-gov-ua.com
E14. tax-gov-ua.com
E15. documentreader.net
E16. delta.milgov.site
E17. group-teneta.online
E18. object-storage-service.com
E19. emtserviceca.info
E20. group-invitation.site
E21. imgurl.ir
E22. web.teiegram.host
E23. whatsapp.group-invitation.site
E24. protectraid.com
E25. mails.support
E26. armyplus-desktop.workers.dev
E27. milgov.host
E28. helpdesk.katolik.bydgoszcz.pl
E29. clouddrive.world
E30. confirmphone.site
E31. account-viewer.com
E32. group.kropyva.site
E33. kropyva.group
E34. group.teneta.site
E35. teneta.site
E36. milgov.site
E37. aplusdesktop.workers.dev
E38. desktopaplus.workers.dev
E39. armylpus.workers.dev
E40. desktopapluscom.workers.dev
E41. kropyva.site
E42. teneta.group
E43. cancel-action.site
E44. ivanti.account-viewer.com
E45. signal-confirm.site
E46. accept-action.site
E47. aplusmodgovua.workers.dev
E48. device.redirecl.com
E49. documents-reader.com
E50. cdnauthsoft.com
E51. mail-gov.com
E52. get.mail-gov.com
E53. i-ua.account-guard.site
E54. qaz.su
E55. qaz.is
E56. qweasdzx.site
E57. qsrgh.site
E58. 212nj0b42w.web.telegram-account.host
E59. furqaanenergy.com
E60. qaz.im
E61. femundengerdal.no
E62. web.web.telegram-account.host
E63. spam.web-telegram.host
E64. web.telegram-account.host
E65. teiegram.host
E66. web.telegramm-account.site
E67. telegram-account.host
E68. www.teiegram.host
E69. share-drive.site
E70. protect-password.site
E71. account-guard.site
E72. www.protect-password.site
E73. god-le.net
E74. www.qsrgh.site
E75. cancel-auth.site
E76. drive-share.site
E77. google.share-drive.site
E78. google.drive-share.site
E79. www.google-drive.site
E80. check-active.site
E81. drive.redirecl.com
E82. telegram.qweasdzx.site
E83. telegram.token-defender.cloud
E84. defender-bot.site
E85. telegram.defender-bot.site
E86. cloud.account-viewer.com
E87. cloud.god-le.net
E88. www.telegram-auth.website
E89. telegramm-account.site
E90. telegram-confirm.site
E91. www.telegramm-account.site
E92. telegram.check-active.site
E93. dhl.redirecl.com
E94. adobeprotectcheck.com
E95. ertel-audit.com
E96. annualgieconferenceinmunich2024.com
E97. mail-gov.net
E98. account-saver.com
E99. plntr.mirotrent.com
E100. my.mail-gov.net
E101. uspp.derzhposluhy.com
E102. webappapiservice.life
E103. redirecl.com
E104. protectconnections.com
E105. rozsenich.com
E106. newyorktlimes.life
E107. god-le.com
E108. get.god-le.com
E109. svc.odwebp.com
E110. mail.outloolc.com
E111. mail.zhblz.com
Mentions:
M1. "edisk.in.ua" (Domain) — options: E1, E2, E3, E4
M2. "edisk.ukrnet.01mirror.com.ua" (Domain) — options: E9, E7, E10, E3
M3. "ukrnet.01mirror.com.ua" (Domain) — options: E7, E2, E1, E4
M4. "01mirror.com.ua" (Domain) — options: E9, E2, E3, E4
M5. "staticgl.one" (Domain) — options: E15, E16, E17, E18
M6. "winupmirror.support" (Domain) — options: E24, E25, E21, E7
M7. "afi-ukraine.org" (Domain) — options: E4, E10, E12, E3
M8. "kropyva.site" (Domain) — options: E32, E24, E33, E34
M9. "gurt.duna.ua" (Domain) — options: E4, E10, E7, E1
M10. "agro-sk.com.ua" (Domain) — options: E1, E7, E3, E6
M11. "aplusmodgovua.workers.dev" (Domain) — options: E37, E38, E39, E40
M12. "kropyva.group" (Domain) — options: E32, E41, E1, E3
M13. "palantir.ink" (Domain) — options: E21, E43, E44, E24
M14. "desktopapluscom.workers.dev" (Domain) — options: E38, E37, E47, E26
M15. "desktopaplus.workers.dev" (Domain) — options: E37, E40, E47, E26
M16. "dpsu-gov-ua.com" (Domain) — options: E14, E50, E7, E51
M17. "calendar.stib.com.ua" (Domain) — options: E1, E7, E4, E3
M18. "qaz.im" (Domain) — options: E54, E55, E21, E56
M19. "qaz.su" (Domain) — options: E60, E55, E21, E56
M20. "web-telegram.host" (Domain) — options: E62, E22, E63, E64
M21. "aplusdesktop.workers.dev" (Domain) — options: E38, E26, E47, E40
M22. "passport-ukr-net.site" (Domain) — options: E1, E69, E70, E15
M23. "qsrgh.site" (Domain) — options: E74, E59, E36, E75
M24. "share-drive.site" (Domain) — options: E76, E77, E78, E79
M25. "qweasdzx.site" (Domain) — options: E82, E57, E35, E30
M26. "drive-share.site" (Domain) — options: E69, E78, E77, E79
M27. "token-defender.cloud" (Domain) — options: E83, E24, E49, E84
M28. "telegram-auth.website" (Domain) — options: E88, E66, E89, E75
M29. "qaz.is" (Domain) — options: E54, E60, E21, E56
M30. "redirecl.com" (Domain) — options: E81, E48, E93, E24
M31. "documentreader.net" (Domain) — options: E49, E73, E97, E50
M32. "teneta.site" (Domain) — options: E34, E42, E24, E75
M33. "derzhposluhy.com" (Domain) — options: E24, E101, E95, E94
M34. "emtserviceca.info" (Domain) — options: E24, E102, E18, E48
M35. "webappapiservice.life" (Domain) — options: E18, E106, E26, E19
M36. "god-le.net" (Domain) — options: E107, E87, E108, E15
M37. "odwebp.com" (Domain) — options: E109, E50, E94, E62
M38. "mails.support" (Domain) — options: E97, E11, E100, E51

=== RESPONSE (43.1s, in 3977 / out 9486 tok, stop) ===
{"v":[{"m":"edisk.in.ua","id":"NEW","g":"domain","p":null,"r":null},{"m":"edisk.ukrnet.01mirror.com.ua","id":"NEW","g":"domain","p":"E9","r":"p"},{"m":"ukrnet.01mirror.com.ua","id":"NEW","g":"domain","p":"E7","r":"p"},{"m":"01mirror.com.ua","id":"NEW","g":"domain","p":null,"r":null},{"m":"staticgl.one","id":"NEW","g":"domain","p":null,"r":null},{"m":"winupmirror.support","id":"NEW","g":"domain","p":null,"r":null},{"m":"afi-ukraine.org","id":"NEW","g":"domain","p":null,"r":null},{"m":"kropyva.site","id":"NEW","g":"domain","p":"E32","r":"b"},{"m":"gurt.duna.ua","id":"NEW","g":"domain","p":null,"r":null},{"m":"agro-sk.com.ua","id":"NEW","g":"domain","p":null,"r":null},{"m":"aplusmodgovua.workers.dev","id":"NEW","g":"domain","p":null,"r":null},{"m":"kropyva.group","id":"NEW","g":"domain","p":null,"r":null},{"m":"palantir.ink","id":"NEW","g":"domain","p":null,"r":null},{"m":"desktopapluscom.workers.dev","id":"NEW","g":"domain","p":null,"r":null},{"m":"desktopaplus.workers.dev","id":"NEW","g":"domain","p":null,"r":null},{"m":"dpsu-gov-ua.com","id":"NEW","g":"domain","p":null,"r":null},{"m":"calendar.stib.com.ua","id":"NEW","g":"domain","p":null,"r":null},{"m":"qaz.im","id":"NEW","g":"domain","p":null,"r":null},{"m":"qaz.su","id":"NEW","g":"domain","p":null,"r":null},{"m":"web-telegram.host","id":"NEW","g":"domain","p":"E63","r":"b"},{"m":"aplusdesktop.workers.dev","id":"NEW","g":"domain","p":null,"r":null},{"m":"passport-ukr-net.site","id":"NEW","g":"domain","p":null,"r":null},{"m":"qsrgh.site","id":"NEW","g":"domain","p":"E74","r":"b"},{"m":"share-drive.site","id":"NEW","g":"domain","p":"E77","r":"b"},{"m":"qweasdzx.site","id":"NEW","g":"domain","p":"E82","r":"b"},{"m":"drive-share.site","id":"NEW","g":"domain","p":"E78","r":"b"},{"m":"token-defender.cloud","id":"NEW","g":"domain","p":"E83","r":"b"},{"m":"telegram-auth.website","id":"E88","g":null,"p":null,"r":null},{"m":"qaz.is","id":"NEW","g":"domain","p":null,"r":null},{"m":"redirecl.com","id":"NEW","g":"domain","p":"E48","r":"b"},{"m":"documentreader.net","id":"NEW","g":"domain","p":null,"r":null},{"m":"teneta.site","id":"NEW","g":"domain","p":"E34","r":"b"},{"m":"derzhposluhy.com","id":"NEW","g":"domain","p":"E101","r":"b"},{"m":"emtserviceca.info","id":"NEW","g":"domain","p":null,"r":null},{"m":"webappapiservice.life","id":"NEW","g":"domain","p":null,"r":null},{"m":"god-le.net","id":"NEW","g":"domain","p":"E87","r":"b"},{"m":"odwebp.com","id":"NEW","g":"domain","p":"E109","r":"b"},{"m":"mails.support","id":"NEW","g":"domain","p":null,"r":null}]}
