=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 225 canonicals"
Entities:
E1. lthhc-zm.com
E2. gmail.com
E3. ansaigon.com
E4. 3utilities.com
E5. hmgo.pw
E6. hotmail.com
E7. pastebin.com
E8. airmauritiusticket.com
E9. noip.com
E10. bounceme.net
E11. ddns.net
E12. ukr.net
E13. cdn.discordapp.com
E14. serveminecraft.net
E15. edisk.ukr.net
E16. alt-2cdn.net
E17. drive.google.com
E18. fex.net
E19. frge.io
E20. dishsouq.com
E21. giraffe-tour.ru
E22. dev-com.sc
E23. gobits3.com
E24. chubanomania.icu
E25. api.dev-com.sc
E26. m-vz.webhop.me
E27. winscp.net
E28. email.cz
E29. widget.forum-pokemon.com
E30. zapto.org
E31. bilitora.ru
E32. photobucket.com
E33. myftp.org
E34. webhop.me
E35. kmtacn.com
E36. mail.nais-gov.org
E37. xsph.ru
E38. kopratiso.ru
E39. candidar.ru
E40. emterox.ru
E41. acteran.ru
E42. tortunas.ru
E43. apoxipodes.ru
E44. dodortar.ru
E45. ereservices.com
E46. dyndns.com
E47. onthewifi.com
E48. chinagrill.co
E49. vuonorganic.com
E50. ohsxy.com
E51. ddnsking.com
E52. ao3.hmgo.pw
E53. hopto.org
E54. 1000020.xyz
E55. cs1.wpc-v0cdn.org
E56. me.gov.ua
E57. 1833.site
E58. ns.ns3-dns.com
E59. www.michiganmastereltiempo.com
E60. www.symantec.com
E61. ns.ns2-dns.com
E62. www.virustotal.com [aka virustotal.com]
E63. www.dstruct.net
E64. www.hybrid-analysis.com
E65. nowpropitup.com
E66. serveftp.com
E67. github.com
E68. toknowall.com
E69. serveirc.com
E70. omyce.ru
E71. ryomy.ru
E72. servepics.com
E73. ticket.cyberpolice.gov.ua
E74. www.msftncsi.com
E75. thestoreroomnsw.com.au
E76. d-upl.ddns.net
E77. ftp.thefoodplace.net
E78. lnk-upload.dodortar.ru
E79. dod-upload.dodortar.ru
E80. ipv6-wpnc.net
E81. freedynamicdns.org
E82. telsec.org
E83. dipteran.online
E84. varanasiclick.ru
E85. billyhot.ru
E86. 8003659902.site
E87. military-ukraine.site
E88. product-reviews.website
E89. servebeer.com
E90. evil.server.com
E91. analyze.intezer.com
E92. servecounterstrike.com
E93. myftp.biz
E94. up-dot.myftp.org
E95. up-lnk.myftp.org
E96. optica-rd.myftp.biz
E97. myddns.me
E98. eumr.site
E99. badpdf.com
E100. telegram.org.security.ohsxy.com
E101. sytes.net
E102. freedynamicdns.net
E103. viewdns.net
E104. redirectme.net
E105. product2020.mrbasic.com
E106. phymateus.online
E107. fernandoherrera.me
E108. webknives.com
E109. nirsoft.me
E110. servehttp.com
E111. nitikora.ru
E112. potrakit.ru
E113. tiloraso.ru
E114. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E115. nx0.ru
E116. app.any.run
E117. s8.h.mchost.ru
E118. nais-gov.com
E119. proxylogon.com
E120. answers.microsoft.com
E121. prefer.jokotras.ru
E122. milotrad.ru
E123. forkscenter.fr
E124. erwini.ru
E125. myelectrive.com
E126. myvnc.com
E127. ghaniyu.com
E128. security-check.telegram.org.ohsxy.com
E129. jokotras.ru
E130. chernilis.win
E131. melitaeas.online
E132. tinyurl.com
E133. cautionphenomenon.co.kr
E134. pbank.co.ua
E135. single-office.ddns.net
E136. servemp3.com
E137. wpc-v0cdn.org
E138. antination.kherson.ua
E139. netbin.host
E140. enterwords.ru
E141. yandex.ru
E142. mulleti.ru
E143. a0322810.xsph.ru
E144. a0656203.xsph.ru
E145. servegame.com
E146. ns2-dns.com
E147. ns3-dns.com
E148. tridiuma.ru
E149. parodadoca.ru
E150. sm.ukrtel.net
E151. mx-out-14.default-host.net
E152. cuckoo.cert.ee
E153. scorpiones.online
E154. cdn.jsdelivr.net
E155. syncapp.host
E156. serveblog.net
E157. ln-upl.ddns.net
E158. servehalflife.com
E159. servequake.com
E160. gotdns.ch
E161. microsoft.com
E162. social.technet.microsoft.com
E163. docs.microsoft.com
E164. panelunregistertle-348.frge.io
E165. portal.msrc.microsoft.com
E166. integramultimedia.com.mx
E167. barbatus.online
E168. coagula.online
E169. graphiuma.online
E170. melitaes.online
E171. arcor.de
E172. cert.gov.ua
