=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1573 canonicals"
Entities:
E1. syncthing.net
E2. data.syncthing.net
E3. sytes.net
E4. upgrades.syncthing.net
E5. dcshost.net
E6. crv-ukr.net
E7. aleimportadora.net
E8. bounceme.net
E9. krasavchikoleg.net
E10. crash.syncthing.net
E11. datagroup.ddns.net
E12. data.exmo.day
E13. data.certifiedauth.in
E14. ddns.net
E15. ln-upl.ddns.net
E16. modeselling.com
E17. d-upl.ddns.net
E18. aneria.net
E19. syncapp.host
E20. filebin.net
E21. site-ukr.net
E22. tools.nexcess.net
E23. fex.net
E24. igshop.net
E25. ukr.net
E26. windacarmelita.pw
E27. armpress.net
E28. webhop.me
E29. brunoboys.net
E30. redirectme.net
E31. www.pierreagencement.fr
E32. let-me.network
E33. getmod.host
E34. netbin.host
E35. app.any.run
E36. meteolink.host
E37. stormpredictor.host
E38. nx0.ru
E39. xsph.ru
E40. plexbd.net
E41. grafix.ne.jp
E42. telesecurity.org
E43. tsecurity.sbs
E44. center-gos.top [aka central-gos.top]
E45. social.technet.microsoft.com
E46. new-tech-savvy.com
E47. chis-gos.top
E48. tacticalv.com
E49. civh.ru
E50. dynamic.exmo.day
E51. viewdns.net
E52. gotdns.ch
E53. as49447.net
E54. plengreg.fun
E55. t-me.io
E56. aspx.io
E57. file.io
E58. frge.io
E59. tg.cyou
E60. gofile.io
E61. hopentools.site
E62. hopentools.ru
E63. files-ukr.net
E64. mockbin.org
E65. pastebin.com
E66. agreminj.com
E67. 3utilities.com
E68. serveftp.com
E69. domtern.com
E70. pas-ukr.net
E71. 4qzm.com
E72. blinkij.com
E73. zambeziz.com
E74. nxkad.ru
E75. abracodabugalimpopo.ru
E76. unayt.ru
E77. redport80.ru
E78. acteran.ru
E79. reg.ru
E80. againandagaingmorder.ru
E81. site-1.work
E82. balletworld.co
E83. tgeo.link
E84. giraffe-tour.ru
E85. finformservice.com
E86. serveblog.net
E87. ser-ukr.net
E88. nabufixservice.name
E89. ereservices.com
E90. gir.network
E91. internetcygane.ru
E92. inter-webservices.com
E93. baletnet.eu
E94. int-ukr.net
E95. ifastnet.com
E96. erinekenney.com
E97. photobucket.com
E98. apitelegram.org
E99. i1t.me
E100. authssl.org
E101. bihei.eu
E102. myftp.org
E103. cloudlnk.org
E104. iqhost.ru
E105. freedynamicdns.net [aka freedynamicdns.org]
E106. mx-out-14.default-host.net
E107. whoer.net
E108. economiquity.org
E109. mitraseo.hol.es
E110. bitbucket.org
E111. shormanz.com
E112. propertyiran.ir
E113. censys.io
E114. net.frge.io
E115. ukr.net.frge.io
E116. _.ukr.net.frge.io
E117. kitten-268.frge.io
E118. podologaneri.it
E119. balerina.info
E120. malvy-ukriane.info
E121. me-cloud.link
E122. telegram.org-a0dm91dk31i.cloue.link
E123. claud.in
E124. authssl.link
E125. grabify.link
E126. goaccount.link
E127. ssl2.link [aka www.ssl2.link]
E128. programasparapc.net
E129. serveminecraft.net
E130. netman.servehttp.com
E131. www.dropbox.com
E132. britxec.com
E133. advanced-ip-scanners.com
E134. www.facebook.com
E135. bugiplaysec.com
E136. www.michiganmastereltiempo.com
E137. www.authssl.in
E138. www.virustotal.com [aka virustotal.com]
E139. dishsouq.com
E140. raw.githubusercontent.com
E141. gmail.com
E142. easternexecutiveclub.com
E143. let-me.life
E144. let-me.world
E145. balet-me.info
E146. 7tt.me
E147. t--t.me
E148. balet-me.pro
E149. 1000020.xyz
E150. uacompensation.xyz
E151. blakejones.xyz
E152. uatax-compens.xyz [aka uatax-compenses.xyz]
E153. bh-ukr.net
E154. vh-ukr.net
E155. 1-ukr.net
E156. cloue.link
E157. authssl.in
E158. ns1.authssl.link
E159. ns2.authssl.link
E160. authssl.online
E161. tg-me.pro
E162. t.co
E163. e-wwg.com
E164. tbwelo.ru
E165. ticket.cyberpolice.gov.ua
E166. nafillimonilini.net
E167. hilr.ru
E168. successilin.top
E169. fernandoherrera.me
E170. c.certifiedauth.in
E171. ns.ns3-dns.com [aka ns3-dns.com, cloudflare-dns.com]
E172. ns2-dns.com
E173. ns.ns2-dns.com
E174. myddns.me
E175. myvnc.com
