=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 140 canonicals"
Entities:
E1. melitaes.online
E2. barbatus.online
E3. coagula.online
E4. 1000020.xyz
E5. dipteran.online
E6. graphiuma.online
E7. s8.h.mchost.ru
E8. sardanal.online
E9. melitaeas.online
E10. phymateus.online
E11. xbeta.online
E12. scorpiones.online
E13. mail.nais-gov.org
E14. eumr.site
E15. 8003659902.space
E16. smm2021.net
E17. 1833.site
E18. 8003659902.site
E19. 185.193.38.78
E20. wpc-v0cdn.org
E21. 192.198.87.130
E22. alt-2cdn.net
E23. email.cz
E24. tridiuma.ru
E25. surname192.temp.swtest.ru
E26. docs.microsoft.com
E27. mx-out-14.default-host.net
E28. acteran.ru
E29. emterox.ru
E30. answers.microsoft.com
E31. apoxipodes.ru
E32. social.technet.microsoft.com
E33. omyce.ru
E34. ryomy.ru
E35. candidar.ru
E36. erwini.ru
E37. circulas.ru
E38. cs1.wpc-v0cdn.org
E39. smartideabusiness.com
E40. product-reviews.website
E41. great-surveys.top
E42. app.any.run
E43. cryptsen7fo43rr6.onion.to
E44. cert.gov.ua
E45. ceronamtinclube.icu
E46. districoperav.icu
E47. vuonorganic.com
E48. bank.gov.ua
E49. nx0.ru
E50. integramultimedia.com.mx
E51. airmauritiusticket.com
E52. ns2-dns.com
E53. ansaigon.com
E54. ns3-dns.com
E55. badpdf.com
E56. dyndns.com
E57. chubanomania.icu
E58. varanasiclick.ru
E59. chinagrill.co
E60. ereservices.com
E61. myelectrive.com
E62. 67.199.248.10
E63. 67.199.248.11
E64. ns.ns2-dns.com
E65. portal.nazk.gov.ua
E66. fex.net
E67. sm.ukrtel.net
E68. ukr.net
E69. winscp.net
E70. lthhc-zm.com
E71. nais-gov.org
E72. cve.mitre.org
E73. ipv6-wpnc.net
E74. gordon6.hopto.org
E75. widget.forum-pokemon.com
E76. ftp.thefoodplace.net
E77. chernilis.win
E78. site-1.work
E79. aviatorssm.bit
E80. www.michiganmastereltiempo.com
E81. analyze.intezer.com
E82. www.virustotal.com [aka virustotal.com]
E83. www.msftncsi.com
E84. www.symantec.com
E85. www.dstruct.net
E86. single-office.ddns.net
E87. pastebin.com
E88. dishsouq.com
E89. zuh3vcyskd4gipkm.onion
E90. proxylogon.com
E91. accept-pay.top
E92. evil.server.com
E93. gangbang6.monster
E94. raidforums.com
E95. microsoft.com
E96. portal.msrc.microsoft.com
E97. photobucket.com
E98. gmail.com
E99. enterwords.ru
E100. biengrandir37.com
E101. giraffe-tour.ru
E102. tortunas.ru
E103. ticket.cyberpolice.gov.ua
E104. cautionphenomenon.co.kr
E105. antination.kherson.ua
E106. thaibbqculver.com
E107. motocheck.in
E108. fernandoherrera.me
E109. cryptsen7fo43rr6.onion
E110. cryptsen7fo43rr6.onion.cab
E111. gov.ua
E112. me.gov.ua
E113. expeditionabroad.com
E114. gov-ua.info
E115. i.ua
E116. ua30.gov.ua
E117. rmssrv3.ru
E118. rmssrv4.ru
E119. ghaniyu.com
E120. www.hybrid-analysis.com
E121. rmssrv2.ru
Mentions:
M1. "xbeta.online" (Domain) — options: E1, E2, E3, E4
M2. "melitaes.online" (Domain) — options: E9, E2, E10, E11
M3. "1000020.xyz" (Domain) — options: E15, E16, E17, E18
M4. "melitaeas.online" (Domain) — options: E1, E2, E10, E3
M5. "graphiuma.online" (Domain) — options: E10, E3, E11, E2
M6. "s8.h.mchost.ru" (Domain) — options: E25, E26, E27, E28
M7. "sardanal.online" (Domain) — options: E1, E2, E11, E6
M8. "nx0.ru" (Domain) — options: E7, E28, E33, E29
M9. "site-1.work" (Domain) — options: E25, E17, E18, E14
M10. "accept-pay.top" (Domain) — options: E18, E41, E15, E28
M11. "chubanomania.icu" (Domain) — options: E7, E45, E46, E25
M12. "surname192.temp.swtest.ru" (Domain) — options: E7, E28, E16, E31
M13. "smartideabusiness.com" (Domain) — options: E50, E51, E52, E25
M14. "ceronamtinclube.icu" (Domain) — options: E25, E57, E44, E18
M15. "webknives.com" (Domain) — options: E25, E60, E51, E40
M16. "185.193.38.78" (Domain) — options: E62, E21, E17, E63
M17. "smm2021.net" (Domain) — options: E25, E66, E67, E39
M18. "wpc-v0cdn.org" (Domain) — options: E38, E22, E71, E72
M19. "8003659902.space" (Domain) — options: E18, E4, E76, E25
M20. "product-reviews.website" (Domain) — options: E39, E77, E17, E25
M21. "cdn.discordapp.com" (Domain) — options: E22, E38, E51, E42
M22. "www.hybrid-analysis.com" (Domain) — options: E42, E80, E81, E82
M23. "alt-2cdn.net" (Domain) — options: E38, E16, E68, E66
M24. "parodadoca.ru" (Domain) — options: E25, E31, E28, E24
M25. "districoperav.icu" (Domain) — options: E18, E45, E57, E15
M26. "pastebin.com" (Domain) — options: E89, E51, E80, E22
M27. "great-surveys.top" (Domain) — options: E40, E91, E18, E60
M28. "eumr.site" (Domain) — options: E18, E17, E78, E16
M29. "phymateus.online" (Domain) — options: E1, E2, E6, E9
M30. "optica-rd.myftp.biz" (Domain) — options: E25, E50, E79, E76
M31. "8003659902.site" (Domain) — options: E15, E4, E17, E25
M32. "microsoft.com" (Domain) — options: E26, E30, E32, E96
M33. "emterox.ru" (Domain) — options: E36, E99, E28, E31
M34. "widget.forum-pokemon.com" (Domain) — options: E38, E94, E51, E25
M35. "varanasiclick.ru" (Domain) — options: E101, E28, E102, E25
M36. "expeditionabroad.com" (Domain) — options: E25, E51, E39, E53
M37. "apoxipodes.ru" (Domain) — options: E29, E28, E102, E25
M38. "scorpiones.online" (Domain) — options: E1, E2, E8, E3
M39. "chernilis.win" (Domain) — options: E7, E37, E107, E36
M40. "zuh3vcyskd4gipkm.onion" (Domain) — options: E43, E109, E110, E4
M41. "nais-gov.com" (Domain) — options: E71, E13, E53, E25
M42. "airmauritiusticket.com" (Domain) — options: E113, E39, E53, E97
M43. "pbank.co.ua" (Domain) — options: E25, E48, E59, E114
M44. "rmssrv2.ru" (Domain) — options: E34, E25, E117, E28
M45. "lthhc-zm.com" (Domain) — options: E16, E88, E98, E51
M46. "gordon6.hopto.org" (Domain) — options: E38, E72, E71, E22
M47. "www.virustotal.com" (Domain) — options: E120, E80, E84, E81
M48. "ftp.thefoodplace.net" (Domain) — options: E13, E66, E68, E73
M49. "enterwords.ru" (Domain) — options: E29, E36, E28, E7
M50. "vuonorganic.com" (Domain) — options: E100, E51, E119, E39
M51. "rmssrv4.ru" (Domain) — options: E34, E25, E121, E28

=== RESPONSE (44.5s, in 4563 / out 8993 tok, stop) ===
{"v":[{"m":"xbeta.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"melitaes.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"1000020.xyz","id":"NEW","g":"a domain","p":null,"r":null},{"m":"melitaeas.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"graphiuma.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"s8.h.mchost.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"sardanal.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"nx0.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"site-1.work","id":"NEW","g":"a domain","p":null,"r":null},{"m":"accept-pay.top","id":"NEW","g":"a domain","p":null,"r":null},{"m":"chubanomania.icu","id":"NEW","g":"a domain","p":null,"r":null},{"m":"surname192.temp.swtest.ru","id":"E25","g":null,"p":null,"r":null},{"m":"smartideabusiness.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ceronamtinclube.icu","id":"NEW","g":"a domain","p":null,"r":null},{"m":"webknives.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"185.193.38.78","id":"NEW","g":"an IP address","p":null,"r":null},{"m":"smm2021.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"wpc-v0cdn.org","id":"NEW","g":"a domain","p":null,"r":null},{"m":"8003659902.space","id":"NEW","g":"a domain","p":null,"r":null},{"m":"product-reviews.website","id":"NEW","g":"a domain","p":null,"r":null},{"m":"cdn.discordapp.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"www.hybrid-analysis.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"alt-2cdn.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"parodadoca.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"districoperav.icu","id":"NEW","g":"a domain","p":null,"r":null},{"m":"pastebin.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"great-surveys.top","id":"NEW","g":"a domain","p":null,"r":null},{"m":"eumr.site","id":"NEW","g":"a domain","p":null,"r":null},{"m":"phymateus.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"optica-rd.myftp.biz","id":"NEW","g":"a domain","p":null,"r":null},{"m":"8003659902.site","id":"NEW","g":"a domain","p":null,"r":null},{"m":"microsoft.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"emterox.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"widget.forum-pokemon.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"varanasiclick.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"expeditionabroad.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"apoxipodes.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"scorpiones.online","id":"NEW","g":"a domain","p":null,"r":null},{"m":"chernilis.win","id":"NEW","g":"a domain","p":null,"r":null},{"m":"zuh3vcyskd4gipkm.onion","id":"NEW","g":"a domain","p":null,"r":null},{"m":"nais-gov.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"airmauritiusticket.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"pbank.co.ua","id":"NEW","g":"a domain","p":null,"r":null},{"m":"rmssrv2.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"lthhc-zm.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"gordon6.hopto.org","id":"NEW","g":"a domain","p":null,"r":null},{"m":"www.virustotal.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ftp.thefoodplace.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"enterwords.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"vuonorganic.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"rmssrv4.ru","id":"NEW","g":"a domain","p":null,"r":null}]}
