=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Викрадення акаунту WhatsApp під виглядом голосування за електронні петиції (CERT-UA#9565)" — evidence: S1. "блікового запису;</li><li>вміти розрізняти підробні доменні імена; зокрема, офіційна сторінка "Електронних петицій" знаходиться за посиланням https://petition.president.gov.ua/;</li><li>налаштувати двохфакторну автентифікацію (<a href="https://cert.gov.ua/article/6278274" rel="noopener noreferrer" target="_blank">https://ce" S2. "ентифікатором UAC-0195.</p><p><br></p><p><strong>Індикатори кіберзагроз</strong></p><p><em>Мережеві</em></p><pre class="ql-syntax" spellcheck="false">petition-presidentu.com 2024-03-27 @cloudflare.com president-petition.best 2024-04-05 @sav.com president-petition6504.best 2024-04-05 @sav.com president-petition6884.best 2024-04-05 @sav.com president-petition9034.best 2024-04-05 @sav.com president-petitions.click 2024-04-05 @sav.com president-petitions.shop 2024-04-05 @sav.com petition-president.com 2024-04-07 @cloudflare.com petitian-president.com 2024-04-10 @cloudflare.com petition-presidenty.com 2024-04-10 @cloudflare.com petition-president.org.ua 2024-04-11 @hostpro.ua petition-presidenta.com 2024-04-14 @cloudflare.com petition-president.com.ua 2024-04-15 @hostpro.ua petition-presidente.com 2024-04-15 @cloudflare.com petition-ukraine.com 2024-04-17 @cloudflare.com petitionukraine.com 2024-04-18 @cloudflare.com petition-ukraina.com 2024-04-19 @cloudflare.com petition--ukraine.com 2024-04-20 @cloudflare.com petition-ukraina.com.ua 2024-04-23 @hostpro.ua petition-ukrainiane.com 2024-04-22 @cloudflare.com petitian-ukraine.com 2024-04-22 @cloudflare.com petiti"
Entities:
E1. Користувачі UKR.NET
E2. Ukrainian providers
E3. громадяни [aka громадяни України, Ukrainian citizens]
E4. Healthcare sector
E5. Websites using WP Database Reset plugin
E6. українські біженці
E7. Ukrainian heat supply sector
E8. Оператори та провайдери телекомунікацій України [aka Ukrainian telecommunications providers]
E9. Ukrainian water supply sector
E10. організації України [aka українські організації, Ukrainian organizations]
E11. dis.gov.ua
E12. gov.ua
E13. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E14. cert.gov.ua
E15. bank.gov.ua
E16. dl.kr-admin.gov.ua
E17. bdf.gov.ua
E18. me.gov.ua
E19. pbank.co.ua
E20. ncscc.gov.ua
E21. notfiled.com
E22. expeditionabroad.com
E23. serveftp.com [aka servehttp.com]
E24. ipoluchayteudovolstvie.ru
E25. beroozresaan.com
E26. combinedresidency.org
E27. 3utilities.com
E28. candidar.ru
E29. compensation-ukr.com
E30. lopasts.ru
E31. redirectme.net
E32. client-ukr.net
E33. aneria.net
E34. freedynamicdns.net
E35. ritionalvalueon.top
E36. bubenci.ru
E37. cisa.gov
E38. prostotaknet.net
E39. a0695487.xsph.ru
E40. baidenfree.com
E41. a0698649.xsph.ru
E42. s8.h.mchost.ru
E43. ganara.ru
E44. kurapat.ru
E45. zakrylki809.ru
E46. getssl.click
E47. res.live.com.getssl.click
E48. cloudflare-dns.com
E49. r4.res.live.com.getssl.click
E50. notifications.google.com.getssl.click
E51. com.getssl.click
E52. center-gos.top
E53. peer-gos.top
E54. pasamart.ru
E55. pre-opros.top
E56. hopentools.site
E57. 3dstore.pro
E58. timeandbright.com
E59. ipapi.co
E60. filetransrediremin.com
E61. baidencult.com
E62. golgba.com
E63. yotsubasociety.website
E64. ua-cip.org
E65. arhiv.ua-cip.org
E66. portal.nazk.org.ua
E67. meta.ua
E68. settusfree.org.uk
E69. lamazone.site
E70. autodoka.com.ua
E71. dsns.com.ua
E72. marmaris.com.ua
E73. ua-calendar.firstcloudit.com
E74. mayak.dp.ua
E75. compensations-ukrain.bar
E76. military-ukraine.online
E77. military-ukraine.site
E78. compensationukr.com
E79. yeah-biches.kyiv.ua
E80. 4qzm.com
E81. ukrainebayra.com
E82. session-ukr.net
E83. atl.ua
E84. fountainrate.com
E85. ukrainianworldcongress.org
E86. ns1.fountainrate.com
E87. westafrance.com
E88. an-ukr.top
E89. delta-storages.com
E90. telesecurity.org
E91. jorgava.com
E92. verofes.com
E93. uabayrakua.com
E94. serveirc.com
E95. texlidia.com
E96. getssl.ink
E97. edisk.ukr.net
E98. eumr.site
E99. 1833.site
E100. ser-ukr.net
E101. ukr.net.ssl2.site
E102. 8003659902.site
E103. erwini.ru
E104. webhook.site
E105. ukr.net.ssl3.site
E106. ginaengg.com
E107. ukrainecenter.yolasite.com
E108. i-like-hokku.co.ua
E109. advanced-ip-scaner.com.vuxuancuong.com [aka vuxuancuong.com]
E110. erinekenney.com
E111. servequake.com
E112. iplogger.com
E113. zaikaopentra.com.ug
E114. biches-yeah.co.ua
E115. ua-compens.top
E116. aten.ua
E117. antination.kherson.ua
E118. nv.ua
E119. mivocloud.com
E120. lonejade.com
E121. cloudlnk.org
E122. dyndns.com
E123. cloue.link
E124. ns.ns3-dns.com
E125. filebin.net
E126. gmail.com
E127. nais-gov.com
E128. dwservice.net [aka www.dwservice.net]
E129. myvnc.com
E130. sansaispa.com
E131. nirsoft.me
E132. ohsxy.com
E133. mill.co.ua
E134. iqhost.ru
E135. i.ua
E136. plengreg.fun
E137. ardeas.ru
E138. reg-ukr.net
E139. ryomy.ru
E140. abracodabugalimpopo.ru
E141. regs-ukr.net
E142. acteran.ru
E143. hilr.ru
E144. againandagaingmorder.ru
E145. petition-presidentu.com
E146. president-petition.best
E147. president-petition6504.best
E148. president-petition6884.best
E149. president-petition9034.best
E150. president-petitions.click
E151. president-petitions.shop
E152. petition-president.com
E153. petitian-president.com
E154. petition-presidenty.com
E155. petition-president.org.ua
E156. petition-presidenta.com
E157. petition-president.com.ua
E158. petition-presidente.com
E159. petition-ukraine.com
E160. petitionukraine.com
E161. petition-ukraina.com
E162. petition--ukraine.com
E163. petition-ukraina.com.ua
E164. petition-ukrainiane.com
E165. petitian-ukraine.com
E166. petitian--ukraine.com
E167. petition-presidenty.org.ua
E168. petition-presidenta.org.ua
E169. geroiua.com
E170. geroiukr.site
E171. geroisavenko.com
E172. geroiukrainu.com
E173. geroi-ukraine.com
