=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 497 canonicals"
Entities:
E1. ARGUEPATCH
E2. CredPump
E3. PIVOTNACCI
E4. BORE
E5. Protector.bat
E6. dovidka.chm
E7. Formbook [aka formbook.exe]
E8. SaintBot
E9. ROTTENPOTATONG
E10. WhisperPack
E11. WhisperGate
E12. AUKILL
E13. CHISEL
E14. SPECTR.Installer
E15. httpshelper.dll
E16. WHITECAT
E17. MISP
E18. RoarBat
E19. WhisperKill
E20. GHOSTPULSE
E21. POEMGATE
E22. FortiGate
E23. DarkTortilla
E24. POWERGAP
E25. SIGTOP
E26. TUSC
E27. Impacket
E28. QuickMute
E29. GRISELDA
E30. SMBEXEC
E31. WMIC
E32. WmiPrvSE.exe
E33. write.exe
E34. JUICYPOTATONG
E35. xmrig.exe
E36. b.exe
E37. Dark Crystal RAT (DCRAT) [aka DARKCRYSTALRAT (DCRAT), DarkCrystal RAT]
E38. Roundcube
E39. TEKTONITRMS
E40. OceanicTools
E41. DirectAdmin
E42. portable.exe
E43. RMS
E44. PhpMyAdmin
E45. ACROBAIT
E46. Viber
E47. rutserv.exe
E48. ArmyPlus.exe
E49. rundll32.exe
E50. MSHTA [aka mshta.exe]
E51. BitdefenderWindowsUpdatePackage.exe
E52. Assistance.rar
E53. cscript.exe
E54. CCleaner.exe
E55. MCMDiction.exe
E56. SmartAssembly .NET [aka SmartAssembly]
E57. KAZUAR
E58. Tor
E59. SPECTR.Spectator2
E60. Google Authenticator
E61. VMProtect
E62. Microsoft Authenticator
E63. BootPatch
E64. SPECTR.Archiver
E65. Eazfuscator
E66. LONEPAGE
E67. GZIP
E68. APERETIF
E69. STILLARCH
E70. HANGTHREAD
E71. ATERA
E72. CVE-2021-34523
E73. CVE-2020-35730
E74. CVE-2022-23131
E75. CVE-2021-40444
E76. CVE-2021-31207
E77. CVE-2022-23134
E78. CVE-2022-24521
E79. CredoMap
E80. CVE-2021-26855
E81. CVE-2021-26858
E82. CVE-2021-26857
E83. CVE-2021-44026
E84. CVE-2021-34473
E85. ProxyLogon
E86. CVE-2021-27065
E87. CVE-2021-44228
E88. CVE-2022-30190
E89. BidSwipe
E90. DOWNEX
E91. FileGrabber
E92. HTM dropper
E93. dnscmd
E94. CaddyWiper
E95. TAILJUMP
E96. DWAgent
E97. XWORM
E98. AnyDesk
E99. MESHAGENT
E100. Snake Keylogger
E101. ТЕНЕТА
E102. TunnelMole
E103. njRAT
E104. DANABOT
E105. Netscan
E106. shellcode.x64 (Cobalt Strike Beacon) [aka shellcode.x64.bin]
E107. shellcode.x86 (Cobalt Strike Beacon)
E108. one.exe
E109. BitsTransfer
E110. csbeacon.bin
E111. Cuba Ransomware
E112. Racoon
E113. baseupd.exe
E114. SHADOWLADDER
E115. PICASSOLOADER
E116. loader.exe
E117. MAGICSPELL
E118. GoDownloader
E119. Loader.dll
E120. GzipLoader
E121. CROOKBAG
E122. CVE-2024-38213
E123. CVE-2018-6882
E124. CVE-2023-43770
E125. CVE-2020-12641
E126. XENORAT
E127. WINWORD.EXE
E128. Cisco Crosswork
E129. Formbook/XLoader v2.5
E130. OctoberCMS
E131. CVE-2024-23692
E132. CVE-2018-13379
E133. Meterpreter
E134. tasklist
E135. AutoIt [aka AutoIt3]
E136. BIASBOAT
E137. PhotoMetadataHandler.dll
E138. REVERSESSH
E139. MASEPIE
E140. Themida
E141. ICYWELL
E142. icacls.exe
E143. Files.dll
E144. AdvancedRun.exe
E145. mstsc.exe
E146. alt.exe
E147. scandoc.exe
E148. dhdhk0k34.com
E149. Log4Shell
E150. AppLocker
E151. Usb [aka USB.dll]
E152. Browser.dll
E153. Indy Library
E154. Browsers
E155. libcrypto.dll
E156. Outlook
E157. ROSEBLOOM
E158. GAMMASTEEL [aka GammaSteel.PS1, GammaSteel.NET]
E159. COOKBOX
E160. STEELHOOK
E161. MEDUZASTEALER
E162. REDLINESTEALER
E163. MARSSTEALER
E164. LUMMASTEALER
E165. StealDeal
E166. ViottoKeylogger
E167. SMOKELOADER
E168. LOGPIE
E169. Apache Log4j [aka Log4j]
E170. LITEMANAGER
E171. DARKTRACKRAT
E172. VENOM RAT
E173. ScrubCrypt
E174. AsyncRAT
E175. MSCommonDriver.DCRat.exe
