=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Кібератака на державні організації України з використанням теми "Азовсталі" та шкідливої програми Cobalt Strike Beacon (CERT-UA#4490)" — evidence: S1. "зауважити, що файл "pe.dll", так само, як і файл "spisok.exe" з повідомлення CERT-UA#4464, захищено за допомогою криптору, що має відношення до групи TrickBot.</p><p>Згадана активність має цільовий характер та відстежуватиметься за ідентифікатором UAC-0098.</p><p><br></p><p><br></p><p><strong>Індикатори ком" S2. "r></p><p><strong>Рекомендації:</strong></p><p>1. Заборонити офісним програмам (EXCEL.EXE, WINWORD.EXE тощо) створювати небезпечні процеси (наприклад, rundll32.exe, wscript.exe та інші).</p><p>2. Здійснювати додатковий моніторинг фактів встановлення мережевих з'єднань процесом rundll32.exe.</p><p><br></p><p><str"
Entities:
E1. UAC-0008 (Buhtrap)
E2. Armageddon/Gamaredon [aka UAC-0096, Armageddon]
E3. APT28
E4. UAC-0028
E5. unc1151
E6. APT41
E7. UAC-0035 (InvisiMole)
E8. UAC-0010 (Armageddon)
E9. Encrpt3d
E10. GhostWriter
E11. csrss.exe
E12. 223329.exe
E13. rutserv.exe
E14. 62ea.exe
E15. AdvancedRun.exe
E16. rfusclient.exe
E17. 966449.exe
E18. one.exe
E19. explorer.exe
E20. spi.exe
E21. reteredelete.top
E22. 3utilities.com
E23. enterwords.ru
E24. servehalflife.com
E25. airmauritiusticket.com
E26. rivertimad.com
E27. winuvinnosluk.club
E28. ansaigon.com
E29. expeditionabroad.com
E30. jevejosader.top
E31. co87972.tmweb.ru
E32. pastebin.com
E33. serveminecraft.net
E34. a0322810.xsph.ru
E35. servepics.com
E36. chinagrill.co
E37. great-surveys.top
E38. gmail.com
E39. ritionalvalueon.top
E40. noip.com
E41. nais-gov.com
E42. alt-2cdn.net
E43. ghaniyu.com
E44. dogiraftig.com
E45. widget.forum-pokemon.com
E46. vuonorganic.com
E47. answers.microsoft.com
E48. apoxipodes.ru
E49. analyze.intezer.com
E50. servegame.com
E51. api.dev-com.sc [aka dev-com.sc]
E52. servequake.com
E53. hotmail.com
E54. fikasterwer.top
E55. arelyevennot.top
E56. servehttp.com
E57. ndlestomak.top
E58. pbank.co.ua
E59. varanasiclick.ru
E60. arcor.de
E61. nitikora.ru
E62. a0656203.xsph.ru
E63. badpdf.com
E64. tinyurl.com
E65. wiki.zimbra.com
E66. dyndns.com
E67. raidforums.com
E68. thaibbqculver.com
E69. 8003659902.site
E70. microsoft.com
E71. bilitora.ru
E72. billyhot.ru
E73. successilin.top
E74. ertimadifa.com
E75. meteolink.host
E76. ddnsking.com
E77. nowpropitup.com
E78. serveblog.net
E79. dod-upload.dodortar.ru
E80. github.com
E81. www.symantec.com
E82. lthhc-zm.com
E83. myvnc.com
E84. serveirc.com
E85. drive.google.com
E86. www.hybrid-analysis.com
E87. onthewifi.com
E88. www.msftncsi.com
E89. oceriesfornot.top
E90. smm2021.net
E91. email.cz
E92. stormpredictor.host
E93. serveftp.com
E94. webknives.com
E95. servebeer.com
E96. melitaes.online
E97. ereservices.com
E98. agreminj.com
E99. akaluij.com
E100. anidoz.com
E101. apeduze.com
E102. apokil.com
E103. arentuk.com
E104. axikok.com
E105. azimurs.com
E106. baidencult.com
E107. billiopa.com
E108. blinkij.com
E109. blopik.com
E110. borizhog.com
E111. britxec.com
E112. drimzis.com
E113. fluoxi.com
E114. shikjil.com
E115. shormanz.com
E116. verofes.com
E117. dezword.com
E118. vServerCo
E119. Приватбанк (AS15742)
E120. Check Point Research
E121. Vimpelcom
E122. Cloudflare Inc. [aka Cloudflare]
E123. Cisco
E124. Check Point
E125. BleepingComputer
E126. Raidforums
E127. SonarSource
E128. HostIQ
E129. WordFence
E130. 360Netlab
E131. AS37148 (нігерійський оператор телекомунікацій)
E132. hostkey.com
E133. cherryservers.com
Mentions:
