=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 920 canonicals"
Entities:
E1. groupdavinci.online
E2. dipteran.online
E3. barbatus.online
E4. graphiuma.online
E5. datagroup.ddns.net
E6. chimeramarket24.online
E7. metallergroup.ru
E8. chimeramarketplace.online
E9. elyslink.online
E10. davincigroup.online
E11. freeusadatingxxx.online
E12. sardanal.online
E13. xbeta.online
E14. phymateus.online
E15. coagula.online
E16. truffa.online
E17. courtgova.online
E18. acteran.ru
E19. scorpiones.online
E20. melitaeas.online
E21. melitaes.online
E22. swinj.online
E23. telecomds.online
E24. wasabiwallet.online
E25. telegraom.me
E26. onthewifi.com
E27. online.ua
E28. arcor.de
E29. moolin.ru
E30. military-ukraine.online
E31. sackmeister.de
E32. gondurasonline.ru
E33. ddns.net
E34. aneria.net
E35. nabufixservice.name
E36. aleimportadora.net
E37. serveblog.net
E38. ser-ukr.net
E39. finformservice.com
E40. ereservices.com
E41. xsph.ru
E42. zakolibal.online
E43. privat24.ua-wallet.pw
E44. confirm-agent.online
E45. courtbox.online
E46. golgba.com
E47. courtgova.site
E48. score-ukr.net
E49. mail-box.site
E50. catbox.moe
E51. dis.gov.ua
E52. t-online.de
E53. gondurasonline.ug
E54. ukrainebayra.com
E55. atl.ua
E56. cert.gov.ua
E57. euro24dopomoga0.yolasite.com
E58. oon24opros.yolasite.com
E59. ukrainecenter.yolasite.com
E60. oon24oprosy.yolasite.com
E61. pomoshnikrbx.site
E62. aid.edopomoga.gov.ua
E63. 3utilities.com
E64. humanitarydp.ug
E65. cityofuganda.ug
E66. dogiraftig.com
E67. ns2-dns.com
E68. ns.ns2-dns.com
E69. d-upl.ddns.net
E70. ns3-dns.com
E71. ns.ns3-dns.com
E72. 4qzm.com
E73. myddns.me
E74. civh.ru
E75. erwini.ru
E76. mail.numina.md
E77. abracodabugalimpopo.ru
E78. ruvds.com
E79. ardeas.ru
E80. ganara.ru
E81. apoxipodes.ru
E82. delta.mil.gov.ua.delta-storages.com
E83. dezword.com
E84. hexactor.com
E85. verofes.com
E86. winchconstruction.com
E87. vljsport.eu.com
E88. bilitora.ru
E89. chimeramarketplace24.online
E90. chimera-shop24.online
E91. drive.google.com
E92. myftp.org
E93. www.facebook.com
E94. www.dstruct.net
E95. serveftp.com
E96. www.michiganmastereltiempo.com
E97. www.symantec.com
E98. www.msftncsi.com
E99. myftp.biz
E100. vdsina.ru
E101. arentuk.com
E102. dyndns.com
E103. barnsertr.com
E104. myvnc.com
E105. rivertimad.com
E106. jokoloret.ru
E107. kopratiso.ru
E108. shikjil.com
E109. armpress.net
E110. shopersport.ru
E111. dcshost.net
E112. webhop.me
E113. winscp.net
E114. plexbd.net
E115. as49447.net
E116. t.co
E117. tgeo.link
E118. tg-me.pro
E119. e-wwg.com
E120. gir.network
E121. tbwelo.ru
E122. ticket.cyberpolice.gov.ua
E123. hmgo.pw
E124. blopik.com
E125. ip-api.com
E126. akaluij.com
E127. aluaadin.com
E128. flayga.ru
E129. cloudflare-dns.com
E130. benokij.com
E131. jorgava.com
E132. golosdruga.ru
E133. billiopa.com
E134. gobits3.com
E135. golos2023q.ru
E136. teiergam.com
E137. droopily.eu
E138. zalamafiapopcultur.eu
E139. hillespostelnm.eu
E140. kissmafiabeforyoudied.eu
E141. napropertyhub.eu
E142. apeduze.com
E143. agreminj.com
E144. eurotelle.com
E145. myelectrive.com
E146. servegame.com
E147. hilr.ru
E148. circulas.ru
E149. cisa.gov
E150. dwservice.net [aka www.dwservice.net]
E151. serveirc.com
E152. mst-ukr.net
E153. www.dropbox.com
E154. www.adelaida.ua
E155. uadop.webflow.io
E156. numsecukr.net
E157. cdn.discordapp.com
E158. bounceme.net
E159. alt-2cdn.net
E160. conf-ukr.net
E161. naffalno.site
E162. sinergil.com
E163. github.com
E164. vinergil.com
E165. fan-guy.com
E166. vuonorganic.com
E167. gmail.com
E168. ginaengg.com
E169. dishsouq.com
E170. simplecloud.ru
E171. cloue.link [aka me-cloud.link]
E172. microsoft.com
E173. cloudlnk.org
E174. anniversarygiftsforcouples.com
E175. webk-telegram.sbs
E176. m-vz.webhop.me
E177. emterox.ru
