=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 646 canonicals"
Entities:
E1. ukrsets.com
E2. gov-ua.cloud
E3. petition.president.gov.ua
E4. sign-cert.com
E5. ukrsett.com
E6. ua-gov.cloud
E7. check.sign-cert.com
E8. 01mirror.com.ua
E9. dpsu-gov-ua.com
E10. golos-konkurs-uah.eu
E11. govua.cloud
E12. s3-ua.cloud
E13. eu-north-1-aws.ua-gov.cloud
E14. gov-au.cloud
E15. tax-gov-ua.com
E16. eu-southeast-1-aws.gov-ua.cloud
E17. ukr-golosovan.site
E18. us-east-2-aws.ua-gov.cloud
E19. mfa-gov.cloud
E20. voa-gov.cloud
E21. mo-gov.cloud
E22. md-gov.cloud
E23. mf-gov.cloud
E24. konkurs-deti-ua.eu
E25. konkurs-vibir-ua.eu
E26. cert.gov.ua
E27. ditina-konkurs-ua.eu
E28. vibir-malunka-uah.eu
E29. golos-mistechtva-uah.eu
E30. uspp.derzhposluhy.com
E31. detipoertry.com
E32. adobeprotectcheck.com
E33. golos-hudojniku-uah.eu
E34. defender-bot.site
E35. annualgieconferenceinmunich2024.com
E36. petition-presidenty.com
E37. petition-president.com.ua
E38. petition-presidentu.com
E39. petition-president.kyiv.ua
E40. petition-president.com
E41. petition-presidenta.com
E42. petition-president.org.ua
E43. president-petition.best
E44. petition-presidenta.org.ua
E45. ua-se.cloud
E46. ua-sn.cloud
E47. ua-energy.cloud
E48. ua-mil.cloud
E49. aws-secure.cloud
E50. us-west-1.aws-ukraine.cloud
E51. aws-online.cloud
E52. eu-central-2-aws.ua-aws.army
E53. aws-join.cloud
E54. aws-data.cloud
E55. aws-meetings.cloud
E56. geroi-ukraine.com
E57. aws-il.cloud
E58. mil-be.cloud
E59. mil-ee.cloud
E60. ua-sec.cloud
E61. mil-pl.cloud
E62. get.sign-cert.com
E63. object-storage-service.com
E64. beget.com
E65. cdnauthsoft.com
E66. in-touc.com
E67. signal-confirm.site
E68. ukr-golosovanie.site
E69. ukr-golosovane.site
E70. portret-ua.eu
E71. protect-password.site
E72. ukraine-final.life
E73. share-drive.site
E74. charyy-ukr.life
E75. ukraine-chares.info
E76. petition-presidenty.org.ua
E77. ua-konkurs-chari.eu
E78. konkursi-ua.eu
E79. prozorro.online
E80. mail-gov.net
E81. documentreader.net
E82. zaditinu-golos-uah.eu
E83. cloud.god-le.net
E84. golos-mistechtva-ua.eu
E85. geroiukr.com.ua
E86. golos-hudojniku-ua.eu
E87. geroiua.com
E88. geroiukr.site
E89. ua-geroi.com.ua
E90. afi-ukraine.org
E91. geroiukrainu.com
E92. geroi.kyiv.ua
E93. ukraine-geroi.org.ua
E94. petitian-ukraine.com
E95. petition-ukraine.com
E96. petition-presidente.com
E97. eu-north-1-aws.ua-energy.cloud
E98. us-west-1-amazon.ua-energy.cloud
E99. furqaanenergy.com
E100. ua-deti-chary.eu
E101. konkursi-uah.eu
E102. konkurs-deti-uah.eu
E103. vibir-malunki-uah.eu
E104. konkursy-uah.eu
E105. malunki-konkurs-uah.eu
E106. golos-konkurs-ua.eu
E107. golos-konkursu-uah.eu
E108. golos-konkursu-ua.eu
E109. konkurs-uah-vibir.eu
E110. konkur-golos-uah.eu
E111. golos-konkursu.eu
E112. konkur-golos-ua.eu
E113. petition-ukraina.com.ua
E114. petition--ukraine.com
E115. petition-ukrainiane.com
E116. passport-ukr-net.site
E117. kropyva.site
E118. golos-ditin-ua.eu
E119. golosa-zaditinu-uah.eu
E120. malunki-ditin-uah.eu
E121. golosa-zaditinu-ua.eu
E122. malunki-ditin-ua.eu
E123. farbi-golos-uah.eu
E124. my-gov.cloud
E125. agro-sk.com.ua
E126. gov-lv.cloud
E127. gov-fi.cloud
E128. gov-aws.cloud
E129. eru-gov.cloud
E130. gov-pl.cloud
E131. golos-ukr.info
E132. yeah-biches.kyiv.ua
E133. geroiua.com.ua
E134. konkurs-chari-ua.eu
E135. ua-konkurs-chary.eu
E136. konkurs-chari-final-ua.eu
E137. konkurs-chary-ua.eu
E138. konkurs-chari-final.eu
E139. chari-konkursua.eu
E140. konkurs-chary-final-ua.eu
E141. konkurs-balerin-ua.eu
E142. malunki-konkurs-ua.eu
