=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 138 canonicals"
Entities:
E1. nais-gov.org
E2. nais-gov.com
E3. ns.ns3-dns.com
E4. portal.nazk.gov.ua
E5. gmail.com
E6. cve.mitre.org
E7. ns.ns2-dns.com
E8. ansaigon.com
E9. email.cz
E10. social.technet.microsoft.com
E11. raidforums.com
E12. airmauritiusticket.com
E13. phymateus.online
E14. photobucket.com
E15. apoxipodes.ru
E16. www.virustotal.com [aka virustotal.com]
E17. proxylogon.com
E18. ns2-dns.com
E19. ns3-dns.com
E20. dyndns.com
E21. nx0.ru
E22. single-office.ddns.net
E23. webknives.com
E24. sm.ukrtel.net
E25. alt-2cdn.net
E26. wpc-v0cdn.org
E27. ipv6-wpnc.net
E28. cuckoo.cert.ee
E29. gordon6.hopto.org
E30. erwini.ru
E31. mail.nais-gov.org
E32. cs1.wpc-v0cdn.org
E33. zuh3vcyskd4gipkm.onion [aka cryptsen7fo43rr6.onion]
E34. winscp.net
E35. fex.net
E36. ukr.net
E37. smm2021.net
E38. gov-ua.info
E39. bank.gov.ua
E40. ua30.gov.ua
E41. gov.ua
E42. dishsouq.com
E43. me.gov.ua
E44. ghaniyu.com
E45. chinagrill.co
E46. toknowall.com
E47. badpdf.com
E48. antination.kherson.ua
E49. emterox.ru
E50. cert.gov.ua
E51. pbank.co.ua
E52. portal.msrc.microsoft.com
E53. tortunas.ru
E54. ticket.cyberpolice.gov.ua
E55. ceronamtinclube.icu
E56. chubanomania.icu
E57. acteran.ru
E58. circulas.ru
E59. dsszzi.gov.ua
E60. ryomy.ru
E61. omyce.ru
E62. candidar.ru
E63. 1833.site
E64. 8003659902.site
E65. product-reviews.website
E66. site-1.work
E67. widget.forum-pokemon.com
E68. microsoft.com
E69. www.michiganmastereltiempo.com
E70. ereservices.com
E71. myelectrive.com
E72. app.any.run
E73. scorpiones.online
E74. dipteran.online
E75. barbatus.online
E76. graphiuma.online
E77. melitaeas.online
E78. melitaes.online
E79. coagula.online
E80. sardanal.online
E81. enterwords.ru
E82. docs.microsoft.com
E83. answers.microsoft.com
E84. www.msftncsi.com
E85. mulleti.ru
E86. biengrandir37.com
E87. arcor.de
E88. eumr.site
E89. pastebin.com
E90. districoperav.icu
E91. varanasiclick.ru
E92. cryptsen7fo43rr6.onion.to
E93. cryptsen7fo43rr6.onion.cab
E94. chernilis.win
E95. edisk.ukr.net
E96. www.dstruct.net
E97. cautionphenomenon.co.kr
E98. motocheck.in
E99. fernandoherrera.me
E100. cdn.discordapp.com
E101. mx-out-14.default-host.net
E102. zp.ukrtel.net
E103. giraffe-tour.ru
E104. vuonorganic.com
E105. rmssrv2.ru
E106. rmssrv3.ru
E107. nowpropitup.com
E108. rmssrv4.ru
E109. 1000020.xyz
E110. i.ua
E111. 185.193.38.78
E112. aviatorssm.bit
E113. ftp.thefoodplace.net
E114. optica-rd.myftp.biz
E115. thaibbqculver.com
E116. analyze.intezer.com
E117. tridiuma.ru
E118. www.hybrid-analysis.com
E119. evil.server.com
E120. www.symantec.com
E121. parodadoca.ru
E122. s8.h.mchost.ru
E123. integramultimedia.com.mx
E124. lthhc-zm.com
Mentions:
M1. "mail.nais-gov.org" (Domain) — options: E1, E2, E3, E4
M2. "widget.forum-pokemon.com" (Domain) — options: E10, E11, E12, E13
M3. "ns.ns2-dns.com" (Domain) — options: E18, E3, E19, E20
M4. "ns.ns3-dns.com" (Domain) — options: E19, E7, E18, E20
M5. "ns3-dns.com" (Domain) — options: E3, E18, E7, E20
M6. "ns2-dns.com" (Domain) — options: E7, E19, E3, E20
M7. "cs1.wpc-v0cdn.org" (Domain) — options: E26, E27, E6, E1
M8. "wpc-v0cdn.org" (Domain) — options: E32, E33, E25, E1
M9. "ipv6-wpnc.net" (Domain) — options: E34, E35, E36, E26
M10. "alt-2cdn.net" (Domain) — options: E18, E37, E36, E35
M11. "nais-gov.org" (Domain) — options: E2, E31, E38, E39
M12. "nais-gov.com" (Domain) — options: E1, E31, E8, E38
M13. "gmail.com" (Domain) — options: E9, E12, E31, E44
M14. "email.cz" (Domain) — options: E5, E3, E45, E31
