=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 405 canonicals"
Entities:
E1. drive.google.com
E2. 3utilities.com
E3. edisk.ukr.net
E4. servegame.com
E5. myelectrive.com
E6. agreminj.com
E7. www.hybrid-analysis.com
E8. serveirc.com
E9. rivertimad.com
E10. surname192.temp.swtest.ru
E11. barbatus.online
E12. co87972.tmweb.ru
E13. smartideabusiness.com
E14. upportteam.lingrevelat.com
E15. airmauritiusticket.com
E16. marmaris.com.ua
E17. tinyurl.com
E18. chinagrill.co
E19. cautionphenomenon.co.kr
E20. microsoft.com
E21. www.facebook.com
E22. co-opros.top
E23. moskeet.com
E24. nikotod.ru
E25. barbacoalosmartinez.com
E26. ertimadifa.com
E27. drimzis.com
E28. autodoka.com.ua
E29. qiwardos.ru
E30. compensationukr.com
E31. lthhc-zm.com
E32. gmail.com
E33. onedrive.live.com
E34. answers.microsoft.com
E35. docs.microsoft.com
E36. portal.msrc.microsoft.com
E37. proxylogon.com
E38. social.technet.microsoft.com
E39. dishsouq.com
E40. nirsoft.me
E41. dezword.com
E42. cdn.jsdelivr.net
E43. kitten-268.frge.io
E44. shormanz.com
E45. app.any.run
E46. arelyevennot.top
E47. scorpiones.online
E48. email.cz
E49. apokil.com
E50. analyze.intezer.com
E51. www.michiganmastereltiempo.com
E52. www.msftncsi.com
E53. fex.net
E54. alt-2cdn.net
E55. www.virustotal.com [aka www.symantec.com, virustotal.com]
E56. axikok.com
E57. winuvinnosluk.club
E58. t.co
E59. easternexecutiveclub.com
E60. cve.mitre.org
E61. britxec.com
E62. ginaengg.com
E63. cdn.discordapp.com
E64. ddns.net
E65. ukr.net
E66. bounceme.net
E67. brunoboys.net
E68. reteredelete.top
E69. eo2mxtqmeqzafqi.m.pipedream.net
E70. eo9p1d2bfmioiot.m.pipedream.net
E71. eoy7zvsvn6xfcmy.m.pipedream.net
E72. project2.top
E73. m-vz.webhop.me
E74. eoiw8lhjwuc3sh2.m.pipedream.net
E75. project3.top
E76. peer-gos.top
E77. netbin.host
E78. rresteraftin.com
E79. domtern.com
E80. fikasterwer.top
E81. plexbd.net
E82. s8.h.mchost.ru
E83. ln-upl.ddns.net
E84. cs1.wpc-v0cdn.org
E85. economiquity.org
E86. freedynamicdns.org
E87. europadonnaireland.org
E88. myftp.org [aka up-dot.myftp.org]
E89. hopto.org
E90. nais-gov.com
E91. center-gos.top
E92. ais-gos.top
E93. cisa.gov
E94. dis.gov.ua
E95. alfa-gos.top
E96. gov.ua
E97. ftp.artrsllc.com
E98. cerv-gos.top
E99. ev-gos.top
E100. jel-gos.top
E101. admru.top
E102. admukr.top
E103. an-ukr.top
E104. admus.top
E105. rbadm.top
E106. dcshost.net
E107. helpzzfound.site
E108. successilin.top
E109. cels-opros.top
E110. for-gos.top
E111. jevejosader.top
E112. rea-gos.top
E113. meteolink.host
E114. ritionalvalueon.top
E115. redirectme.net
E116. 67.199.248.10
E117. 192.198.87.130
E118. 1833.site
E119. 67.199.248.11
E120. star-cz.ddns.net
E121. a0656203.xsph.ru
E122. 1000020.xyz
E123. azimurs.com
E124. github.com
E125. admis.club
E126. admukr.club
E127. posish.club
E128. oceriesfornot.top
E129. winchconstruction.com
E130. arentuk.com
E131. enlamentedeunasesor.com
E132. servebeer.com
E133. misp.cert.gov.ua
E134. akaluij.com
E135. evil.server.com
E136. domthr.xyz
E137. uacompensation.xyz
E138. pay.uacompensation.xyz
E139. product2020.mrbasic.com
E140. hotmail.com
E141. yandex.ru
E142. ghaniyu.com
E143. topadm.top
E144. www.dstruct.net
E145. ip-api.com
E146. fluoxi.com
E147. ipv6-wpnc.net
E148. 8003659902.site
E149. programasparapc.net
E150. central-gos.top
E151. alf-gos.top
E152. brand-gos.top
E153. tense-gos.top
E154. acteran.ru
E155. apps-opros.top
E156. apoxipodes.ru
E157. syncapp.host
E158. aspe.ro
E159. ryomy.ru
E160. myftp.biz
E161. up-lnk.myftp.org
E162. ftp.thefoodplace.net
E163. optica-rd.myftp.biz
E164. dyndns.com
E165. zapto.org
E166. fernandoherrera.me
E167. webhop.me
E168. single-office.ddns.net
E169. d-upl.ddns.net
