=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1288 canonicals"
Entities:
E1. tg.cyou
E2. let-me.network
E3. netbin.host
E4. site-1.work
E5. balletworld.co
E6. tgeo.link
E7. ukr.net
E8. devtools.bond
E9. giraffe-tour.ru
E10. erwini.ru
E11. ryomy.ru
E12. balerina.life
E13. abracodabugalimpopo.ru [aka superdadymster.ru]
E14. acteran.ru
E15. balerina.info
E16. infomalilopera.ru [aka infomailforyoumak.ru]
E17. jokoloret.ru
E18. ruvds.com
E19. co-uah.top
E20. milotrad.ru
E21. telegrad.info
E22. it-develop.me
E23. unayt.ru
E24. apitelegram.org
E25. i1t.me
E26. mega.nz
E27. telegraom.me
E28. t.me
E29. it-grad.kz
E30. t-me.io
E31. 7tt.me
E32. telegram-wap.me
E33. t--t.me
E34. fernandoherrera.me
E35. myelectrive.com
E36. dishsouq.com
E37. me-cloud.link
E38. ansaigon.com [aka sansaispa.com]
E39. microsoft.com
E40. simplecloud.ru
E41. apokil.com [aka shikjil.com]
E42. cloudflare-dns.com
E43. smartcloudflare.com
E44. ns.ns3-dns.com [aka ns3-dns.com]
E45. ns.ns2-dns.com [aka ns2-dns.com]
E46. sync.smartcloudflare.com
E47. mivocloud.com
E48. star-cz.ddns.net
E49. aluaadin.com
E50. 0-t.me
E51. 4-t.me
E52. telegram.org.t.me-cloud.link
E53. nirsoft.me
E54. telegram-wed.id
E55. teiegram1.me
E56. telegram.uk.net
E57. teleqram.info
E58. telegram-click.ru
E59. let-me.life
E60. gir.network
E61. let-me.world
E62. balet-me.info
E63. hsts.online
E64. internetcygane.ru
E65. baletnet.eu
E66. int-ukr.net
E67. erinekenney.com
E68. integramultimedia.com.mx
E69. net.ssl1.site
E70. tg-me.pro
E71. t.co
E72. hmgo.pw
E73. domthr.xyz
E74. beget.com
E75. ukenlog.com
E76. teiergam.com
E77. net.frge.io
E78. file.io
E79. ukr.net.frge.io
E80. _.ukr.net.frge.io
E81. kitten-268.frge.io
E82. an-gos.top
E83. center-gos.top
E84. chis-gos.top [aka pro-gos.top]
E85. topadm.top
E86. cerv-gos.top
E87. alf-gos.top
E88. alfa-gos.top
E89. badge-gos.top
E90. filebin.net
E91. dcshost.net
E92. gbshost.org
E93. stormpredictor.host
E94. aleimportadora.net
E95. igshop.net
E96. iqhost.ru
E97. plexbd.net
E98. emterox.ru
E99. v-ukr.net
E100. as49447.net
E101. whoer.net
E102. meteolink.host
E103. getmod.host
E104. syncapp.host
E105. uknetlogin.com
E106. gbshost.net
E107. mx-out-14.default-host.net
E108. cloue.link
E109. telegram.org-a0dk3dm91iu.tgeo.link
E110. ssl2.link
E111. authssl.link
E112. net.ssl2.link
E113. goaccount.link
E114. getssl.ink
E115. adobeprotectcheck.com
E116. content.certifiedauth.in
E117. agreminj.com
E118. content.exmo.day
E119. blinkij.com
E120. shormanz.com
E121. censys.io
E122. propertyiran.ir
E123. frge.io
E124. single-office.ddns.net
E125. data.syncthing.net
E126. davincigroup.online [aka groupdavinci.online]
E127. metallergroup.ru
E128. balet-ua.mom
E129. ser-ukr.net
E130. balletmasters.co
E131. balet-ua.pro
E132. leru.life
E133. hopentools.site
E134. hopentools.ru
E135. bourns.space [aka topibuzz.space]
E136. dezword.com
E137. steycools.pw
E138. admus.top
E139. qaz.is
E140. qaz.su
E141. claud.in
E142. shodan.io
E143. authssl.org
E144. bitbucket.org
E145. cs1.wpc-v0cdn.org [aka wpc-v0cdn.org]
E146. crv-ukr.net
E147. cvi-ukr.net
E148. sync.anonvnc.com
E149. gofile.io
E150. central-gos.top
E151. 1000020.xyz
E152. uatax-compens.xyz [aka uatax-compenses.xyz]
E153. blakejones.xyz
E154. uacompensation.xyz
E155. ec-compensation.xyz [aka uam-compensation.xyz]
E156. duhodown.fun
E157. vdsina.ru
E158. mulleti.ru
E159. nafillimonilini.net
E160. sakentoshi.ru
E161. syncthing.net
E162. fex.net
E163. plengreg.fun
E164. pge-ukr.net
E165. internet.bs
E166. gondurasonline.ru
E167. admukr.top
E168. admru.top
E169. admukr.club
E170. coinerpay.top
E171. rbadm.top
E172. an-ukr.top
E173. project2.top
