=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Кібератака UAC-0006: розповсюдження SmokeLoader з використанням електронних листів і тематики "рахунків" (CERT-UA#6757)" — evidence: S1. "страції доменних імен та розміщення серверів управління бот-мережею зловмисники використовують російських реєстраторів доменних імен та провайдерів: @reg.ru, @nic.ru, @iqhost.ru, @macloud.ru, @cloudx.ru, які сприяють реалізації зловмисного задуму.</p><p>Вкотре нагадуємо, що для запуску JavaScript-завантажувача, який забезпечить доставку і запуск Smok" S2. "ережеві:</em></p><pre class="ql-syntax" spellcheck="false">176[.]124.193.111 (RU; @cloudx.ru) 193[.]106.174.215 (RU; @iqhost.ru) 23[.]230.13.93 (US; @egihosting.com) 77[.]232.37.148 (RU; @macloud.ru) 93[.]185.166.142 (NL; @stark-industries.solutions) viktor@promarma.com.ua lamazone[.]site (2023-05-12; RU; @reg.ru) polinamailserverip[.]ru (2023-05-12; RU; @nic.ru)&nbsp; &nbsp; alegoomaster[.]com a"
Entities:
E1. noip.com
E2. acteran.ru
E3. evil.server.com
E4. dyndns.com
E5. apoxipodes.ru
E6. moolin.ru
E7. d-upl.ddns.net
E8. ardeas.ru
E9. serveftp.com
E10. ddns.net
E11. akaluij.com
E12. 3utilities.com
E13. fikasterwer.top
E14. moskeet.com
E15. 4qzm.com
E16. www.michiganmastereltiempo.com
E17. fan-guy.com
E18. agreminj.com
E19. pastebin.com
E20. domtern.com
E21. azimurs.com
E22. arentuk.com
E23. ohsxy.com [aka telegram.org.security.ohsxy.com]
E24. borizhog.com
E25. apeduze.com
E26. agrikoz.com
E27. eu-opros.top
E28. cooperi.ru
E29. rivierafamily.com
E30. bubenci.ru
E31. kopratiso.ru
E32. ryomy.ru
E33. blopik.com
E34. lopasts.ru
E35. drimzis.com
E36. sindoproperty.org
E37. fishitor.ru
E38. shopersport.ru
E39. qkcew.ru
E40. freedynamicdns.net
E41. freedynamicdns.org
E42. fluoxi.com
E43. baidenfree.com
E44. nowpropitup.com
E45. golgba.com
E46. coagula.online
E47. online.ua
E48. humanitarydp.ug
E49. courtgova.online
E50. t-online.de
E51. military-ukraine.online
E52. dogiraftig.com
E53. dipteran.online
E54. tiloraso.ru
E55. webhop.me
E56. courtgova.site
E57. tools.nexcess.net
E58. 1833.site
E59. onyangdol.site
E60. eumr.site
E61. 8003659902.site
E62. mail-box.site
E63. hopto.org
E64. info-cip.org
E65. hofsteder.ru
E66. ganara.ru
E67. detroito.ru
E68. atlantar.ru
E69. nxkad.ru
E70. milotrad.ru
E71. civh.ru
E72. nikotod.ru
E73. mitlubald.ru
E74. rmssrv4.ru
E75. ddnsking.com
E76. xsph.ru
E77. hawksi.ru
E78. nx0.ru
E79. xcqef.ru
E80. jorgava.com
E81. hmgo.pw
E82. uabayrakua.com
E83. kilitro.ru
E84. mafirti.ru
E85. anniversarygiftsforcouples.com
E86. giraffe-tour.ru
E87. notfiled.com
E88. europadonnaireland.org
E89. afi-opros.top
E90. mulleti.ru
E91. farafauler.ru
E92. net-certificate.services
E93. dwservice.net [aka www.dwservice.net]
E94. naffalno.site
E95. inter-webservices.com
E96. ereservices.com
E97. ns.ns3-dns.com
E98. serveirc.com
E99. ns.ns2-dns.com
E100. britxec.com
E101. fast-mail.site
E102. helpzzfound.site
E103. eti-opros.top
E104. bounceme.net
E105. dcshost.net
E106. brunoboys.net
E107. www.virustotal.com [aka virustotal.com]
E108. pro-gos.top
E109. ukr.net
E110. awa-opros.top
E111. verofes.com
E112. servehttp.com
E113. store1.gofile.io
E114. 3dstore.pro
E115. pasamart.ru
E116. lesrochersblancs.com
E117. gopoppers.com
E118. store3.gofile.io
E119. cerv-gos.top
E120. barbatus.online
E121. xbeta.online
E122. telecomds.online
E123. phymateus.online
E124. sardanal.online
E125. melitaes.online
E126. autodoka.com.ua
E127. central-gos.top
E128. dsns.com.ua
E129. wasabiwallet.online
E130. courtbox.online
E131. edopomogaonline.yolasite.com
E132. zambeziz.com
E133. zaliphone.com
E134. baidencult.com
E135. varanasiclick.ru
E136. zapto.org
E137. alegoomaster.com
